ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
7,16,GPT-2,ぬま,ま,まくら,6226,○,○,まくら,○,,,,51,3
7,17,GPT-2,まくら,ら,らくだ,4130,○,○,らくだ,○,,,,51,3
7,18,GPT-1,らくだ,だ,だるま,4100,○,○,だるま,○,,,,51,3
7,19,GPT-1,だるま,ま,まゆ,7867,○,○,まゆ,○,,,,51,3
7,20,GPT-1,まゆ,ゆ,ゆず,4520,○,○,ゆず,○,,,,51,3
7,21,GPT-2,ゆず,ず,図工,5311,○,○,ずこう,○,,,,51,3
7,22,GPT-2,図工,う,うさぎ,4137,○,○,うさぎ,○,,,,51,3
7,23,GPT-2,うさぎ,ぎ,義足,2628,○,○,ぎそく,○,,,,51,3
7,24,GPT-1,義足,く,くち,4920,○,○,くち,○,,,,51,3
7,25,GPT-1,くち,ち,地図,2030,○,○,ちず,○,,,,51,3
7,26,GPT-1,地図,ず,ズッキーニ,4004,○,○,ずっきーに,○,,,,51,3
7,27,GPT-2,ズッキーニ,に,虹,4274,○,○,にじ,○,,,,51,3
7,28,GPT-2,虹,じ,磁石,3238,○,○,じしゃく,○,,,,51,3
7,29,GPT-2,磁石,く,くつ,4918,○,○,くつ,○,,,,51,3
7,30,GPT-1,くつ,つ,つる,4498,○,○,つる,○,,,,51,3
7,31,GPT-1,つる,る,ルビー,5205,○,○,るびー,○,,,,51,3
7,32,GPT-1,ルビー,い,n,1578,×,×,,×,辞書外,GPT-2,GPT-1,51,3
8,1,GPT-1,しりとり,り,りんご,2415,○,○,りんご,○,,,,51,3
8,2,GPT-1,りんご,ご,ごま,2001,○,○,ごま,○,,,,51,3
8,3,GPT-2,ごま,ま,まつ,6449,○,○,まつ,○,,,,51,3
8,4,GPT-2,まつ,つ,つみき,5630,○,×,,×,辞書外,GPT-1,GPT-2,51,3
9,1,GPT-1,しりとり,り,リズム,3784,○,○,りずむ,○,,,,51,3
9,2,GPT-2,リズム,む,ムカデ,5638,○,○,むかで,○,,,,51,3
9,3,GPT-2,ムカデ,で,電池,3706,○,○,でんち,○,,,,51,3
9,4,GPT-2,電池,ち,n,2662,×,×,,×,辞書外,GPT-1,GPT-2,51,3
10,1,GPT-1,しりとり,り,リス,1826,○,○,りす,○,,,,51,3
10,2,GPT-1,リス,す,スープ,4287,○,○,すーぷ,○,,,,51,3
10,3,GPT-2,スープ,ぷ,プール,2214,○,○,ぷーる,○,,,,51,3
10,4,GPT-1,プール,る,ループ,4197,○,○,るーぷ,○,,,,51,3
10,5,GPT-1,ループ,ぷ,プラモデル,2857,○,○,ぷらもでる,○,,,,51,3
10,6,GPT-1,プラモデル,る,ルビー,1982,○,○,るびー,○,,,,51,3
10,7,GPT-2,ルビー,い,いす,4284,○,○,いす,○,,,,51,3
10,8,GPT-2,いす,す,スイカ,3717,○,○,すいか,○,,,,51,3
10,9,GPT-2,スイカ,か,カボチャ,7394,○,○,かぼちゃ,○,,,,51,3
10,10,GPT-1,カボチャ,や,やさい,4176,○,○,やさい,○,,,,51,3
10,11,GPT-1,やさい,い,いぬ,2800,○,○,いぬ,○,,,,51,3
10,12,GPT-2,いぬ,ぬ,ぬの,4504,○,○,ぬの,○,,,,51,3
10,13,GPT-2,ぬの,の,のり,2293,○,○,のり,○,,,,51,3
10,14,GPT-2,のり,り,りんご,2587,○,○,りんご,○,,,,51,3
10,15,GPT-1,りんご,ご,ごりら,2696,○,○,ごりら,○,,,,51,3
10,16,GPT-1,ごりら,ら,ランプ,7074,○,○,らんぷ,○,,,,51,3
10,17,GPT-1,ランプ,ぷ,プリズム,3635,○,○,ぷりずむ,○,,,,51,3
10,18,GPT-2,プリズム,む,麦,4095,○,○,むぎ,○,,,,51,3
10,19,GPT-2,麦,ぎ,ギター,2400,○,○,ぎたー,○,,,,51,3
10,20,GPT-2,ギター,あ,あじ,5443,○,○,あじ,○,,,,51,3
10,21,GPT-1,あじ,じ,辞書,2821,○,○,じしょ,○,,,,51,3
10,22,GPT-1,辞書,よ,よる,7093,○,○,よる,○,,,,51,3
10,23,GPT-1,よる,る,留守,2504,○,○,るす,○,,,,51,3
10,24,GPT-2,留守,す,すず,3545,○,○,すず,○,,,,51,3
10,25,GPT-2,すず,ず,図形,3179,○,○,ずけい,○,,,,51,3
10,26,GPT-1,図形,い,いか,5652,○,○,いか,○,,,,51,3
10,27,GPT-1,いか,か,家事,7779,○,○,かじ,○,,,,51,3
10,28,GPT-1,家事,じ,磁石,3168,○,○,じしゃく,○,,,,51,3
10,29,GPT-2,磁石,く,くつ,3278,○,○,くつ,○,,,,51,3
10,30,GPT-2,くつ,つ,つむじ,6194,○,○,つむじ,○,,,,51,3
10,31,GPT-2,つむじ,じ,自転車,2660,×,×,,×,辞書外,GPT-1,GPT-2,51,3
11,1,GPT-1,しりとり,り,林檎,1739,○,○,りんご,○,,,,51,3
11,2,GPT-2,林檎,ご,ごま,3999,○,○,ごま,○,,,,51,3
11,3,GPT-2,ごま,ま,まくら,14657,○,○,まくら,○,,,,51,3
11,4,GPT-2,まくら,ら,n,1433,×,×,,×,辞書外,GPT-1,GPT-2,51,3
12,1,GPT-1,しりとり,り,リス,3085,○,○,りす,○,,,,51,3
12,2,GPT-1,リス,す,スイカ,1639,○,○,すいか,○,,,,51,3
12,3,GPT-1,スイカ,か,カメラ,2410,○,○,かめら,○,,,,51,3
12,4,GPT-2,カメラ,ら,ラジオ,3377,○,○,らじお,○,,,,51,3
12,5,GPT-2,ラジオ,お,おにぎり,3902,○,○,おにぎり,○,,,,51,3
12,6,GPT-2,おにぎり,り,りんご,2812,○,○,りんご,○,,,,51,3
12,7,GPT-1,りんご,ご,ごま,1631,○,○,ごま,○,,,,51,3
12,8,GPT-1,ごま,ま,まつ,4514,○,○,まつ,○,,,,51,3
12,9,GPT-1,まつ,つ,つくえ,2422,○,○,つくえ,○,,,,51,3
12,10,GPT-2,つくえ,え,枝,3567,○,○,え,○,,,,51,3
12,11,GPT-1,枝,え,鉛筆,3552,○,○,えんぴつ,○,,,,51,3
12,12,GPT-1,鉛筆,つ,つゆ,4582,○,○,つゆ,○,,,,51,3
12,13,GPT-1,つゆ,ゆ,ゆか,3190,○,○,ゆか,○,,,,51,3
12,14,GPT-2,ゆか,か,かぶ,3713,○,○,かぶ,○,,,,51,3
12,15,GPT-2,かぶ,ぶ,ぶどう,1988,○,○,ぶどう,○,,,,51,3
12,16,GPT-2,ぶどう,う,うさぎ,1828,○,○,うさぎ,○,,,,51,3
12,17,GPT-1,うさぎ,ぎ,銀行,2385,○,○,ぎんこう,○,,,,51,3
12,18,GPT-1,銀行,う,うみ,2660,○,○,うみ,○,,,,51,3
12,19,GPT-1,うみ,み,水,3347,○,○,みず,○,,,,51,3
12,20,GPT-2,水,ず,図工,2523,○,○,ずこう,○,,,,51,3
12,21,GPT-2,図工,う,渦,5674,○,○,うず,○,,,,51,3
12,22,GPT-1,渦,ず,図形,2087,○,○,ずけい,○,,,,51,3
12,23,GPT-1,図形,い,椅子,1888,○,○,いす,○,,,,51,3
12,24,GPT-1,椅子,す,すず,1811,○,○,すず,○,,,,51,3
12,25,GPT-2,すず,ず,ずし,1849,○,○,ずし,○,,,,51,3
12,26,GPT-2,ずし,し,しめじ,7504,○,○,しめじ,○,,,,51,3
12,27,GPT-1,しめじ,じ,辞書,2377,○,○,じしょ,○,,,,51,3
12,28,GPT-1,辞書,よ,ヨット,5143,○,○,よっと,○,,,,51,3
12,29,GPT-1,ヨット,と,とろろ,5042,○,○,とろろ,○,,,,51,3
12,30,GPT-2,とろろ,ろ,ろくろ,3048,○,○,ろくろ,○,,,,51,3
12,31,GPT-2,ろくろ,ろ,ろうそく,4515,○,○,ろうそく,○,,,,51,3
12,32,GPT-2,ろうそく,く,くじら,2502,○,○,くじら,○,,,,51,3
12,33,GPT-1,くじら,ら,ラッパ,1695,○,○,らっぱ,○,,,,51,3
12,34,GPT-1,ラッパ,ぱ,パンダ,2621,○,○,ぱんだ,○,,,,51,3
12,35,GPT-1,パンダ,だ,だるま,4599,○,○,だるま,○,,,,51,3
12,36,GPT-2,だるま,ま,まんじゅう,4382,○,○,まんじゅう,○,,,,51,3
12,37,GPT-2,まんじゅう,う,うちわ,2701,○,○,うちわ,○,,,,51,3
12,38,GPT-2,うちわ,わ,わさび,1905,○,○,わさび,○,,,,51,3
12,39,GPT-1,わさび,び,びわ,2323,○,○,びわ,○,,,,51,3
12,40,GPT-1,びわ,わ,わかめ,1866,○,○,わかめ,○,,,,51,3
12,41,GPT-1,わかめ,め,めだか,2197,○,○,めだか,○,,,,51,3
12,42,GPT-2,めだか,か,かき,1916,○,○,かき,○,,,,51,3
12,43,GPT-2,かき,き,きのこ,5629,○,○,きのこ,○,,,,51,3
12,44,GPT-2,きのこ,こ,こたつ,7166,○,○,こたつ,○,,,,51,3
12,45,GPT-1,こたつ,つ,つぼ,4608,○,○,つぼ,○,,,,51,3
12,46,GPT-1,つぼ,ぼ,帽子,5309,○,○,ぼうし,○,,,,51,3
12,47,GPT-1,帽子,し,鹿,2602,○,○,しか,○,,,,51,3
12,48,GPT-2,鹿,か,かさ,3761,○,○,かさ,○,,,,51,3
12,49,GPT-2,かさ,さ,さくら,2649,○,○,さくら,○,,,,51,3
12,50,GPT-2,さくら,ら,ラッコ,3331,○,○,らっこ,○,,,,51,3
12,51,GPT-1,ラッコ,こ,こいぬ,4241,○,○,こいぬ,○,,,,51,3
12,52,GPT-1,こいぬ,ぬ,ぬの,2149,○,○,ぬの,○,,,,51,3
12,53,GPT-1,ぬの,の,のこぎり,2619,○,○,のこぎり,○,,,,51,3
12,54,GPT-2,のこぎり,り,リレー,2345,○,○,りれー,○,,,,51,3
12,55,GPT-2,リレー,え,絵の具,3825,○,○,えのぐ,○,,,,51,3
12,56,GPT-2,絵の具,ぐ,軍手,1672,○,○,ぐんて,○,,,,51,3
12,57,GPT-1,軍手,て,てぶくろ,5151,○,○,てぶくろ,○,,,,51,3
12,58,GPT-1,てぶくろ,ろ,ろば,4098,○,○,ろば,○,,,,51,3
12,59,GPT-1,ろば,ば,バケツ,1686,○,○,ばけつ,○,,,,51,3
12,60,GPT-2,バケツ,つ,つくし,2079,○,○,つくし,○,,,,51,3
12,61,GPT-2,つくし,し,湿布,6759,○,○,しっぷ,○,,,,51,3
12,62,GPT-1,湿布,ぷ,プール,2150,○,○,ぷーる,○,,,,51,3
12,63,GPT-1,プール,る,ルビー,4461,○,○,るびー,○,,,,51,3
12,64,GPT-1,ルビー,い,いぬ,4761,○,○,いぬ,○,,,,51,3
12,65,GPT-2,いぬ,ぬ,ぬま,2361,○,○,ぬま,○,,,,51,3
12,66,GPT-2,ぬま,ま,まめ,3480,○,○,まめ,○,,,,51,3
12,67,GPT-1,まめ,め,めかぶ,6651,○,○,めかぶ,○,,,,51,3
12,68,GPT-1,めかぶ,ぶ,ぶた,4188,○,○,ぶた,○,,,,51,3
12,69,GPT-1,ぶた,た,たこ,2223,○,○,たこ,○,,,,51,3
12,70,GPT-2,たこ,こ,こおろぎ,8043,○,○,こおろぎ,○,,,,51,3
12,71,GPT-1,こおろぎ,ぎ,餃子,4760,○,○,ぎょーざ,○,,,,51,3
12,72,GPT-1,餃子,ざ,ざる,3350,○,○,ざる,○,,,,51,3
12,73,GPT-1,ざる,る,留守,2455,○,○,るす,○,,,,51,3
12,74,GPT-2,留守,す,すみれ,2472,○,○,すみれ,○,,,,51,3
12,75,GPT-2,すみれ,れ,れんげ,3484,○,○,れんげ,○,,,,51,3
12,76,GPT-2,れんげ,げ,下駄,2200,○,○,げた,○,,,,51,3
12,77,GPT-1,下駄,た,竹,5990,○,○,たけ,○,,,,51,3
12,78,GPT-1,竹,け,けしごむ,3375,○,×,,×,辞書外,GPT-2,GPT-1,51,3
13,1,GPT-1,しりとり,り,リス,5016,○,○,りす,○,,,,51,3
13,2,GPT-1,リス,す,スイカ,1495,○,○,すいか,○,,,,51,3
13,3,GPT-1,スイカ,か,カメラ,1655,○,○,かめら,○,,,,51,3
13,4,GPT-2,カメラ,ら,ラッパ,2614,○,○,らっぱ,○,,,,51,3
13,5,GPT-2,ラッパ,ぱ,パンダ,2757,○,○,ぱんだ,○,,,,51,3
13,6,GPT-1,パンダ,だ,だるま,5940,○,○,だるま,○,,,,51,3
13,7,GPT-1,だるま,ま,まつり,2820,○,○,まつり,○,,,,51,3
13,8,GPT-1,まつり,り,n,1340,×,×,,×,辞書外,GPT-2,GPT-1,51,3
14,1,GPT-1,しりとり,り,理屈,3681,○,○,りくつ,○,,,,51,3
14,2,GPT-1,理屈,つ,月,4547,○,○,つき,○,,,,51,3
14,3,GPT-1,月,き,木,2557,○,○,き,○,,,,51,3
14,4,GPT-2,木,き,狐,3237,○,○,きつね,○,,,,51,3
14,5,GPT-2,狐,ね,猫,8920,○,○,ねこ,○,,,,51,3
14,6,GPT-2,猫,こ,コップ,2217,○,○,こっぷ,○,,,,51,3
14,7,GPT-1,コップ,ぷ,プラネタリウム,4606,○,○,ぷらねたりうむ,○,,,,51,3
14,8,GPT-1,プラネタリウム,む,麦,5227,○,○,むぎ,○,,,,51,3
14,9,GPT-2,麦,ぎ,銀河,3891,○,○,ぎんが,○,,,,51,3
14,10,GPT-2,銀河,が,学校,2801,○,○,がっこう,○,,,,51,3
14,11,GPT-1,学校,う,畝,7611,○,○,うね,○,,,,51,3
14,12,GPT-1,畝,ね,寝袋,5182,○,○,ねぶくろ,○,,,,51,3
14,13,GPT-1,寝袋,ろ,n,2858,×,×,,×,辞書外,GPT-2,GPT-1,51,3
15,1,GPT-1,しりとり,り,りんご,4789,○,○,りんご,○,,,,51,3
15,2,GPT-1,りんご,ご,ごま,4470,○,○,ごま,○,,,,51,3
15,3,GPT-1,ごま,ま,まくら,2603,○,○,まくら,○,,,,51,3
15,4,GPT-2,まくら,ら,ラッパ,2096,○,○,らっぱ,○,,,,51,3
15,5,GPT-1,ラッパ,ぱ,パイプ,3065,○,○,ぱいぷ,○,,,,51,3
15,6,GPT-2,パイプ,ぷ,プラグ,4921,○,○,ぷらぐ,○,,,,51,3
15,7,GPT-1,プラグ,ぐ,グラス,3609,○,○,ぐらす,○,,,,51,3
15,8,GPT-1,グラス,す,すみれ,4899,○,○,すみれ,○,,,,51,3
15,9,GPT-1,すみれ,れ,n,2042,×,×,,×,辞書外,GPT-2,GPT-1,51,3
16,1,GPT-1,しりとり,り,リス,1332,○,○,りす,○,,,,51,3
16,2,GPT-1,リス,す,スイカ,1722,○,○,すいか,○,,,,51,3
16,3,GPT-1,スイカ,か,カメラ,1741,○,○,かめら,○,,,,51,3
16,4,GPT-2,カメラ,ら,ラッパ,5571,○,○,らっぱ,○,,,,51,3
16,5,GPT-1,ラッパ,ぱ,パンダ,1557,○,○,ぱんだ,○,,,,51,3
16,6,GPT-1,パンダ,だ,団子,2097,○,○,だんご,○,,,,51,3
16,7,GPT-1,団子,ご,ごま,1542,○,○,ごま,○,,,,51,3
16,8,GPT-2,ごま,ま,マスク,2343,○,○,ますく,○,,,,51,3
16,9,GPT-2,マスク,く,くず,6722,○,○,くず,○,,,,51,3
16,10,GPT-2,くず,ず,随筆,3569,○,○,ずいひつ,○,,,,51,3
16,11,GPT-1,随筆,つ,机,2089,○,○,つくえ,○,,,,51,3
16,12,GPT-1,机,え,エビ,6868,○,○,えび,○,,,,51,3
16,13,GPT-2,エビ,び,ビル,3689,○,○,びる,○,,,,51,3
16,14,GPT-2,ビル,る,ルビー,2661,○,○,るびー,○,,,,51,3
16,15,GPT-2,ルビー,い,いちご,2040,○,○,いちご,○,,,,51,3
16,16,GPT-1,いちご,ご,ごぼう,1944,○,○,ごぼう,○,,,,51,3
16,17,GPT-1,ごぼう,う,うず,4204,○,○,うず,○,,,,51,3
16,18,GPT-2,うず,ず,頭脳,2616,○,○,ずのう,○,,,,51,3
16,19,GPT-2,頭脳,う,うさぎ,4197,○,○,うさぎ,○,,,,51,3
16,20,GPT-2,うさぎ,ぎ,銀河,2096,○,○,ぎんが,○,,,,51,3
16,21,GPT-1,銀河,が,ガラス,2364,○,○,がらす,○,,,,51,3
16,22,GPT-1,ガラス,す,すず,2974,○,○,すず,○,,,,51,3
16,23,GPT-2,すず,ず,頭痛,2787,○,○,ずつう,○,,,,51,3
16,24,GPT-2,頭痛,う,鱗,4611,○,○,うろこ,○,,,,51,3
16,25,GPT-2,鱗,こ,コップ,4253,○,○,こっぷ,○,,,,51,3
16,26,GPT-1,コップ,ぷ,プラグ,4454,○,○,ぷらぐ,○,,,,51,3
16,27,GPT-2,プラグ,ぐ,グミ,4711,○,○,ぐみ,○,,,,51,3
16,28,GPT-2,グミ,み,水,5143,○,○,みず,○,,,,51,3
16,29,GPT-2,水,ず,図工,1650,○,○,ずこう,○,,,,51,3
16,30,GPT-1,図工,う,うちわ,8190,○,○,うちわ,○,,,,51,3
