ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
2,23,GPT-1,時計,い,椅子,1631,○,○,いす,○,,,,11,3
2,24,GPT-2,椅子,す,スープ,2124,○,○,すーぷ,○,,,,11,3
2,25,GPT-2,スープ,ぷ,プール,1503,○,○,ぷーる,○,,,,11,3
2,26,GPT-2,プール,る,ルビー,1675,○,○,るびー,○,,,,11,3
2,27,GPT-1,ルビー,い,いちご,1438,○,○,いちご,○,,,,11,3
2,28,GPT-1,いちご,ご,ごりら,2128,○,○,ごりら,○,,,,11,3
2,29,GPT-1,ごりら,ら,落花生,2498,×,×,,×,辞書外,GPT-2,GPT-1,11,3
3,1,GPT-1,しりとり,り,りんご,3719,○,○,りんご,○,,,,11,3
3,2,GPT-1,りんご,ご,ごま,1272,○,○,ごま,○,,,,11,3
3,3,GPT-1,ごま,ま,まくら,1631,○,○,まくら,○,,,,11,3
3,4,GPT-2,まくら,ら,ラッパ,1510,○,○,らっぱ,○,,,,11,3
3,5,GPT-2,ラッパ,ぱ,パンダ,1927,○,○,ぱんだ,○,,,,11,3
3,6,GPT-1,パンダ,だ,だるま,1730,○,○,だるま,○,,,,11,3
3,7,GPT-1,だるま,ま,まつり,1524,○,○,まつり,○,,,,11,3
3,8,GPT-2,まつり,り,りす,1947,○,○,りす,○,,,,11,3
3,9,GPT-2,りす,す,すずめ,1508,○,○,すずめ,○,,,,11,3
3,10,GPT-2,すずめ,め,めがね,1662,○,○,めがね,○,,,,11,3
3,11,GPT-1,めがね,ね,ねこ,1754,○,○,ねこ,○,,,,11,3
3,12,GPT-1,ねこ,こ,こたつ,1874,○,○,こたつ,○,,,,11,3
3,13,GPT-1,こたつ,つ,つくえ,1410,○,○,つくえ,○,,,,11,3
3,14,GPT-2,つくえ,え,鉛筆,2052,○,○,えんぴつ,○,,,,11,3
3,15,GPT-2,鉛筆,つ,つばき,1807,○,○,つばき,○,,,,11,3
3,16,GPT-2,つばき,き,きつね,1632,○,○,きつね,○,,,,11,3
3,17,GPT-1,きつね,ね,ねずみ,1613,○,○,ねずみ,○,,,,11,3
3,18,GPT-1,ねずみ,み,みず,2080,○,○,みず,○,,,,11,3
3,19,GPT-1,みず,ず,図工,1707,○,○,ずこう,○,,,,11,3
3,20,GPT-2,図工,う,うさぎ,1505,○,○,うさぎ,○,,,,11,3
3,21,GPT-1,うさぎ,ぎ,ギター,1623,○,○,ぎたー,○,,,,11,3
3,22,GPT-1,ギター,あ,あさひ,1896,○,○,あさひ,○,,,,11,3
3,23,GPT-1,あさひ,ひ,ひまわり,1587,○,○,ひまわり,○,,,,11,3
3,24,GPT-2,ひまわり,り,料理,1765,○,○,りょうり,○,,,,11,3
3,25,GPT-2,料理,り,理科,3500,○,○,りか,○,,,,11,3
3,26,GPT-2,理科,か,かさ,1400,○,○,かさ,○,,,,11,3
3,27,GPT-1,かさ,さ,さくら,1890,○,○,さくら,○,,,,11,3
3,28,GPT-1,さくら,ら,ラジオ,1430,○,○,らじお,○,,,,11,3
3,29,GPT-1,ラジオ,お,おにぎり,1227,○,○,おにぎり,○,,,,11,3
3,30,GPT-2,おにぎり,り,陸地,2910,○,○,りくち,○,,,,11,3
3,31,GPT-2,陸地,ち,地図,3423,○,○,ちず,○,,,,11,3
3,32,GPT-2,地図,ず,図形,2018,○,○,ずけい,○,,,,11,3
3,33,GPT-1,図形,い,いす,2121,○,○,いす,○,,,,11,3
3,34,GPT-1,いす,す,すいか,1693,○,○,すいか,○,,,,11,3
3,35,GPT-2,すいか,か,かもめ,2067,○,○,かもめ,○,,,,11,3
3,36,GPT-2,かもめ,め,めだか,1602,○,○,めだか,○,,,,11,3
3,37,GPT-2,めだか,か,カレンダー,2013,○,○,かれんだー,○,,,,11,3
3,38,GPT-1,カレンダー,あ,あめ,1622,○,○,あめ,○,,,,11,3
3,39,GPT-1,あめ,め,めじろ,1945,○,○,めじろ,○,,,,11,3
3,40,GPT-1,めじろ,ろ,ろうそく,1538,○,○,ろうそく,○,,,,11,3
3,41,GPT-2,ろうそく,く,くじら,1082,○,○,くじら,○,,,,11,3
3,42,GPT-2,くじら,ら,らくだ,2362,○,○,らくだ,○,,,,11,3
3,43,GPT-2,らくだ,だ,だいふく,1878,○,○,だいふく,○,,,,11,3
3,44,GPT-1,だいふく,く,くるま,2085,○,○,くるま,○,,,,11,3
3,45,GPT-1,くるま,ま,まど,1737,○,○,まど,○,,,,11,3
3,46,GPT-1,まど,ど,どんぐり,1698,○,○,どんぐり,○,,,,11,3
3,47,GPT-2,どんぐり,り,りす,2472,○,○,りす,×,既出単語,GPT-1,GPT-2,11,3
4,1,GPT-1,しりとり,り,りんご,1644,○,○,りんご,○,,,,11,3
4,2,GPT-1,りんご,ご,ごま,1975,○,○,ごま,○,,,,11,3
4,3,GPT-1,ごま,ま,まくら,1312,○,○,まくら,○,,,,11,3
4,4,GPT-2,まくら,ら,ラジオ,1441,○,○,らじお,○,,,,11,3
4,5,GPT-2,ラジオ,お,おにぎり,12906,○,○,おにぎり,○,,,,11,3
4,6,GPT-2,おにぎり,り,りす,1599,○,○,りす,○,,,,11,3
4,7,GPT-1,りす,す,すずめ,2554,○,○,すずめ,○,,,,11,3
4,8,GPT-1,すずめ,め,めだか,1883,○,○,めだか,○,,,,11,3
4,9,GPT-1,めだか,か,かさ,1786,○,○,かさ,○,,,,11,3
4,10,GPT-2,かさ,さ,さくら,1353,○,○,さくら,○,,,,11,3
4,11,GPT-2,さくら,ら,ラッパ,2058,○,○,らっぱ,○,,,,11,3
4,12,GPT-2,ラッパ,ぱ,パンダ,1946,○,○,ぱんだ,○,,,,11,3
4,13,GPT-1,パンダ,だ,だるま,1653,○,○,だるま,○,,,,11,3
4,14,GPT-1,だるま,ま,まぐろ,2167,○,○,まぐろ,○,,,,11,3
4,15,GPT-1,まぐろ,ろ,ろうそく,1536,○,○,ろうそく,○,,,,11,3
4,16,GPT-2,ろうそく,く,くるま,1433,○,○,くるま,○,,,,11,3
4,17,GPT-2,くるま,ま,まつり,2195,○,○,まつり,○,,,,11,3
4,18,GPT-2,まつり,り,料理,1517,○,○,りょうり,○,,,,11,3
4,19,GPT-1,料理,り,理科,1918,○,○,りか,○,,,,11,3
4,20,GPT-1,理科,か,カメラ,1577,○,○,かめら,○,,,,11,3
4,21,GPT-1,カメラ,ら,ラーメン,1881,○,○,らーめん,×,「ん」で終了,GPT-2,GPT-1,11,3
5,1,GPT-1,しりとり,り,りんご,1541,○,○,りんご,○,,,,11,3
5,2,GPT-1,りんご,ご,ごま,1848,○,○,ごま,○,,,,11,3
5,3,GPT-1,ごま,ま,まくら,1172,○,○,まくら,○,,,,11,3
5,4,GPT-2,まくら,ら,らっぱ,1858,○,○,らっぱ,○,,,,11,3
5,5,GPT-2,らっぱ,ぱ,パンダ,1747,○,○,ぱんだ,○,,,,11,3
5,6,GPT-2,パンダ,だ,だるま,1835,○,○,だるま,○,,,,11,3
5,7,GPT-1,だるま,ま,まつり,2038,○,○,まつり,○,,,,11,3
5,8,GPT-1,まつり,り,りす,1369,○,○,りす,○,,,,11,3
5,9,GPT-1,りす,す,すいか,1369,○,○,すいか,○,,,,11,3
5,10,GPT-2,すいか,か,かさ,1550,○,○,かさ,○,,,,11,3
5,11,GPT-2,かさ,さ,さくら,1841,○,○,さくら,○,,,,11,3
5,12,GPT-2,さくら,ら,ラジオ,1332,○,○,らじお,○,,,,11,3
5,13,GPT-1,ラジオ,お,おにぎり,1590,○,○,おにぎり,○,,,,11,3
5,14,GPT-2,おにぎり,り,理科,2697,○,○,りか,○,,,,11,3
5,15,GPT-2,理科,か,かえる,2359,○,○,かえる,○,,,,11,3
5,16,GPT-2,かえる,る,るす,1793,○,○,るす,○,,,,11,3
5,17,GPT-1,るす,す,すずめ,1783,○,○,すずめ,○,,,,11,3
5,18,GPT-1,すずめ,め,めだか,1336,○,○,めだか,○,,,,11,3
5,19,GPT-1,めだか,か,かもめ,1195,○,○,かもめ,○,,,,11,3
5,20,GPT-2,かもめ,め,めがね,1518,○,○,めがね,○,,,,11,3
5,21,GPT-2,めがね,ね,ねこ,1334,○,○,ねこ,○,,,,11,3
5,22,GPT-2,ねこ,こ,こたつ,1546,○,○,こたつ,○,,,,11,3
5,23,GPT-1,こたつ,つ,つくえ,1187,○,○,つくえ,○,,,,11,3
5,24,GPT-1,つくえ,え,えんぴつ,1907,○,○,えんぴつ,○,,,,11,3
5,25,GPT-1,えんぴつ,つ,つばき,1515,○,○,つばき,○,,,,11,3
5,26,GPT-2,つばき,き,きつね,1954,○,○,きつね,○,,,,11,3
5,27,GPT-2,きつね,ね,ねずみ,1631,○,○,ねずみ,○,,,,11,3
5,28,GPT-2,ねずみ,み,みず,2350,○,○,みず,○,,,,11,3
5,29,GPT-1,みず,ず,図工,1481,○,○,ずこう,○,,,,11,3
5,30,GPT-1,図工,う,うさぎ,2190,○,○,うさぎ,○,,,,11,3
5,31,GPT-1,うさぎ,ぎ,ぎんこう,1885,○,○,ぎんこう,○,,,,11,3
5,32,GPT-2,ぎんこう,う,うみ,2243,○,○,うみ,○,,,,11,3
5,33,GPT-2,うみ,み,みずうみ,2347,○,○,みずうみ,○,,,,11,3
5,34,GPT-2,みずうみ,み,みそ,2412,○,○,みそ,○,,,,11,3
5,35,GPT-1,みそ,そ,そら,1429,○,○,そら,○,,,,11,3
5,36,GPT-1,そら,ら,らくだ,1912,○,○,らくだ,○,,,,11,3
5,37,GPT-1,らくだ,だ,大学,2184,○,○,だいがく,○,,,,11,3
5,38,GPT-2,大学,く,くじら,1281,○,○,くじら,○,,,,11,3
5,39,GPT-2,くじら,ら,ランプ,3169,○,○,らんぷ,○,,,,11,3
5,40,GPT-2,ランプ,ぷ,プール,1862,○,○,ぷーる,○,,,,11,3
5,41,GPT-1,プール,る,ルビー,1845,○,○,るびー,○,,,,11,3
5,42,GPT-1,ルビー,い,いす,2397,○,○,いす,○,,,,11,3
5,43,GPT-1,いす,す,すいとう,1733,○,○,すいとう,○,,,,11,3
5,44,GPT-2,すいとう,う,うぐいす,1516,○,○,うぐいす,○,,,,11,3
5,45,GPT-2,うぐいす,す,すずり,3320,○,○,すずり,○,,,,11,3
5,46,GPT-2,すずり,り,料理,1591,○,○,りょうり,○,,,,11,3
5,47,GPT-1,料理,り,陸地,2465,○,○,りくち,○,,,,11,3
5,48,GPT-1,陸地,ち,地図,1654,○,○,ちず,○,,,,11,3
5,49,GPT-1,地図,ず,図形,2047,○,○,ずけい,○,,,,11,3
5,50,GPT-2,図形,い,いちご,1227,○,○,いちご,○,,,,11,3
5,51,GPT-2,いちご,ご,ごりら,1170,○,○,ごりら,○,,,,11,3
5,52,GPT-2,ごりら,ら,ラッコ,1998,○,○,らっこ,○,,,,11,3
5,53,GPT-1,ラッコ,こ,こま,1463,○,○,こま,○,,,,11,3
5,54,GPT-1,こま,ま,まぐろ,1843,○,○,まぐろ,○,,,,11,3
5,55,GPT-1,まぐろ,ろ,ロケット,1420,○,○,ろけっと,○,,,,11,3
5,56,GPT-2,ロケット,と,とけい,1741,○,○,とけい,○,,,,11,3
5,57,GPT-2,とけい,い,いぬ,2176,○,○,いぬ,○,,,,11,3
5,58,GPT-1,いぬ,ぬ,ぬの,1655,○,○,ぬの,○,,,,11,3
5,59,GPT-1,ぬの,の,のり,1586,○,○,のり,○,,,,11,3
5,60,GPT-1,のり,り,リール,2723,○,○,りーる,○,,,,11,3
5,61,GPT-2,リール,る,瑠璃,2335,○,○,るり,○,,,,11,3
5,62,GPT-2,瑠璃,り,リュック,3423,○,○,りゅっく,○,,,,11,3
5,63,GPT-2,リュック,く,くつ,1498,○,○,くつ,○,,,,11,3
5,64,GPT-1,くつ,つ,つみき,1830,○,×,,×,辞書外,GPT-2,GPT-1,11,3
6,1,GPT-1,しりとり,り,りんご,1658,○,○,りんご,○,,,,11,3
6,2,GPT-1,りんご,ご,ゴリラ,1249,○,○,ごりら,○,,,,11,3
6,3,GPT-1,ゴリラ,ら,ラジオ,1406,○,○,らじお,○,,,,11,3
6,4,GPT-2,ラジオ,お,おにぎり,1411,○,○,おにぎり,○,,,,11,3
6,5,GPT-2,おにぎり,り,リス,1527,○,○,りす,○,,,,11,3
6,6,GPT-2,リス,す,スイカ,1339,○,○,すいか,○,,,,11,3
6,7,GPT-1,スイカ,か,カメラ,1287,○,○,かめら,○,,,,11,3
6,8,GPT-1,カメラ,ら,ラッパ,1280,○,○,らっぱ,○,,,,11,3
6,9,GPT-1,ラッパ,ぱ,パンダ,2298,○,○,ぱんだ,○,,,,11,3
6,10,GPT-2,パンダ,だ,だるま,1150,○,○,だるま,○,,,,11,3
6,11,GPT-2,だるま,ま,まくら,1248,○,○,まくら,○,,,,11,3
6,12,GPT-2,まくら,ら,らくだ,1727,○,○,らくだ,○,,,,11,3
6,13,GPT-1,らくだ,だ,大学,1448,○,○,だいがく,○,,,,11,3
6,14,GPT-1,大学,く,クジラ,2613,○,○,くじら,○,,,,11,3
6,15,GPT-2,クジラ,ら,ラケット,1569,○,○,らけっと,○,,,,11,3
6,16,GPT-2,ラケット,と,時計,1608,○,○,とけい,○,,,,11,3
6,17,GPT-2,時計,い,椅子,1173,○,○,いす,○,,,,11,3
6,18,GPT-1,椅子,す,スズメ,2011,○,○,すずめ,○,,,,11,3
6,19,GPT-1,スズメ,め,めがね,1213,○,○,めがね,○,,,,11,3
6,20,GPT-1,めがね,ね,ねこ,1562,○,○,ねこ,○,,,,11,3
6,21,GPT-2,ねこ,こ,こたつ,1476,○,○,こたつ,○,,,,11,3
6,22,GPT-2,こたつ,つ,つみき,1541,○,×,,×,辞書外,GPT-1,GPT-2,11,3
7,1,GPT-1,しりとり,り,りんご,1264,○,○,りんご,○,,,,11,3
7,2,GPT-1,りんご,ご,ゴリラ,1244,○,○,ごりら,○,,,,11,3
7,3,GPT-1,ゴリラ,ら,ラッパ,1618,○,○,らっぱ,○,,,,11,3
7,4,GPT-2,ラッパ,ぱ,パンダ,1213,○,○,ぱんだ,○,,,,11,3
7,5,GPT-2,パンダ,だ,大学,3289,○,○,だいがく,○,,,,11,3
7,6,GPT-2,大学,く,車,2259,○,○,くるま,○,,,,11,3
7,7,GPT-1,車,ま,まくら,1144,○,○,まくら,○,,,,11,3
7,8,GPT-1,まくら,ら,ラジオ,1387,○,○,らじお,○,,,,11,3
7,9,GPT-1,ラジオ,お,おにぎり,1868,○,○,おにぎり,○,,,,11,3
7,10,GPT-2,おにぎり,り,リス,1352,○,○,りす,○,,,,11,3
7,11,GPT-2,リス,す,スイカ,1922,○,○,すいか,○,,,,11,3
7,12,GPT-2,スイカ,か,カメラ,1190,○,○,かめら,○,,,,11,3
7,13,GPT-1,カメラ,ら,らくだ,2042,○,○,らくだ,○,,,,11,3
7,14,GPT-1,らくだ,だ,大地,2298,○,○,だいち,○,,,,11,3
7,15,GPT-1,大地,ち,地図,1367,○,○,ちず,○,,,,11,3
7,16,GPT-2,地図,ず,図工,1588,○,○,ずこう,○,,,,11,3
7,17,GPT-2,図工,う,うさぎ,1323,○,○,うさぎ,○,,,,11,3
7,18,GPT-2,うさぎ,ぎ,銀河,1343,○,○,ぎんが,○,,,,11,3
7,19,GPT-1,銀河,が,学校,1338,○,○,がっこう,○,,,,11,3
7,20,GPT-1,学校,う,海,2287,○,○,うみ,○,,,,11,3
7,21,GPT-1,海,み,水,2722,○,○,みず,○,,,,11,3
7,22,GPT-2,水,ず,髄,2492,○,○,ずい,○,,,,11,3
7,23,GPT-2,髄,い,椅子,1566,○,○,いす,○,,,,11,3
7,24,GPT-2,椅子,す,すずめ,1457,○,○,すずめ,○,,,,11,3
7,25,GPT-1,すずめ,め,めがね,1886,○,○,めがね,○,,,,11,3
7,26,GPT-1,めがね,ね,猫,1487,○,○,ねこ,○,,,,11,3
7,27,GPT-1,猫,こ,こたつ,1498,○,○,こたつ,○,,,,11,3
7,28,GPT-2,こたつ,つ,つみき,1387,○,×,,×,辞書外,GPT-1,GPT-2,11,3
8,1,GPT-1,しりとり,り,りんご,1514,○,○,りんご,○,,,,11,3
8,2,GPT-1,りんご,ご,ゴリラ,2449,○,○,ごりら,○,,,,11,3
8,3,GPT-2,ゴリラ,ら,ラジオ,1110,○,○,らじお,○,,,,11,3
8,4,GPT-2,ラジオ,お,おにぎり,1684,○,○,おにぎり,○,,,,11,3
8,5,GPT-2,おにぎり,り,りす,1904,○,○,りす,○,,,,11,3
8,6,GPT-1,りす,す,スイカ,1507,○,○,すいか,○,,,,11,3
8,7,GPT-1,スイカ,か,カメラ,1225,○,○,かめら,○,,,,11,3
8,8,GPT-1,カメラ,ら,ラッパ,1344,○,○,らっぱ,○,,,,11,3
8,9,GPT-2,ラッパ,ぱ,パンダ,2242,○,○,ぱんだ,○,,,,11,3
8,10,GPT-2,パンダ,だ,ダム,1655,○,○,だむ,○,,,,11,3
8,11,GPT-2,ダム,む,虫,1627,○,○,むし,○,,,,11,3
8,12,GPT-1,虫,し,鹿,1870,○,○,しか,○,,,,11,3
8,13,GPT-1,鹿,か,傘,1730,○,○,かさ,○,,,,11,3
8,14,GPT-2,傘,さ,桜,1799,○,○,さくら,○,,,,11,3
8,15,GPT-2,桜,ら,ランドセル,1646,○,○,らんどせる,○,,,,11,3
8,16,GPT-2,ランドセル,る,留守,1988,○,○,るす,○,,,,11,3
8,17,GPT-1,留守,す,すずめ,1903,○,○,すずめ,○,,,,11,3
8,18,GPT-1,すずめ,め,めがね,1747,○,○,めがね,○,,,,11,3
8,19,GPT-1,めがね,ね,猫,1570,○,○,ねこ,○,,,,11,3
8,20,GPT-2,猫,こ,コップ,1787,○,○,こっぷ,○,,,,11,3
8,21,GPT-2,コップ,ぷ,プール,1457,○,○,ぷーる,○,,,,11,3
8,22,GPT-2,プール,る,ルビー,1317,○,○,るびー,○,,,,11,3
8,23,GPT-1,ルビー,い,いす,1931,○,○,いす,○,,,,11,3
8,24,GPT-1,いす,す,すずり,2285,○,○,すずり,○,,,,11,3
8,25,GPT-1,すずり,り,理科,2572,○,○,りか,○,,,,11,3
8,26,GPT-2,理科,か,柿,1564,○,○,かき,○,,,,11,3
8,27,GPT-2,柿,き,きつね,2554,○,○,きつね,○,,,,11,3
8,28,GPT-2,きつね,ね,ねぎ,1920,○,○,ねぎ,○,,,,11,3
8,29,GPT-1,ねぎ,ぎ,ギター,5327,○,○,ぎたー,○,,,,11,3
8,30,GPT-1,ギター,あ,アヒル,1556,○,○,あひる,○,,,,11,3
8,31,GPT-1,アヒル,る,ルーム,1245,○,○,るーむ,○,,,,11,3
8,32,GPT-2,ルーム,む,麦,2075,○,○,むぎ,○,,,,11,3
8,33,GPT-2,麦,ぎ,銀河,1707,○,○,ぎんが,○,,,,11,3
8,34,GPT-2,銀河,が,ガス,1262,○,○,がす,○,,,,11,3
8,35,GPT-1,ガス,す,スープ,1876,○,○,すーぷ,○,,,,11,3
8,36,GPT-1,スープ,ぷ,プラモデル,2270,○,○,ぷらもでる,○,,,,11,3
8,37,GPT-2,プラモデル,る,瑠璃,1476,○,○,るり,○,,,,11,3
8,38,GPT-2,瑠璃,り,理想,1680,○,○,りそう,○,,,,11,3
8,39,GPT-2,理想,う,海,1836,○,○,うみ,○,,,,11,3
8,40,GPT-1,海,み,水,1978,○,○,みず,○,,,,11,3
8,41,GPT-1,水,ず,図工,2237,○,○,ずこう,○,,,,11,3
8,42,GPT-1,図工,う,運動場,1398,×,○,,×,語頭不一致,GPT-2,GPT-1,11,3
9,1,GPT-1,しりとり,り,りんご,1798,○,○,りんご,○,,,,11,3
9,2,GPT-1,りんご,ご,ごま,1511,○,○,ごま,○,,,,11,3
9,3,GPT-1,ごま,ま,まくら,1260,○,○,まくら,○,,,,11,3
9,4,GPT-2,まくら,ら,ラッパ,1281,○,○,らっぱ,○,,,,11,3
9,5,GPT-2,ラッパ,ぱ,パンダ,1554,○,○,ぱんだ,○,,,,11,3
9,6,GPT-2,パンダ,だ,だるま,1920,○,○,だるま,○,,,,11,3
9,7,GPT-1,だるま,ま,マイク,1646,○,○,まいく,○,,,,11,3
9,8,GPT-1,マイク,く,クジラ,1616,○,○,くじら,○,,,,11,3
9,9,GPT-1,クジラ,ら,ラジオ,1379,○,○,らじお,○,,,,11,3
9,10,GPT-2,ラジオ,お,おにぎり,1639,○,○,おにぎり,○,,,,11,3
9,11,GPT-2,おにぎり,り,リス,1536,○,○,りす,○,,,,11,3
9,12,GPT-2,リス,す,すいか,1744,○,○,すいか,○,,,,11,3
9,13,GPT-1,すいか,か,かさ,1433,○,○,かさ,○,,,,11,3
9,14,GPT-1,かさ,さ,さくら,1603,○,○,さくら,○,,,,11,3
9,15,GPT-1,さくら,ら,ラジオ,1046,○,○,らじお,×,既出単語,GPT-2,GPT-1,11,3
10,1,GPT-1,しりとり,り,リンゴ,1399,○,○,りんご,○,,,,11,3
10,2,GPT-1,リンゴ,ご,ゴマ,1541,○,○,ごま,○,,,,11,3
10,3,GPT-1,ゴマ,ま,まくら,1214,○,○,まくら,○,,,,11,3
10,4,GPT-2,まくら,ら,ラジオ,1668,○,○,らじお,○,,,,11,3
10,5,GPT-2,ラジオ,お,おにぎり,1613,○,○,おにぎり,○,,,,11,3
10,6,GPT-2,おにぎり,り,リス,1277,○,○,りす,○,,,,11,3
10,7,GPT-1,リス,す,スイカ,1614,○,○,すいか,○,,,,11,3
10,8,GPT-1,スイカ,か,かさ,1678,○,○,かさ,○,,,,11,3
10,9,GPT-1,かさ,さ,さくら,1642,○,○,さくら,○,,,,11,3
