ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
4,26,GPT-2,いす,す,スープ,2144,○,○,すーぷ,○,,,,11,1
4,27,GPT-1,スープ,ぷ,プール,1599,○,○,ぷーる,○,,,,11,1
4,28,GPT-2,プール,る,ルビー,1985,○,○,るびー,○,,,,11,1
4,29,GPT-1,ルビー,い,いちご,2048,○,○,いちご,○,,,,11,1
4,30,GPT-2,いちご,ご,ごりら,1634,○,○,ごりら,○,,,,11,1
4,31,GPT-1,ごりら,ら,ラジオ,953,○,○,らじお,×,既出単語,GPT-2,GPT-1,11,1
5,1,GPT-1,しりとり,り,りんご,885,○,○,りんご,○,,,,11,1
5,2,GPT-2,りんご,ご,ごま,1490,○,○,ごま,○,,,,11,1
5,3,GPT-1,ごま,ま,マグロ,1157,○,○,まぐろ,○,,,,11,1
5,4,GPT-2,マグロ,ろ,ろうそく,1431,○,○,ろうそく,○,,,,11,1
5,5,GPT-1,ろうそく,く,くじら,1376,○,○,くじら,○,,,,11,1
5,6,GPT-2,くじら,ら,ラジオ,1368,○,○,らじお,○,,,,11,1
5,7,GPT-1,ラジオ,お,おにぎり,1398,○,○,おにぎり,○,,,,11,1
5,8,GPT-2,おにぎり,り,りす,1630,○,○,りす,○,,,,11,1
5,9,GPT-1,りす,す,すいか,1265,○,○,すいか,○,,,,11,1
5,10,GPT-2,すいか,か,かばん,1092,○,○,かばん,×,「ん」で終了,GPT-1,GPT-2,11,1
6,1,GPT-1,しりとり,り,リンゴ,1208,○,○,りんご,○,,,,11,1
6,2,GPT-2,リンゴ,ご,ごま,4824,○,○,ごま,○,,,,11,1
6,3,GPT-1,ごま,ま,まくら,1209,○,○,まくら,○,,,,11,1
6,4,GPT-2,まくら,ら,ラジオ,1535,○,○,らじお,○,,,,11,1
6,5,GPT-1,ラジオ,お,おにぎり,1461,○,○,おにぎり,○,,,,11,1
6,6,GPT-2,おにぎり,り,りす,1428,○,○,りす,○,,,,11,1
6,7,GPT-1,りす,す,すいか,1435,○,○,すいか,○,,,,11,1
6,8,GPT-2,すいか,か,かさ,1199,○,○,かさ,○,,,,11,1
6,9,GPT-1,かさ,さ,さくら,1675,○,○,さくら,○,,,,11,1
6,10,GPT-2,さくら,ら,らくだ,1148,○,○,らくだ,○,,,,11,1
6,11,GPT-1,らくだ,だ,だるま,2131,○,○,だるま,○,,,,11,1
6,12,GPT-2,だるま,ま,まくら,1022,○,○,まくら,×,既出単語,GPT-1,GPT-2,11,1
7,1,GPT-1,しりとり,り,りんご,968,○,○,りんご,○,,,,11,1
7,2,GPT-2,りんご,ご,ごま,1411,○,○,ごま,○,,,,11,1
7,3,GPT-1,ごま,ま,まくら,960,○,○,まくら,○,,,,11,1
7,4,GPT-2,まくら,ら,ラジオ,1774,○,○,らじお,○,,,,11,1
7,5,GPT-1,ラジオ,お,おにぎり,1129,○,○,おにぎり,○,,,,11,1
7,6,GPT-2,おにぎり,り,りす,1378,○,○,りす,○,,,,11,1
7,7,GPT-1,りす,す,すいか,992,○,○,すいか,○,,,,11,1
7,8,GPT-2,すいか,か,かめ,1498,○,○,かめ,○,,,,11,1
7,9,GPT-1,かめ,め,めがね,1517,○,○,めがね,○,,,,11,1
7,10,GPT-2,めがね,ね,ねこ,1432,○,○,ねこ,○,,,,11,1
7,11,GPT-1,ねこ,こ,こたつ,2245,○,○,こたつ,○,,,,11,1
7,12,GPT-2,こたつ,つ,つくえ,1252,○,○,つくえ,○,,,,11,1
7,13,GPT-1,つくえ,え,鉛筆,1474,○,○,えんぴつ,○,,,,11,1
7,14,GPT-2,鉛筆,つ,つばめ,1439,○,○,つばめ,○,,,,11,1
7,15,GPT-1,つばめ,め,めだか,985,○,○,めだか,○,,,,11,1
7,16,GPT-2,めだか,か,かばん,1406,○,○,かばん,×,「ん」で終了,GPT-1,GPT-2,11,1
8,1,GPT-1,しりとり,り,りんご,2275,○,○,りんご,○,,,,11,1
8,2,GPT-2,りんご,ご,ごま,1263,○,○,ごま,○,,,,11,1
8,3,GPT-1,ごま,ま,まくら,1475,○,○,まくら,○,,,,11,1
8,4,GPT-2,まくら,ら,ラッパ,1482,○,○,らっぱ,○,,,,11,1
8,5,GPT-1,ラッパ,ぱ,パンダ,1257,○,○,ぱんだ,○,,,,11,1
8,6,GPT-2,パンダ,だ,だるま,1639,○,○,だるま,○,,,,11,1
8,7,GPT-1,だるま,ま,マスク,1028,○,○,ますく,○,,,,11,1
8,8,GPT-2,マスク,く,クジラ,1616,○,○,くじら,○,,,,11,1
8,9,GPT-1,クジラ,ら,ラジオ,1712,○,○,らじお,○,,,,11,1
8,10,GPT-2,ラジオ,お,おにぎり,1519,○,○,おにぎり,○,,,,11,1
8,11,GPT-1,おにぎり,り,リス,1421,○,○,りす,○,,,,11,1
8,12,GPT-2,リス,す,スイカ,1779,○,○,すいか,○,,,,11,1
8,13,GPT-1,スイカ,か,カメラ,1280,○,○,かめら,○,,,,11,1
8,14,GPT-2,カメラ,ら,らくだ,1619,○,○,らくだ,○,,,,11,1
8,15,GPT-1,らくだ,だ,団子,2487,○,○,だんご,○,,,,11,1
8,16,GPT-2,団子,ご,ゴリラ,1628,○,○,ごりら,○,,,,11,1
8,17,GPT-1,ゴリラ,ら,ラケット,2558,○,○,らけっと,○,,,,11,1
8,18,GPT-2,ラケット,と,時計,2044,○,○,とけい,○,,,,11,1
8,19,GPT-1,時計,い,椅子,1745,○,○,いす,○,,,,11,1
8,20,GPT-2,椅子,す,スープ,828,○,○,すーぷ,○,,,,11,1
8,21,GPT-1,スープ,ぷ,プール,1730,○,○,ぷーる,○,,,,11,1
8,22,GPT-2,プール,る,ルビー,1635,○,○,るびー,○,,,,11,1
8,23,GPT-1,ルビー,い,いちご,2009,○,○,いちご,○,,,,11,1
8,24,GPT-2,いちご,ご,ゴーヤ,1372,○,○,ごーやー,○,,,,11,1
8,25,GPT-1,ゴーヤ,あ,アサガオ,1709,○,○,あさがお,○,,,,11,1
8,26,GPT-2,アサガオ,お,おしぼり,1873,○,○,おしぼり,○,,,,11,1
8,27,GPT-1,おしぼり,り,リンゴ,1635,○,○,りんご,○,,,,11,1
8,28,GPT-2,リンゴ,ご,語彙,2758,○,○,ごい,○,,,,11,1
8,29,GPT-1,語彙,い,いちじく,2433,○,○,いちじく,○,,,,11,1
8,30,GPT-2,いちじく,く,クジラ,977,○,○,くじら,×,既出単語,GPT-1,GPT-2,11,1
9,1,GPT-1,しりとり,り,りんご,922,○,○,りんご,○,,,,11,1
9,2,GPT-2,りんご,ご,ゴリラ,1238,○,○,ごりら,○,,,,11,1
9,3,GPT-1,ゴリラ,ら,ラッパ,1598,○,○,らっぱ,○,,,,11,1
9,4,GPT-2,ラッパ,ぱ,パンダ,1535,○,○,ぱんだ,○,,,,11,1
9,5,GPT-1,パンダ,だ,台所,1982,○,○,だいどころ,○,,,,11,1
9,6,GPT-2,台所,ろ,ろうそく,1351,○,○,ろうそく,○,,,,11,1
9,7,GPT-1,ろうそく,く,くじら,1583,○,○,くじら,○,,,,11,1
9,8,GPT-2,くじら,ら,ラジオ,1431,○,○,らじお,○,,,,11,1
9,9,GPT-1,ラジオ,お,おにぎり,1269,○,○,おにぎり,○,,,,11,1
9,10,GPT-2,おにぎり,り,リンゴ,903,○,○,りんご,○,,,,11,1
9,11,GPT-1,リンゴ,ご,ごま,1831,○,○,ごま,○,,,,11,1
9,12,GPT-2,ごま,ま,まくら,1213,○,○,まくら,○,,,,11,1
9,13,GPT-1,まくら,ら,らくだ,1536,○,○,らくだ,○,,,,11,1
9,14,GPT-2,らくだ,だ,大学,2157,○,○,だいがく,○,,,,11,1
9,15,GPT-1,大学,く,雲,1785,○,○,くも,○,,,,11,1
9,16,GPT-2,雲,も,桃,2200,○,○,もも,○,,,,11,1
9,17,GPT-1,桃,も,森,1729,○,○,もり,○,,,,11,1
9,18,GPT-2,森,り,リス,1598,○,○,りす,○,,,,11,1
9,19,GPT-1,リス,す,スイカ,1791,○,○,すいか,○,,,,11,1
9,20,GPT-2,スイカ,か,鏡,1778,○,○,かがみ,○,,,,11,1
9,21,GPT-1,鏡,み,水,1700,○,○,みず,○,,,,11,1
9,22,GPT-2,水,ず,ズッキーニ,2080,○,○,ずっきーに,○,,,,11,1
9,23,GPT-1,ズッキーニ,に,日本庭園,1627,×,×,,×,辞書外,GPT-2,GPT-1,11,1
10,1,GPT-1,しりとり,り,りんご,2544,○,○,りんご,○,,,,11,1
10,2,GPT-2,りんご,ご,ごま,1428,○,○,ごま,○,,,,11,1
10,3,GPT-1,ごま,ま,まくら,1348,○,○,まくら,○,,,,11,1
10,4,GPT-2,まくら,ら,ラジオ,1722,○,○,らじお,○,,,,11,1
10,5,GPT-1,ラジオ,お,おにぎり,8096,○,○,おにぎり,○,,,,11,1
10,6,GPT-2,おにぎり,り,リス,1680,○,○,りす,○,,,,11,1
10,7,GPT-1,リス,す,すいか,1569,○,○,すいか,○,,,,11,1
10,8,GPT-2,すいか,か,カメラ,1190,○,○,かめら,○,,,,11,1
10,9,GPT-1,カメラ,ら,ラッパ,1965,○,○,らっぱ,○,,,,11,1
10,10,GPT-2,ラッパ,ぱ,パセリ,2128,○,○,ぱせり,○,,,,11,1
10,11,GPT-1,パセリ,り,理科,2653,○,○,りか,○,,,,11,1
10,12,GPT-2,理科,か,鏡,2075,○,○,かがみ,○,,,,11,1
10,13,GPT-1,鏡,み,水,1401,○,○,みず,○,,,,11,1
10,14,GPT-2,水,ず,随筆,3142,○,○,ずいひつ,○,,,,11,1
10,15,GPT-1,随筆,つ,机,1831,○,○,つくえ,○,,,,11,1
10,16,GPT-2,机,え,鉛筆,1775,○,○,えんぴつ,○,,,,11,1
10,17,GPT-1,鉛筆,つ,椿,2009,○,○,つばき,○,,,,11,1
10,18,GPT-2,椿,き,きつね,2012,○,○,きつね,○,,,,11,1
10,19,GPT-1,きつね,ね,猫,8442,○,○,ねこ,○,,,,11,1
10,20,GPT-2,猫,こ,こたつ,1457,○,○,こたつ,○,,,,11,1
10,21,GPT-1,こたつ,つ,つくえ,1918,○,○,つくえ,○,,,,11,1
10,22,GPT-2,つくえ,え,絵,2055,○,○,え,○,,,,11,1
10,23,GPT-1,絵,え,駅,2757,○,○,えき,○,,,,11,1
10,24,GPT-2,駅,き,きのこ,1403,○,○,きのこ,○,,,,11,1
10,25,GPT-1,きのこ,こ,コップ,1154,○,○,こっぷ,○,,,,11,1
10,26,GPT-2,コップ,ぷ,プール,1640,○,○,ぷーる,○,,,,11,1
10,27,GPT-1,プール,る,ルビー,1556,○,○,るびー,○,,,,11,1
10,28,GPT-2,ルビー,い,椅子,1731,○,○,いす,○,,,,11,1
10,29,GPT-1,椅子,す,すずめ,1491,○,○,すずめ,○,,,,11,1
10,30,GPT-2,すずめ,め,めだか,1062,○,○,めだか,○,,,,11,1
10,31,GPT-1,めだか,か,かぼちゃ,1192,○,○,かぼちゃ,○,,,,11,1
10,32,GPT-2,かぼちゃ,や,やかん,1173,○,○,やかん,×,「ん」で終了,GPT-1,GPT-2,11,1
11,1,GPT-1,しりとり,り,りんご,1295,○,○,りんご,○,,,,11,1
11,2,GPT-2,りんご,ご,ゴリラ,1260,○,○,ごりら,○,,,,11,1
11,3,GPT-1,ゴリラ,ら,ラッパ,1614,○,○,らっぱ,○,,,,11,1
11,4,GPT-2,ラッパ,ぱ,パンダ,2048,○,○,ぱんだ,○,,,,11,1
11,5,GPT-1,パンダ,だ,大学,1919,○,○,だいがく,○,,,,11,1
11,6,GPT-2,大学,く,クジラ,1564,○,○,くじら,○,,,,11,1
11,7,GPT-1,クジラ,ら,ラジオ,1583,○,○,らじお,○,,,,11,1
11,8,GPT-2,ラジオ,お,おにぎり,1992,○,○,おにぎり,○,,,,11,1
11,9,GPT-1,おにぎり,り,リモコン,1523,○,○,りもこん,×,「ん」で終了,GPT-2,GPT-1,11,1
12,1,GPT-1,しりとり,り,りんご,1322,○,○,りんご,○,,,,11,1
12,2,GPT-2,りんご,ご,ごま,1570,○,○,ごま,○,,,,11,1
12,3,GPT-1,ごま,ま,マスク,1109,○,○,ますく,○,,,,11,1
12,4,GPT-2,マスク,く,クジラ,1240,○,○,くじら,○,,,,11,1
12,5,GPT-1,クジラ,ら,ラッパ,1521,○,○,らっぱ,○,,,,11,1
12,6,GPT-2,ラッパ,ぱ,パンダ,1741,○,○,ぱんだ,○,,,,11,1
12,7,GPT-1,パンダ,だ,だるま,1740,○,○,だるま,○,,,,11,1
12,8,GPT-2,だるま,ま,まくら,1843,○,○,まくら,○,,,,11,1
12,9,GPT-1,まくら,ら,ラジオ,1571,○,○,らじお,○,,,,11,1
12,10,GPT-2,ラジオ,お,おにぎり,1356,○,○,おにぎり,○,,,,11,1
12,11,GPT-1,おにぎり,り,リス,1306,○,○,りす,○,,,,11,1
12,12,GPT-2,リス,す,スイカ,1652,○,○,すいか,○,,,,11,1
12,13,GPT-1,スイカ,か,カメラ,1276,○,○,かめら,○,,,,11,1
12,14,GPT-2,カメラ,ら,雷,2824,○,○,らい,○,,,,11,1
12,15,GPT-1,雷,い,椅子,1491,○,○,いす,○,,,,11,1
12,16,GPT-2,椅子,す,スイッチ,1004,○,○,すいっち,○,,,,11,1
12,17,GPT-1,スイッチ,ち,チーズ,1987,○,○,ちーず,○,,,,11,1
12,18,GPT-2,チーズ,ず,ずんだ,2484,○,○,ずんだ,○,,,,11,1
12,19,GPT-1,ずんだ,だ,だし,2194,○,○,だし,○,,,,11,1
12,20,GPT-2,だし,し,しお,1995,○,○,しお,○,,,,11,1
12,21,GPT-1,しお,お,おと,1604,○,○,おと,○,,,,11,1
12,22,GPT-2,おと,と,時計,1486,○,○,とけい,○,,,,11,1
12,23,GPT-1,時計,い,犬,2141,○,○,いぬ,○,,,,11,1
12,24,GPT-2,犬,ぬ,ぬの,1541,○,○,ぬの,○,,,,11,1
12,25,GPT-1,ぬの,の,野原,1870,○,○,のはら,○,,,,11,1
12,26,GPT-2,野原,ら,ラクダ,2425,○,○,らくだ,○,,,,11,1
12,27,GPT-1,ラクダ,だ,大根,1295,○,○,だいこん,×,「ん」で終了,GPT-2,GPT-1,11,1
13,1,GPT-1,しりとり,り,りんご,986,○,○,りんご,○,,,,11,1
13,2,GPT-2,りんご,ご,ごま,1299,○,○,ごま,○,,,,11,1
13,3,GPT-1,ごま,ま,マグロ,1261,○,○,まぐろ,○,,,,11,1
13,4,GPT-2,マグロ,ろ,ロケット,1740,○,○,ろけっと,○,,,,11,1
13,5,GPT-1,ロケット,と,トマト,1595,○,○,とまと,○,,,,11,1
13,6,GPT-2,トマト,と,時計,2214,○,○,とけい,○,,,,11,1
13,7,GPT-1,時計,い,いす,1413,○,○,いす,○,,,,11,1
13,8,GPT-2,いす,す,すいか,1333,○,○,すいか,○,,,,11,1
13,9,GPT-1,すいか,か,かさ,2300,○,○,かさ,○,,,,11,1
13,10,GPT-2,かさ,さ,さくら,1654,○,○,さくら,○,,,,11,1
13,11,GPT-1,さくら,ら,ラジオ,1574,○,○,らじお,○,,,,11,1
13,12,GPT-2,ラジオ,お,おにぎり,1349,○,○,おにぎり,○,,,,11,1
13,13,GPT-1,おにぎり,り,リス,1079,○,○,りす,○,,,,11,1
13,14,GPT-2,リス,す,すずめ,1843,○,○,すずめ,○,,,,11,1
13,15,GPT-1,すずめ,め,めがね,1398,○,○,めがね,○,,,,11,1
13,16,GPT-2,めがね,ね,ねこ,1073,○,○,ねこ,○,,,,11,1
13,17,GPT-1,ねこ,こ,こま,2361,○,○,こま,○,,,,11,1
13,18,GPT-2,こま,ま,まくら,1516,○,○,まくら,○,,,,11,1
13,19,GPT-1,まくら,ら,らくだ,2216,○,○,らくだ,○,,,,11,1
13,20,GPT-2,らくだ,だ,だるま,1697,○,○,だるま,○,,,,11,1
13,21,GPT-1,だるま,ま,まつり,1047,○,○,まつり,○,,,,11,1
13,22,GPT-2,まつり,り,料理,9253,○,○,りょうり,○,,,,11,1
13,23,GPT-1,料理,り,理科,2910,○,○,りか,○,,,,11,1
13,24,GPT-2,理科,か,カメラ,1230,○,○,かめら,○,,,,11,1
13,25,GPT-1,カメラ,ら,ラケット,2197,○,○,らけっと,○,,,,11,1
13,26,GPT-2,ラケット,と,鳥,2664,○,○,とり,○,,,,11,1
13,27,GPT-1,鳥,り,理想,3089,○,○,りそう,○,,,,11,1
13,28,GPT-2,理想,う,うさぎ,1258,○,○,うさぎ,○,,,,11,1
13,29,GPT-1,うさぎ,ぎ,銀河,1702,○,○,ぎんが,○,,,,11,1
13,30,GPT-2,銀河,が,学校,2288,○,○,がっこう,○,,,,11,1
13,31,GPT-1,学校,う,うみ,1381,○,○,うみ,○,,,,11,1
13,32,GPT-2,うみ,み,みかん,1613,○,○,みかん,×,「ん」で終了,GPT-1,GPT-2,11,1
14,1,GPT-1,しりとり,り,りんご,1253,○,○,りんご,○,,,,11,1
14,2,GPT-2,りんご,ご,ごま,1051,○,○,ごま,○,,,,11,1
14,3,GPT-1,ごま,ま,マスク,1234,○,○,ますく,○,,,,11,1
14,4,GPT-2,マスク,く,くじら,1447,○,○,くじら,○,,,,11,1
14,5,GPT-1,くじら,ら,ラッパ,1334,○,○,らっぱ,○,,,,11,1
14,6,GPT-2,ラッパ,ぱ,パンダ,1534,○,○,ぱんだ,○,,,,11,1
14,7,GPT-1,パンダ,だ,台所,2762,○,○,だいどころ,○,,,,11,1
14,8,GPT-2,台所,ろ,ろうそく,1502,○,○,ろうそく,○,,,,11,1
14,9,GPT-1,ろうそく,く,くるま,1478,○,○,くるま,○,,,,11,1
14,10,GPT-2,くるま,ま,まくら,1031,○,○,まくら,○,,,,11,1
14,11,GPT-1,まくら,ら,ラジオ,1401,○,○,らじお,○,,,,11,1
14,12,GPT-2,ラジオ,お,おにぎり,1512,○,○,おにぎり,○,,,,11,1
14,13,GPT-1,おにぎり,り,りす,1231,○,○,りす,○,,,,11,1
14,14,GPT-2,りす,す,すいか,1379,○,○,すいか,○,,,,11,1
14,15,GPT-1,すいか,か,かさ,1488,○,○,かさ,○,,,,11,1
14,16,GPT-2,かさ,さ,さくら,1879,○,○,さくら,○,,,,11,1
14,17,GPT-1,さくら,ら,ラーメン,1133,○,○,らーめん,×,「ん」で終了,GPT-2,GPT-1,11,1
15,1,GPT-1,しりとり,り,リンゴ,1520,○,○,りんご,○,,,,11,1
15,2,GPT-2,リンゴ,ご,ごま,2051,○,○,ごま,○,,,,11,1
15,3,GPT-1,ごま,ま,まくら,957,○,○,まくら,○,,,,11,1
15,4,GPT-2,まくら,ら,ラッパ,1365,○,○,らっぱ,○,,,,11,1
15,5,GPT-1,ラッパ,ぱ,パンダ,1509,○,○,ぱんだ,○,,,,11,1
15,6,GPT-2,パンダ,だ,台所,1592,○,○,だいどころ,○,,,,11,1
15,7,GPT-1,台所,ろ,ろうそく,1837,○,○,ろうそく,○,,,,11,1
15,8,GPT-2,ろうそく,く,くじら,1433,○,○,くじら,○,,,,11,1
15,9,GPT-1,くじら,ら,ラジオ,2007,○,○,らじお,○,,,,11,1
15,10,GPT-2,ラジオ,お,おにぎり,1710,○,○,おにぎり,○,,,,11,1
15,11,GPT-1,おにぎり,り,リス,1447,○,○,りす,○,,,,11,1
15,12,GPT-2,リス,す,スイカ,977,○,○,すいか,○,,,,11,1
15,13,GPT-1,スイカ,か,カメラ,1199,○,○,かめら,○,,,,11,1
15,14,GPT-2,カメラ,ら,ラクダ,1942,○,○,らくだ,○,,,,11,1
15,15,GPT-1,ラクダ,だ,大学,1741,○,○,だいがく,○,,,,11,1
15,16,GPT-2,大学,く,車,2900,○,○,くるま,○,,,,11,1
15,17,GPT-1,車,ま,まつり,2296,○,○,まつり,○,,,,11,1
15,18,GPT-2,まつり,り,料理,1255,○,○,りょうり,○,,,,11,1
15,19,GPT-1,料理,り,理科,2588,○,○,りか,○,,,,11,1
15,20,GPT-2,理科,か,かさ,1202,○,○,かさ,○,,,,11,1
15,21,GPT-1,かさ,さ,さくら,1763,○,○,さくら,○,,,,11,1
15,22,GPT-2,さくら,ら,ラッコ,2475,○,○,らっこ,○,,,,11,1
15,23,GPT-1,ラッコ,こ,こたつ,2029,○,○,こたつ,○,,,,11,1
15,24,GPT-2,こたつ,つ,つくえ,1836,○,○,つくえ,○,,,,11,1
15,25,GPT-1,つくえ,え,鉛筆,1597,○,○,えんぴつ,○,,,,11,1
15,26,GPT-2,鉛筆,つ,つばき,1800,○,○,つばき,○,,,,11,1
15,27,GPT-1,つばき,き,きつね,8795,○,○,きつね,○,,,,11,1
15,28,GPT-2,きつね,ね,ねこ,1655,○,○,ねこ,○,,,,11,1
15,29,GPT-1,ねこ,こ,こま,1725,○,○,こま,○,,,,11,1
15,30,GPT-2,こま,ま,まぐろ,3374,○,○,まぐろ,○,,,,11,1
15,31,GPT-1,まぐろ,ろ,ロケット,1728,○,○,ろけっと,○,,,,11,1
15,32,GPT-2,ロケット,と,時計,1429,○,○,とけい,○,,,,11,1
15,33,GPT-1,時計,い,椅子,1960,○,○,いす,○,,,,11,1
15,34,GPT-2,椅子,す,すずめ,1580,○,○,すずめ,○,,,,11,1
