ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
2,29,GPT-2,こたつ,つ,つくえ,1501,○,○,つくえ,○,,,,11,10
2,30,GPT-1,つくえ,え,鉛筆,1616,○,○,えんぴつ,○,,,,11,10
2,31,GPT-1,鉛筆,つ,つばき,1790,○,○,つばき,○,,,,11,10
2,32,GPT-2,つばき,き,きつね,1437,○,○,きつね,○,,,,11,10
2,33,GPT-2,きつね,ね,寝室,1667,×,○,,×,語頭不一致,GPT-1,GPT-2,11,10
3,1,GPT-1,しりとり,り,りんご,1494,○,○,りんご,○,,,,11,10
3,2,GPT-1,りんご,ご,ごま,1314,○,○,ごま,○,,,,11,10
3,3,GPT-1,ごま,ま,まくら,1630,○,○,まくら,○,,,,11,10
3,4,GPT-1,まくら,ら,ラジオ,1974,○,○,らじお,○,,,,11,10
3,5,GPT-1,ラジオ,お,おにぎり,1846,○,○,おにぎり,○,,,,11,10
3,6,GPT-1,おにぎり,り,りす,1194,○,○,りす,○,,,,11,10
3,7,GPT-1,りす,す,すいか,1120,○,○,すいか,○,,,,11,10
3,8,GPT-1,すいか,か,かさ,2195,○,○,かさ,○,,,,11,10
3,9,GPT-1,かさ,さ,さくら,1503,○,○,さくら,○,,,,11,10
3,10,GPT-1,さくら,ら,ラッパ,1173,○,○,らっぱ,○,,,,11,10
3,11,GPT-2,ラッパ,ぱ,パンダ,1479,○,○,ぱんだ,○,,,,11,10
3,12,GPT-2,パンダ,だ,台所,2310,○,○,だいどころ,○,,,,11,10
3,13,GPT-2,台所,ろ,ろうそく,1705,○,○,ろうそく,○,,,,11,10
3,14,GPT-2,ろうそく,く,くじら,1646,○,○,くじら,○,,,,11,10
3,15,GPT-2,くじら,ら,らくだ,1717,○,○,らくだ,○,,,,11,10
3,16,GPT-2,らくだ,だ,だるま,1255,○,○,だるま,○,,,,11,10
3,17,GPT-2,だるま,ま,まつり,1633,○,○,まつり,○,,,,11,10
3,18,GPT-2,まつり,り,理科,2042,○,○,りか,○,,,,11,10
3,19,GPT-2,理科,か,カメラ,2170,○,○,かめら,○,,,,11,10
3,20,GPT-1,カメラ,ら,ランプ,1749,○,○,らんぷ,○,,,,11,10
3,21,GPT-1,ランプ,ぷ,プール,1168,○,○,ぷーる,○,,,,11,10
3,22,GPT-1,プール,る,ルビー,1716,○,○,るびー,○,,,,11,10
3,23,GPT-1,ルビー,い,いちご,1504,○,○,いちご,○,,,,11,10
3,24,GPT-1,いちご,ご,ごりら,2261,○,○,ごりら,○,,,,11,10
3,25,GPT-1,ごりら,ら,雷,2337,○,○,らい,○,,,,11,10
3,26,GPT-1,雷,い,いす,1352,○,○,いす,○,,,,11,10
3,27,GPT-1,いす,す,すずめ,1028,○,○,すずめ,○,,,,11,10
3,28,GPT-1,すずめ,め,めがね,2183,○,○,めがね,○,,,,11,10
3,29,GPT-2,めがね,ね,ねこ,1387,○,○,ねこ,○,,,,11,10
3,30,GPT-2,ねこ,こ,こま,1619,○,○,こま,○,,,,11,10
3,31,GPT-2,こま,ま,まど,1912,○,○,まど,○,,,,11,10
3,32,GPT-2,まど,ど,道路,2153,○,○,どうろ,○,,,,11,10
3,33,GPT-2,道路,ろ,ロープ,1421,○,○,ろーぷ,○,,,,11,10
3,34,GPT-2,ロープ,ぷ,プラム,1731,○,○,ぷらむ,○,,,,11,10
3,35,GPT-2,プラム,む,むぎ,1900,○,○,むぎ,○,,,,11,10
3,36,GPT-2,むぎ,ぎ,銀河,1833,○,○,ぎんが,○,,,,11,10
3,37,GPT-2,銀河,が,画家,1693,○,○,がか,○,,,,11,10
3,38,GPT-1,画家,か,カバ,1583,○,○,かば,○,,,,11,10
3,39,GPT-1,カバ,ば,バケツ,1780,○,○,ばけつ,○,,,,11,10
3,40,GPT-1,バケツ,つ,つくえ,1155,○,○,つくえ,○,,,,11,10
3,41,GPT-1,つくえ,え,えんぴつ,1992,○,○,えんぴつ,○,,,,11,10
3,42,GPT-1,えんぴつ,つ,つみき,1577,○,×,,×,辞書外,GPT-2,GPT-1,11,10
4,1,GPT-1,しりとり,り,りんご,1501,○,○,りんご,○,,,,11,10
4,2,GPT-1,りんご,ご,ごま,1361,○,○,ごま,○,,,,11,10
4,3,GPT-1,ごま,ま,まくら,1491,○,○,まくら,○,,,,11,10
4,4,GPT-1,まくら,ら,ラジオ,1740,○,○,らじお,○,,,,11,10
4,5,GPT-1,ラジオ,お,おにぎり,1550,○,○,おにぎり,○,,,,11,10
4,6,GPT-1,おにぎり,り,リス,1764,○,○,りす,○,,,,11,10
4,7,GPT-1,リス,す,すいか,1498,○,○,すいか,○,,,,11,10
4,8,GPT-1,すいか,か,かめ,1514,○,○,かめ,○,,,,11,10
4,9,GPT-1,かめ,め,めがね,1753,○,○,めがね,○,,,,11,10
4,10,GPT-1,めがね,ね,ねこ,1805,○,○,ねこ,○,,,,11,10
4,11,GPT-2,ねこ,こ,こたつ,1151,○,○,こたつ,○,,,,11,10
4,12,GPT-2,こたつ,つ,つくえ,1510,○,○,つくえ,○,,,,11,10
4,13,GPT-2,つくえ,え,えんぴつ,1597,○,○,えんぴつ,○,,,,11,10
4,14,GPT-2,えんぴつ,つ,つみき,1536,○,×,,×,辞書外,GPT-1,GPT-2,11,10
5,1,GPT-1,しりとり,り,りんご,1330,○,○,りんご,○,,,,11,10
5,2,GPT-1,りんご,ご,ごま,1883,○,○,ごま,○,,,,11,10
5,3,GPT-1,ごま,ま,まくら,1183,○,○,まくら,○,,,,11,10
5,4,GPT-1,まくら,ら,ラジオ,1300,○,○,らじお,○,,,,11,10
5,5,GPT-1,ラジオ,お,おにぎり,1292,○,○,おにぎり,○,,,,11,10
5,6,GPT-1,おにぎり,り,リス,1109,○,○,りす,○,,,,11,10
5,7,GPT-1,リス,す,すいか,1318,○,○,すいか,○,,,,11,10
5,8,GPT-1,すいか,か,かさ,1556,○,○,かさ,○,,,,11,10
5,9,GPT-1,かさ,さ,さくら,1290,○,○,さくら,○,,,,11,10
5,10,GPT-1,さくら,ら,ラッパ,1076,○,○,らっぱ,○,,,,11,10
5,11,GPT-2,ラッパ,ぱ,パンダ,2061,○,○,ぱんだ,○,,,,11,10
5,12,GPT-2,パンダ,だ,だるま,1538,○,○,だるま,○,,,,11,10
5,13,GPT-2,だるま,ま,まつり,1504,○,○,まつり,○,,,,11,10
5,14,GPT-2,まつり,り,理科,2295,○,○,りか,○,,,,11,10
5,15,GPT-2,理科,か,カメラ,2292,○,○,かめら,○,,,,11,10
5,16,GPT-2,カメラ,ら,ランプ,1277,○,○,らんぷ,○,,,,11,10
5,17,GPT-2,ランプ,ぷ,プール,1872,○,○,ぷーる,○,,,,11,10
5,18,GPT-2,プール,る,留守,1483,○,○,るす,○,,,,11,10
5,19,GPT-2,留守,す,すずめ,1693,○,○,すずめ,○,,,,11,10
5,20,GPT-1,すずめ,め,めだか,1769,○,○,めだか,○,,,,11,10
5,21,GPT-1,めだか,か,かもめ,1276,○,○,かもめ,○,,,,11,10
5,22,GPT-1,かもめ,め,めがね,2185,○,○,めがね,○,,,,11,10
5,23,GPT-1,めがね,ね,ねこ,1268,○,○,ねこ,○,,,,11,10
5,24,GPT-1,ねこ,こ,こたつ,1494,○,○,こたつ,○,,,,11,10
5,25,GPT-1,こたつ,つ,つみき,1789,○,×,,×,辞書外,GPT-2,GPT-1,11,10
6,1,GPT-1,しりとり,り,りんご,1644,○,○,りんご,○,,,,11,10
6,2,GPT-1,りんご,ご,ごま,1316,○,○,ごま,○,,,,11,10
6,3,GPT-1,ごま,ま,まくら,1900,○,○,まくら,○,,,,11,10
6,4,GPT-1,まくら,ら,ラジオ,1481,○,○,らじお,○,,,,11,10
6,5,GPT-1,ラジオ,お,おにぎり,1254,○,○,おにぎり,○,,,,11,10
6,6,GPT-1,おにぎり,り,りす,1743,○,○,りす,○,,,,11,10
6,7,GPT-1,りす,す,すいか,2255,○,○,すいか,○,,,,11,10
6,8,GPT-1,すいか,か,かさ,1356,○,○,かさ,○,,,,11,10
6,9,GPT-1,かさ,さ,さくら,1229,○,○,さくら,○,,,,11,10
6,10,GPT-2,さくら,ら,ラッパ,1284,○,○,らっぱ,○,,,,11,10
6,11,GPT-2,ラッパ,ぱ,パンダ,1499,○,○,ぱんだ,○,,,,11,10
6,12,GPT-2,パンダ,だ,だるま,1256,○,○,だるま,○,,,,11,10
6,13,GPT-2,だるま,ま,まぐろ,1728,○,○,まぐろ,○,,,,11,10
6,14,GPT-2,まぐろ,ろ,ろうそく,1336,○,○,ろうそく,○,,,,11,10
6,15,GPT-2,ろうそく,く,くじら,1814,○,○,くじら,○,,,,11,10
6,16,GPT-2,くじら,ら,らくだ,1696,○,○,らくだ,○,,,,11,10
6,17,GPT-2,らくだ,だ,ダイヤ,2173,○,○,だいや,○,,,,11,10
6,18,GPT-1,ダイヤ,や,やさい,1535,○,○,やさい,○,,,,11,10
6,19,GPT-1,やさい,い,いちご,1739,○,○,いちご,○,,,,11,10
6,20,GPT-1,いちご,ご,ごりら,1527,○,○,ごりら,○,,,,11,10
6,21,GPT-1,ごりら,ら,ランプ,2067,○,○,らんぷ,○,,,,11,10
6,22,GPT-1,ランプ,ぷ,プール,1874,○,○,ぷーる,○,,,,11,10
6,23,GPT-1,プール,る,ルビー,1769,○,○,るびー,○,,,,11,10
6,24,GPT-1,ルビー,い,いす,1592,○,○,いす,○,,,,11,10
6,25,GPT-2,いす,す,すずめ,1397,○,○,すずめ,○,,,,11,10
6,26,GPT-1,すずめ,め,めがね,1296,○,○,めがね,○,,,,11,10
6,27,GPT-1,めがね,ね,ねこ,1536,○,○,ねこ,○,,,,11,10
6,28,GPT-1,ねこ,こ,こたつ,1554,○,○,こたつ,○,,,,11,10
6,29,GPT-1,こたつ,つ,つくえ,1583,○,○,つくえ,○,,,,11,10
6,30,GPT-1,つくえ,え,えんぴつ,1283,○,○,えんぴつ,○,,,,11,10
6,31,GPT-1,えんぴつ,つ,つばき,1806,○,○,つばき,○,,,,11,10
6,32,GPT-1,つばき,き,きつね,1521,○,○,きつね,○,,,,11,10
6,33,GPT-1,きつね,ね,ねずみ,1857,○,○,ねずみ,○,,,,11,10
6,34,GPT-1,ねずみ,み,みず,1714,○,○,みず,○,,,,11,10
6,35,GPT-1,みず,ず,ずこう,1634,○,○,ずこう,○,,,,11,10
6,36,GPT-2,ずこう,う,うさぎ,1480,○,○,うさぎ,○,,,,11,10
6,37,GPT-2,うさぎ,ぎ,ぎんこう,1506,○,○,ぎんこう,○,,,,11,10
6,38,GPT-2,ぎんこう,う,うちわ,1795,○,○,うちわ,○,,,,11,10
6,39,GPT-2,うちわ,わ,わさび,1808,○,○,わさび,○,,,,11,10
6,40,GPT-2,わさび,び,ビール,1879,○,○,びーる,○,,,,11,10
6,41,GPT-2,ビール,る,ルーペ,2113,○,○,るーぺ,○,,,,11,10
6,42,GPT-2,ルーペ,ぺ,ページ,1689,○,○,ぺーじ,○,,,,11,10
6,43,GPT-2,ページ,じ,辞書,1864,○,○,じしょ,○,,,,11,10
6,44,GPT-2,辞書,よ,ヨット,1634,○,○,よっと,○,,,,11,10
6,45,GPT-1,ヨット,と,トマト,1485,○,○,とまと,○,,,,11,10
6,46,GPT-2,トマト,と,時計,2348,○,○,とけい,○,,,,11,10
6,47,GPT-2,時計,い,いか,1631,○,○,いか,○,,,,11,10
6,48,GPT-2,いか,か,かめ,1275,○,○,かめ,○,,,,11,10
6,49,GPT-2,かめ,め,めじろ,2632,○,○,めじろ,○,,,,11,10
6,50,GPT-2,めじろ,ろ,ろくろ,2038,○,○,ろくろ,○,,,,11,10
6,51,GPT-2,ろくろ,ろ,ろば,1693,○,○,ろば,○,,,,11,10
6,52,GPT-2,ろば,ば,バス,2087,○,○,ばす,○,,,,11,10
6,53,GPT-2,バス,す,すみれ,2059,○,○,すみれ,○,,,,11,10
6,54,GPT-2,すみれ,れ,れきし,1863,○,○,れきし,○,,,,11,10
6,55,GPT-1,れきし,し,しお,1614,○,○,しお,○,,,,11,10
6,56,GPT-1,しお,お,おかゆ,1846,○,×,,×,辞書外,GPT-2,GPT-1,11,10
7,1,GPT-1,しりとり,り,りんご,2354,○,○,りんご,○,,,,11,10
7,2,GPT-1,りんご,ご,ごま,2089,○,○,ごま,○,,,,11,10
7,3,GPT-1,ごま,ま,まくら,1292,○,○,まくら,○,,,,11,10
7,4,GPT-1,まくら,ら,ラッパ,1337,○,○,らっぱ,○,,,,11,10
7,5,GPT-2,ラッパ,ぱ,パイプ,2721,○,○,ぱいぷ,○,,,,11,10
7,6,GPT-2,パイプ,ぷ,プール,1828,○,○,ぷーる,○,,,,11,10
7,7,GPT-2,プール,る,ルビー,1415,○,○,るびー,○,,,,11,10
7,8,GPT-2,ルビー,い,いす,1344,○,○,いす,○,,,,11,10
7,9,GPT-2,いす,す,すずめ,1434,○,○,すずめ,○,,,,11,10
7,10,GPT-2,すずめ,め,めだか,1107,○,○,めだか,○,,,,11,10
7,11,GPT-2,めだか,か,かさ,1510,○,○,かさ,○,,,,11,10
7,12,GPT-2,かさ,さ,さくら,1394,○,○,さくら,○,,,,11,10
7,13,GPT-2,さくら,ら,らくだ,1955,○,○,らくだ,○,,,,11,10
7,14,GPT-1,らくだ,だ,だるま,1492,○,○,だるま,○,,,,11,10
7,15,GPT-1,だるま,ま,まつり,1432,○,○,まつり,○,,,,11,10
7,16,GPT-1,まつり,り,りす,1105,○,○,りす,○,,,,11,10
7,17,GPT-1,りす,す,すいか,1397,○,○,すいか,○,,,,11,10
7,18,GPT-1,すいか,か,かき,1456,○,○,かき,○,,,,11,10
7,19,GPT-1,かき,き,きつね,1355,○,○,きつね,○,,,,11,10
7,20,GPT-1,きつね,ね,ねこ,1384,○,○,ねこ,○,,,,11,10
7,21,GPT-1,ねこ,こ,こま,1516,○,○,こま,○,,,,11,10
7,22,GPT-1,こま,ま,まめ,1521,○,○,まめ,○,,,,11,10
7,23,GPT-2,まめ,め,めがね,1471,○,○,めがね,○,,,,11,10
7,24,GPT-1,めがね,ね,ねじ,1542,○,○,ねじ,○,,,,11,10
7,25,GPT-1,ねじ,じ,磁石,1400,○,○,じしゃく,○,,,,11,10
7,26,GPT-1,磁石,く,くじら,1848,○,○,くじら,○,,,,11,10
7,27,GPT-1,くじら,ら,ラジオ,1629,○,○,らじお,○,,,,11,10
7,28,GPT-1,ラジオ,お,おにぎり,1390,○,○,おにぎり,○,,,,11,10
7,29,GPT-1,おにぎり,り,理想,2381,○,○,りそう,○,,,,11,10
7,30,GPT-1,理想,う,海,2293,○,○,うみ,○,,,,11,10
7,31,GPT-1,海,み,水,1624,○,○,みず,○,,,,11,10
7,32,GPT-2,水,ず,随筆,2581,○,○,ずいひつ,○,,,,11,10
7,33,GPT-2,随筆,つ,机,1799,○,○,つくえ,○,,,,11,10
7,34,GPT-2,机,え,絵,1882,○,○,え,○,,,,11,10
7,35,GPT-2,絵,え,鉛筆,2187,○,○,えんぴつ,○,,,,11,10
7,36,GPT-2,鉛筆,つ,つばき,2138,○,○,つばき,○,,,,11,10
7,37,GPT-2,つばき,き,きのこ,1819,○,○,きのこ,○,,,,11,10
7,38,GPT-2,きのこ,こ,こたつ,1274,○,○,こたつ,○,,,,11,10
7,39,GPT-2,こたつ,つ,つみき,1986,○,×,,×,辞書外,GPT-1,GPT-2,11,10
8,1,GPT-1,しりとり,り,りんご,1306,○,○,りんご,○,,,,11,10
8,2,GPT-1,りんご,ご,ごま,1278,○,○,ごま,○,,,,11,10
8,3,GPT-2,ごま,ま,まくら,1356,○,○,まくら,○,,,,11,10
8,4,GPT-2,まくら,ら,ラジオ,1556,○,○,らじお,○,,,,11,10
8,5,GPT-2,ラジオ,お,おにぎり,1372,○,○,おにぎり,○,,,,11,10
8,6,GPT-2,おにぎり,り,りす,1281,○,○,りす,○,,,,11,10
8,7,GPT-2,りす,す,すいか,1510,○,○,すいか,○,,,,11,10
8,8,GPT-2,すいか,か,かさ,2106,○,○,かさ,○,,,,11,10
8,9,GPT-2,かさ,さ,さくら,1419,○,○,さくら,○,,,,11,10
8,10,GPT-2,さくら,ら,ラッパ,1478,○,○,らっぱ,○,,,,11,10
8,11,GPT-2,ラッパ,ぱ,パンダ,1517,○,○,ぱんだ,○,,,,11,10
8,12,GPT-1,パンダ,だ,だるま,1431,○,○,だるま,○,,,,11,10
8,13,GPT-1,だるま,ま,まぐろ,1663,○,○,まぐろ,○,,,,11,10
8,14,GPT-1,まぐろ,ろ,ろうそく,1608,○,○,ろうそく,○,,,,11,10
8,15,GPT-1,ろうそく,く,くじら,1515,○,○,くじら,○,,,,11,10
8,16,GPT-1,くじら,ら,らくだ,1454,○,○,らくだ,○,,,,11,10
8,17,GPT-1,らくだ,だ,大学,1770,○,○,だいがく,○,,,,11,10
8,18,GPT-2,大学,く,雲,1727,○,○,くも,○,,,,11,10
8,19,GPT-2,雲,も,もみじ,2488,○,○,もみじ,○,,,,11,10
8,20,GPT-2,もみじ,じ,辞書,2098,○,○,じしょ,○,,,,11,10
8,21,GPT-2,辞書,よ,ヨット,1893,○,○,よっと,○,,,,11,10
8,22,GPT-2,ヨット,と,時計,1276,○,○,とけい,○,,,,11,10
8,23,GPT-2,時計,い,いす,1484,○,○,いす,○,,,,11,10
8,24,GPT-2,いす,す,すずめ,1523,○,○,すずめ,○,,,,11,10
8,25,GPT-2,すずめ,め,めがね,1489,○,○,めがね,○,,,,11,10
8,26,GPT-1,めがね,ね,ねこ,1714,○,○,ねこ,○,,,,11,10
8,27,GPT-1,ねこ,こ,こあら,1302,○,×,,×,辞書外,GPT-2,GPT-1,11,10
9,1,GPT-1,しりとり,り,りんご,1731,○,○,りんご,○,,,,11,10
9,2,GPT-1,りんご,ご,ごま,1490,○,○,ごま,○,,,,11,10
9,3,GPT-1,ごま,ま,まくら,1520,○,○,まくら,○,,,,11,10
9,4,GPT-1,まくら,ら,ラジオ,1355,○,○,らじお,○,,,,11,10
9,5,GPT-1,ラジオ,お,おにぎり,1464,○,○,おにぎり,○,,,,11,10
9,6,GPT-1,おにぎり,り,リス,1532,○,○,りす,○,,,,11,10
9,7,GPT-1,リス,す,すいか,1454,○,○,すいか,○,,,,11,10
9,8,GPT-1,すいか,か,かさ,2146,○,○,かさ,○,,,,11,10
9,9,GPT-1,かさ,さ,さくら,1438,○,○,さくら,○,,,,11,10
9,10,GPT-2,さくら,ら,ラッパ,1407,○,○,らっぱ,○,,,,11,10
9,11,GPT-2,ラッパ,ぱ,パンダ,1615,○,○,ぱんだ,○,,,,11,10
9,12,GPT-2,パンダ,だ,だるま,1654,○,○,だるま,○,,,,11,10
9,13,GPT-2,だるま,ま,まつり,1610,○,○,まつり,○,,,,11,10
9,14,GPT-2,まつり,り,料理,2348,○,○,りょうり,○,,,,11,10
9,15,GPT-2,料理,り,理科,1842,○,○,りか,○,,,,11,10
9,16,GPT-2,理科,か,カメラ,1294,○,○,かめら,○,,,,11,10
9,17,GPT-2,カメラ,ら,らくだ,1724,○,○,らくだ,○,,,,11,10
9,18,GPT-2,らくだ,だ,台所,1831,○,○,だいどころ,○,,,,11,10
9,19,GPT-1,台所,ろ,ろうそく,1948,○,○,ろうそく,○,,,,11,10
9,20,GPT-1,ろうそく,く,くじら,1432,○,○,くじら,○,,,,11,10
9,21,GPT-1,くじら,ら,ラケット,2311,○,○,らけっと,○,,,,11,10
9,22,GPT-1,ラケット,と,時計,1361,○,○,とけい,○,,,,11,10
9,23,GPT-1,時計,い,いす,1876,○,○,いす,○,,,,11,10
9,24,GPT-1,いす,す,すずめ,2714,○,○,すずめ,○,,,,11,10
9,25,GPT-1,すずめ,め,めがね,1470,○,○,めがね,○,,,,11,10
9,26,GPT-1,めがね,ね,寝袋,1696,○,○,ねぶくろ,○,,,,11,10
9,27,GPT-1,寝袋,ろ,ろば,1641,○,○,ろば,○,,,,11,10
9,28,GPT-1,ろば,ば,バケツ,1649,○,○,ばけつ,○,,,,11,10
9,29,GPT-2,バケツ,つ,机,1816,○,○,つくえ,○,,,,11,10
9,30,GPT-2,机,え,絵,2272,○,○,え,○,,,,11,10
9,31,GPT-2,絵,え,鉛筆,2068,○,○,えんぴつ,○,,,,11,10
9,32,GPT-2,鉛筆,つ,つみき,1964,○,×,,×,辞書外,GPT-1,GPT-2,11,10
10,1,GPT-1,しりとり,り,りんご,1407,○,○,りんご,○,,,,11,10
10,2,GPT-1,りんご,ご,ごま,1173,○,○,ごま,○,,,,11,10
10,3,GPT-1,ごま,ま,まくら,1423,○,○,まくら,○,,,,11,10
10,4,GPT-1,まくら,ら,ラジオ,1515,○,○,らじお,○,,,,11,10
10,5,GPT-1,ラジオ,お,おにぎり,1610,○,○,おにぎり,○,,,,11,10
10,6,GPT-1,おにぎり,り,リス,1270,○,○,りす,○,,,,11,10
10,7,GPT-1,リス,す,スイカ,1381,○,○,すいか,○,,,,11,10
10,8,GPT-1,スイカ,か,かさ,1293,○,○,かさ,○,,,,11,10
10,9,GPT-1,かさ,さ,さくら,2084,○,○,さくら,○,,,,11,10
10,10,GPT-2,さくら,ら,らっぱ,1583,○,○,らっぱ,○,,,,11,10
10,11,GPT-2,らっぱ,ぱ,パンダ,1668,○,○,ぱんだ,○,,,,11,10
10,12,GPT-2,パンダ,だ,台所,1661,○,○,だいどころ,○,,,,11,10
10,13,GPT-2,台所,ろ,ろうそく,1222,○,○,ろうそく,○,,,,11,10
10,14,GPT-2,ろうそく,く,くるま,1370,○,○,くるま,○,,,,11,10
10,15,GPT-2,くるま,ま,まど,1978,○,○,まど,○,,,,11,10
10,16,GPT-2,まど,ど,どらやき,2131,○,×,,×,辞書外,GPT-1,GPT-2,11,10
11,1,GPT-1,しりとり,り,りんご,2010,○,○,りんご,○,,,,11,10
11,2,GPT-1,りんご,ご,ごま,1499,○,○,ごま,○,,,,11,10
11,3,GPT-1,ごま,ま,まくら,1412,○,○,まくら,○,,,,11,10
11,4,GPT-1,まくら,ら,らっぱ,1660,○,○,らっぱ,○,,,,11,10
11,5,GPT-1,らっぱ,ぱ,パンダ,1516,○,○,ぱんだ,○,,,,11,10
11,6,GPT-2,パンダ,だ,だるま,1177,○,○,だるま,○,,,,11,10
11,7,GPT-2,だるま,ま,まつり,1390,○,○,まつり,○,,,,11,10
11,8,GPT-2,まつり,り,リス,1146,○,○,りす,○,,,,11,10
11,9,GPT-2,リス,す,すいか,1306,○,○,すいか,○,,,,11,10
11,10,GPT-2,すいか,か,かめ,1572,○,○,かめ,○,,,,11,10
11,11,GPT-2,かめ,め,めだか,1780,○,○,めだか,○,,,,11,10
11,12,GPT-2,めだか,か,かさ,1793,○,○,かさ,○,,,,11,10
11,13,GPT-2,かさ,さ,さかな,2213,○,○,さかな,○,,,,11,10
11,14,GPT-2,さかな,な,なす,2324,○,○,なす,○,,,,11,10
11,15,GPT-2,なす,す,すずめ,1318,○,○,すずめ,○,,,,11,10
11,16,GPT-1,すずめ,め,めがね,1736,○,○,めがね,○,,,,11,10
11,17,GPT-1,めがね,ね,ねこ,1410,○,○,ねこ,○,,,,11,10
11,18,GPT-1,ねこ,こ,こあら,1551,○,×,,×,辞書外,GPT-2,GPT-1,11,10
12,1,GPT-1,しりとり,り,りんご,1927,○,○,りんご,○,,,,11,10
12,2,GPT-1,りんご,ご,ごま,1519,○,○,ごま,○,,,,11,10
12,3,GPT-1,ごま,ま,まくら,1228,○,○,まくら,○,,,,11,10
12,4,GPT-1,まくら,ら,ラジオ,1582,○,○,らじお,○,,,,11,10
12,5,GPT-1,ラジオ,お,おにぎり,1229,○,○,おにぎり,○,,,,11,10
12,6,GPT-1,おにぎり,り,リス,1547,○,○,りす,○,,,,11,10
12,7,GPT-1,リス,す,スイカ,1560,○,○,すいか,○,,,,11,10
12,8,GPT-1,スイカ,か,かさ,1154,○,○,かさ,○,,,,11,10
12,9,GPT-1,かさ,さ,さくら,1682,○,○,さくら,○,,,,11,10
12,10,GPT-2,さくら,ら,ラッパ,1440,○,○,らっぱ,○,,,,11,10
12,11,GPT-2,ラッパ,ぱ,パンダ,1536,○,○,ぱんだ,○,,,,11,10
12,12,GPT-2,パンダ,だ,だるま,1801,○,○,だるま,○,,,,11,10
12,13,GPT-2,だるま,ま,まぐろ,2578,○,○,まぐろ,○,,,,11,10
12,14,GPT-2,まぐろ,ろ,ロケット,1764,○,○,ろけっと,○,,,,11,10
