ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
4,8,GPT-1,ろうそく,く,クジラ,1490,○,○,くじら,○,,,,11,3
4,9,GPT-1,クジラ,ら,ラジオ,1484,○,○,らじお,○,,,,11,3
4,10,GPT-2,ラジオ,お,おにぎり,2438,○,○,おにぎり,○,,,,11,3
4,11,GPT-2,おにぎり,り,りす,1436,○,○,りす,○,,,,11,3
4,12,GPT-2,りす,す,すいか,1425,○,○,すいか,○,,,,11,3
4,13,GPT-1,すいか,か,かさ,2090,○,○,かさ,○,,,,11,3
4,14,GPT-1,かさ,さ,さくら,2096,○,○,さくら,○,,,,11,3
4,15,GPT-1,さくら,ら,ラジオ,1143,○,○,らじお,×,既出単語,GPT-2,GPT-1,11,3
5,1,GPT-1,しりとり,り,りんご,1563,○,○,りんご,○,,,,11,3
5,2,GPT-1,りんご,ご,ごま,1581,○,○,ごま,○,,,,11,3
5,3,GPT-1,ごま,ま,まくら,1379,○,○,まくら,○,,,,11,3
5,4,GPT-2,まくら,ら,ラジオ,1904,○,○,らじお,○,,,,11,3
5,5,GPT-2,ラジオ,お,おにぎり,2142,○,○,おにぎり,○,,,,11,3
5,6,GPT-2,おにぎり,り,りす,1698,○,○,りす,○,,,,11,3
5,7,GPT-1,りす,す,すいか,3520,○,○,すいか,○,,,,11,3
5,8,GPT-1,すいか,か,かえる,2048,○,○,かえる,○,,,,11,3
5,9,GPT-1,かえる,る,ルビー,1534,○,○,るびー,○,,,,11,3
5,10,GPT-2,ルビー,い,いす,1122,○,○,いす,○,,,,11,3
5,11,GPT-2,いす,す,すずめ,2257,○,○,すずめ,○,,,,11,3
5,12,GPT-2,すずめ,め,めだか,1738,○,○,めだか,○,,,,11,3
5,13,GPT-1,めだか,か,かさ,1308,○,○,かさ,○,,,,11,3
5,14,GPT-1,かさ,さ,さくら,1522,○,○,さくら,○,,,,11,3
5,15,GPT-1,さくら,ら,ラッパ,1711,○,○,らっぱ,○,,,,11,3
5,16,GPT-2,ラッパ,ぱ,パンダ,1874,○,○,ぱんだ,○,,,,11,3
5,17,GPT-2,パンダ,だ,大地,2069,○,○,だいち,○,,,,11,3
5,18,GPT-2,大地,ち,地図,1629,○,○,ちず,○,,,,11,3
5,19,GPT-1,地図,ず,図形,2328,○,○,ずけい,○,,,,11,3
5,20,GPT-1,図形,い,いちご,1532,○,○,いちご,○,,,,11,3
5,21,GPT-1,いちご,ご,ゴリラ,1857,○,○,ごりら,○,,,,11,3
5,22,GPT-2,ゴリラ,ら,らくだ,1799,○,○,らくだ,○,,,,11,3
5,23,GPT-2,らくだ,だ,だるま,1802,○,○,だるま,○,,,,11,3
5,24,GPT-2,だるま,ま,まつり,2262,○,○,まつり,○,,,,11,3
5,25,GPT-1,まつり,り,料理,1974,○,○,りょうり,○,,,,11,3
5,26,GPT-1,料理,り,理科,1536,○,○,りか,○,,,,11,3
5,27,GPT-1,理科,か,カメラ,2227,○,○,かめら,○,,,,11,3
5,28,GPT-2,カメラ,ら,ラジオ,1796,○,○,らじお,×,既出単語,GPT-1,GPT-2,11,3
6,1,GPT-1,しりとり,り,りんご,1695,○,○,りんご,○,,,,11,3
6,2,GPT-1,りんご,ご,ごま,1728,○,○,ごま,○,,,,11,3
6,3,GPT-1,ごま,ま,まくら,1386,○,○,まくら,○,,,,11,3
6,4,GPT-2,まくら,ら,らっぱ,1787,○,○,らっぱ,○,,,,11,3
6,5,GPT-2,らっぱ,ぱ,パンダ,1706,○,○,ぱんだ,○,,,,11,3
6,6,GPT-2,パンダ,だ,だるま,1962,○,○,だるま,○,,,,11,3
6,7,GPT-1,だるま,ま,まめ,1700,○,○,まめ,○,,,,11,3
6,8,GPT-1,まめ,め,めがね,3496,○,○,めがね,○,,,,11,3
6,9,GPT-1,めがね,ね,ねこ,1579,○,○,ねこ,○,,,,11,3
6,10,GPT-2,ねこ,こ,こたつ,1671,○,○,こたつ,○,,,,11,3
6,11,GPT-2,こたつ,つ,つみき,1398,○,×,,×,辞書外,GPT-1,GPT-2,11,3
7,1,GPT-1,しりとり,り,りんご,1530,○,○,りんご,○,,,,11,3
7,2,GPT-1,りんご,ご,ごま,937,○,○,ごま,○,,,,11,3
7,3,GPT-1,ごま,ま,まくら,1419,○,○,まくら,○,,,,11,3
7,4,GPT-2,まくら,ら,ラジオ,1596,○,○,らじお,○,,,,11,3
7,5,GPT-2,ラジオ,お,おにぎり,1884,○,○,おにぎり,○,,,,11,3
7,6,GPT-2,おにぎり,り,りす,1739,○,○,りす,○,,,,11,3
7,7,GPT-1,りす,す,すいか,1913,○,○,すいか,○,,,,11,3
7,8,GPT-1,すいか,か,かさ,2028,○,○,かさ,○,,,,11,3
7,9,GPT-1,かさ,さ,サンダル,1352,○,○,さんだる,○,,,,11,3
7,10,GPT-2,サンダル,る,ルビー,3505,○,○,るびー,○,,,,11,3
7,11,GPT-2,ルビー,い,いす,1835,○,○,いす,○,,,,11,3
7,12,GPT-2,いす,す,すずめ,1323,○,○,すずめ,○,,,,11,3
7,13,GPT-1,すずめ,め,めがね,1614,○,○,めがね,○,,,,11,3
7,14,GPT-1,めがね,ね,ねこ,1368,○,○,ねこ,○,,,,11,3
7,15,GPT-1,ねこ,こ,こあら,1719,○,×,,×,辞書外,GPT-2,GPT-1,11,3
8,1,GPT-1,しりとり,り,りんご,1735,○,○,りんご,○,,,,11,3
8,2,GPT-1,りんご,ご,ごま,1667,○,○,ごま,○,,,,11,3
8,3,GPT-1,ごま,ま,まくら,1709,○,○,まくら,○,,,,11,3
8,4,GPT-2,まくら,ら,ラッパ,1269,○,○,らっぱ,○,,,,11,3
8,5,GPT-2,ラッパ,ぱ,パンダ,1423,○,○,ぱんだ,○,,,,11,3
8,6,GPT-2,パンダ,だ,台所,1514,○,○,だいどころ,○,,,,11,3
8,7,GPT-1,台所,ろ,ろうそく,1281,○,○,ろうそく,○,,,,11,3
8,8,GPT-1,ろうそく,く,クジラ,1494,○,○,くじら,○,,,,11,3
8,9,GPT-1,クジラ,ら,ラジオ,1140,○,○,らじお,○,,,,11,3
8,10,GPT-2,ラジオ,お,おにぎり,1844,○,○,おにぎり,○,,,,11,3
8,11,GPT-2,おにぎり,り,リス,1484,○,○,りす,○,,,,11,3
8,12,GPT-2,リス,す,スイカ,1520,○,○,すいか,○,,,,11,3
8,13,GPT-1,スイカ,か,カメラ,1297,○,○,かめら,○,,,,11,3
8,14,GPT-1,カメラ,ら,ラッコ,2195,○,○,らっこ,○,,,,11,3
8,15,GPT-1,ラッコ,こ,こたつ,1876,○,○,こたつ,○,,,,11,3
8,16,GPT-2,こたつ,つ,つくえ,2228,○,○,つくえ,○,,,,11,3
8,17,GPT-2,つくえ,え,鉛筆,1662,○,○,えんぴつ,○,,,,11,3
8,18,GPT-2,鉛筆,つ,つみき,2380,○,×,,×,辞書外,GPT-1,GPT-2,11,3
9,1,GPT-1,しりとり,り,りんご,2120,○,○,りんご,○,,,,11,3
9,2,GPT-1,りんご,ご,ごま,1537,○,○,ごま,○,,,,11,3
9,3,GPT-1,ごま,ま,まくら,1566,○,○,まくら,○,,,,11,3
9,4,GPT-2,まくら,ら,ラジオ,1208,○,○,らじお,○,,,,11,3
9,5,GPT-2,ラジオ,お,おにぎり,1592,○,○,おにぎり,○,,,,11,3
9,6,GPT-2,おにぎり,り,リス,1661,○,○,りす,○,,,,11,3
9,7,GPT-1,リス,す,すいか,1402,○,○,すいか,○,,,,11,3
9,8,GPT-1,すいか,か,かさ,2714,○,○,かさ,○,,,,11,3
9,9,GPT-1,かさ,さ,さくら,1285,○,○,さくら,○,,,,11,3
9,10,GPT-2,さくら,ら,ラッパ,1671,○,○,らっぱ,○,,,,11,3
9,11,GPT-2,ラッパ,ぱ,パンダ,1910,○,○,ぱんだ,○,,,,11,3
9,12,GPT-2,パンダ,だ,大学,1439,○,○,だいがく,○,,,,11,3
9,13,GPT-1,大学,く,クジラ,1269,○,○,くじら,○,,,,11,3
9,14,GPT-1,クジラ,ら,ラクダ,1624,○,○,らくだ,○,,,,11,3
9,15,GPT-1,ラクダ,だ,だるま,1437,○,○,だるま,○,,,,11,3
9,16,GPT-2,だるま,ま,まぐろ,2566,○,○,まぐろ,○,,,,11,3
9,17,GPT-2,まぐろ,ろ,ろうそく,2101,○,○,ろうそく,○,,,,11,3
9,18,GPT-2,ろうそく,く,くるま,1545,○,○,くるま,○,,,,11,3
9,19,GPT-1,くるま,ま,まつり,2783,○,○,まつり,○,,,,11,3
9,20,GPT-1,まつり,り,料理,2181,○,○,りょうり,○,,,,11,3
9,21,GPT-1,料理,り,リボン,2123,○,○,りぼん,×,「ん」で終了,GPT-2,GPT-1,11,3
10,1,GPT-1,しりとり,り,りんご,1333,○,○,りんご,○,,,,11,3
10,2,GPT-1,りんご,ご,ごま,1349,○,○,ごま,○,,,,11,3
10,3,GPT-1,ごま,ま,まくら,1305,○,○,まくら,○,,,,11,3
10,4,GPT-2,まくら,ら,ラッパ,1402,○,○,らっぱ,○,,,,11,3
10,5,GPT-2,ラッパ,ぱ,パンダ,5459,○,○,ぱんだ,○,,,,11,3
10,6,GPT-2,パンダ,だ,だるま,1297,○,○,だるま,○,,,,11,3
10,7,GPT-1,だるま,ま,まぐろ,1542,○,○,まぐろ,○,,,,11,3
10,8,GPT-1,まぐろ,ろ,ろうそく,1906,○,○,ろうそく,○,,,,11,3
10,9,GPT-1,ろうそく,く,くるま,1370,○,○,くるま,○,,,,11,3
10,10,GPT-2,くるま,ま,まつり,1762,○,○,まつり,○,,,,11,3
10,11,GPT-2,まつり,り,りす,1282,○,○,りす,○,,,,11,3
10,12,GPT-2,りす,す,すいか,1190,○,○,すいか,○,,,,11,3
10,13,GPT-1,すいか,か,かさ,1099,○,○,かさ,○,,,,11,3
10,14,GPT-1,かさ,さ,さかな,1727,○,○,さかな,○,,,,11,3
10,15,GPT-1,さかな,な,なす,1876,○,○,なす,○,,,,11,3
10,16,GPT-2,なす,す,すずめ,1230,○,○,すずめ,○,,,,11,3
10,17,GPT-2,すずめ,め,めだか,2033,○,○,めだか,○,,,,11,3
10,18,GPT-2,めだか,か,かぼちゃ,1196,○,○,かぼちゃ,○,,,,11,3
10,19,GPT-1,かぼちゃ,や,やさい,1564,○,○,やさい,○,,,,11,3
10,20,GPT-1,やさい,い,いす,1741,○,○,いす,○,,,,11,3
10,21,GPT-1,いす,す,すみれ,2062,○,○,すみれ,○,,,,11,3
10,22,GPT-2,すみれ,れ,れんげ,2016,○,○,れんげ,○,,,,11,3
10,23,GPT-2,れんげ,げ,げた,1819,○,○,げた,○,,,,11,3
10,24,GPT-2,げた,た,たぬき,1572,○,○,たぬき,○,,,,11,3
10,25,GPT-1,たぬき,き,きつね,1637,○,○,きつね,○,,,,11,3
10,26,GPT-1,きつね,ね,ねこ,1843,○,○,ねこ,○,,,,11,3
10,27,GPT-1,ねこ,こ,こま,1696,○,○,こま,○,,,,11,3
10,28,GPT-2,こま,ま,まど,1832,○,○,まど,○,,,,11,3
10,29,GPT-2,まど,ど,どらやき,1588,○,×,,×,辞書外,GPT-1,GPT-2,11,3
11,1,GPT-1,しりとり,り,りんご,1492,○,○,りんご,○,,,,11,3
11,2,GPT-1,りんご,ご,ゴリラ,1270,○,○,ごりら,○,,,,11,3
11,3,GPT-1,ゴリラ,ら,ラッパ,1504,○,○,らっぱ,○,,,,11,3
11,4,GPT-2,ラッパ,ぱ,パンダ,1154,○,○,ぱんだ,○,,,,11,3
11,5,GPT-2,パンダ,だ,大地,1452,○,○,だいち,○,,,,11,3
11,6,GPT-2,大地,ち,地図,2255,○,○,ちず,○,,,,11,3
11,7,GPT-1,地図,ず,頭脳,1684,○,○,ずのう,○,,,,11,3
11,8,GPT-1,頭脳,う,海,2553,○,○,うみ,○,,,,11,3
11,9,GPT-1,海,み,耳,1719,○,○,みみ,○,,,,11,3
11,10,GPT-2,耳,み,水,2307,○,○,みず,○,,,,11,3
11,11,GPT-2,水,ず,図形,2869,○,○,ずけい,○,,,,11,3
11,12,GPT-2,図形,い,椅子,1740,○,○,いす,○,,,,11,3
11,13,GPT-1,椅子,す,スイカ,1435,○,○,すいか,○,,,,11,3
11,14,GPT-1,スイカ,か,傘,1574,○,○,かさ,○,,,,11,3
11,15,GPT-1,傘,さ,桜,1901,○,○,さくら,○,,,,11,3
11,16,GPT-2,桜,ら,ラジオ,1434,○,○,らじお,○,,,,11,3
11,17,GPT-2,ラジオ,お,おにぎり,1633,○,○,おにぎり,○,,,,11,3
11,18,GPT-2,おにぎり,り,リス,2816,○,○,りす,○,,,,11,3
11,19,GPT-1,リス,す,スープ,1700,○,○,すーぷ,○,,,,11,3
11,20,GPT-1,スープ,ぷ,プール,1525,○,○,ぷーる,○,,,,11,3
11,21,GPT-1,プール,る,ルビー,2125,○,○,るびー,○,,,,11,3
11,22,GPT-2,ルビー,い,犬,3055,○,○,いぬ,○,,,,11,3
11,23,GPT-2,犬,ぬ,沼,1674,○,○,ぬま,○,,,,11,3
11,24,GPT-2,沼,ま,まくら,1436,○,○,まくら,○,,,,11,3
11,25,GPT-1,まくら,ら,落花生,3461,×,×,,×,辞書外,GPT-2,GPT-1,11,3
12,1,GPT-1,しりとり,り,りんご,1510,○,○,りんご,○,,,,11,3
12,2,GPT-1,りんご,ご,ごま,1780,○,○,ごま,○,,,,11,3
12,3,GPT-1,ごま,ま,まくら,1433,○,○,まくら,○,,,,11,3
12,4,GPT-2,まくら,ら,ラッパ,1254,○,○,らっぱ,○,,,,11,3
12,5,GPT-2,ラッパ,ぱ,パンダ,2005,○,○,ぱんだ,○,,,,11,3
12,6,GPT-2,パンダ,だ,台所,6438,○,○,だいどころ,○,,,,11,3
12,7,GPT-1,台所,ろ,ろうそく,1667,○,○,ろうそく,○,,,,11,3
12,8,GPT-1,ろうそく,く,車,2143,○,○,くるま,○,,,,11,3
12,9,GPT-1,車,ま,まぐろ,2120,○,○,まぐろ,○,,,,11,3
12,10,GPT-2,まぐろ,ろ,ろば,1423,○,○,ろば,○,,,,11,3
12,11,GPT-2,ろば,ば,バス,1304,○,○,ばす,○,,,,11,3
12,12,GPT-2,バス,す,すいか,1396,○,○,すいか,○,,,,11,3
12,13,GPT-1,すいか,か,かさ,2132,○,○,かさ,○,,,,11,3
12,14,GPT-1,かさ,さ,さかな,1678,○,○,さかな,○,,,,11,3
12,15,GPT-1,さかな,な,なべ,1720,○,○,なべ,○,,,,11,3
12,16,GPT-2,なべ,べ,ベッド,1859,○,○,べっど,○,,,,11,3
12,17,GPT-2,ベッド,ど,道路,1619,○,○,どうろ,○,,,,11,3
12,18,GPT-2,道路,ろ,ロープ,1650,○,○,ろーぷ,○,,,,11,3
12,19,GPT-1,ロープ,ぷ,プール,1528,○,○,ぷーる,○,,,,11,3
12,20,GPT-1,プール,る,ルビー,1342,○,○,るびー,○,,,,11,3
12,21,GPT-1,ルビー,い,いす,1232,○,○,いす,○,,,,11,3
12,22,GPT-2,いす,す,すずめ,1221,○,○,すずめ,○,,,,11,3
12,23,GPT-2,すずめ,め,めがね,2002,○,○,めがね,○,,,,11,3
12,24,GPT-2,めがね,ね,ねこ,1425,○,○,ねこ,○,,,,11,3
12,25,GPT-1,ねこ,こ,こたつ,1627,○,○,こたつ,○,,,,11,3
12,26,GPT-1,こたつ,つ,つくえ,1373,○,○,つくえ,○,,,,11,3
12,27,GPT-1,つくえ,え,鉛筆,1225,○,○,えんぴつ,○,,,,11,3
12,28,GPT-2,鉛筆,つ,つみき,2179,○,×,,×,辞書外,GPT-1,GPT-2,11,3
13,1,GPT-1,しりとり,り,りんご,2940,○,○,りんご,○,,,,11,3
13,2,GPT-1,りんご,ご,ごま,1430,○,○,ごま,○,,,,11,3
13,3,GPT-1,ごま,ま,まくら,1337,○,○,まくら,○,,,,11,3
13,4,GPT-2,まくら,ら,らっぱ,1668,○,○,らっぱ,○,,,,11,3
13,5,GPT-2,らっぱ,ぱ,パンダ,1093,○,○,ぱんだ,○,,,,11,3
13,6,GPT-2,パンダ,だ,だるま,1233,○,○,だるま,○,,,,11,3
13,7,GPT-1,だるま,ま,まつり,2469,○,○,まつり,○,,,,11,3
13,8,GPT-1,まつり,り,りす,1469,○,○,りす,○,,,,11,3
13,9,GPT-1,りす,す,すいか,1260,○,○,すいか,○,,,,11,3
13,10,GPT-2,すいか,か,かさ,1459,○,○,かさ,○,,,,11,3
13,11,GPT-2,かさ,さ,さくら,1517,○,○,さくら,○,,,,11,3
13,12,GPT-2,さくら,ら,ラジオ,1231,○,○,らじお,○,,,,11,3
13,13,GPT-1,ラジオ,お,おにぎり,3372,○,○,おにぎり,○,,,,11,3
13,14,GPT-1,おにぎり,り,料理,2187,○,○,りょうり,○,,,,11,3
13,15,GPT-1,料理,り,理科,2056,○,○,りか,○,,,,11,3
13,16,GPT-2,理科,か,かき,1996,○,○,かき,○,,,,11,3
13,17,GPT-2,かき,き,きつね,2494,○,○,きつね,○,,,,11,3
13,18,GPT-2,きつね,ね,ねこ,1502,○,○,ねこ,○,,,,11,3
13,19,GPT-1,ねこ,こ,こま,1694,○,○,こま,○,,,,11,3
13,20,GPT-1,こま,ま,マグロ,2528,○,○,まぐろ,○,,,,11,3
13,21,GPT-1,マグロ,ろ,ろうそく,1396,○,○,ろうそく,○,,,,11,3
13,22,GPT-2,ろうそく,く,くじら,1540,○,○,くじら,○,,,,11,3
13,23,GPT-2,くじら,ら,らくだ,1397,○,○,らくだ,○,,,,11,3
13,24,GPT-2,らくだ,だ,だちょう,2293,○,○,だちょう,○,,,,11,3
13,25,GPT-1,だちょう,う,うさぎ,1125,○,○,うさぎ,○,,,,11,3
13,26,GPT-1,うさぎ,ぎ,ギター,1952,○,○,ぎたー,○,,,,11,3
13,27,GPT-1,ギター,あ,あさ,1835,○,○,あさ,○,,,,11,3
13,28,GPT-2,あさ,さ,さかな,2756,○,○,さかな,○,,,,11,3
13,29,GPT-2,さかな,な,なす,1606,○,○,なす,○,,,,11,3
13,30,GPT-2,なす,す,すずめ,1774,○,○,すずめ,○,,,,11,3
13,31,GPT-1,すずめ,め,めだか,1314,○,○,めだか,○,,,,11,3
13,32,GPT-1,めだか,か,かぼちゃ,1312,○,○,かぼちゃ,○,,,,11,3
13,33,GPT-1,かぼちゃ,や,やさい,1751,○,○,やさい,○,,,,11,3
13,34,GPT-2,やさい,い,いちご,1555,○,○,いちご,○,,,,11,3
13,35,GPT-2,いちご,ご,ごりら,2257,○,○,ごりら,○,,,,11,3
13,36,GPT-2,ごりら,ら,らくがき,2712,○,○,らくがき,○,,,,11,3
13,37,GPT-1,らくがき,き,きのこ,2502,○,○,きのこ,○,,,,11,3
13,38,GPT-1,きのこ,こ,こたつ,1642,○,○,こたつ,○,,,,11,3
13,39,GPT-1,こたつ,つ,つみき,1252,○,×,,×,辞書外,GPT-2,GPT-1,11,3
14,1,GPT-1,しりとり,り,りんご,1822,○,○,りんご,○,,,,11,3
14,2,GPT-1,りんご,ご,ごま,1525,○,○,ごま,○,,,,11,3
14,3,GPT-1,ごま,ま,まくら,1335,○,○,まくら,○,,,,11,3
14,4,GPT-2,まくら,ら,らっぱ,1530,○,○,らっぱ,○,,,,11,3
14,5,GPT-2,らっぱ,ぱ,パンダ,2458,○,○,ぱんだ,○,,,,11,3
14,6,GPT-2,パンダ,だ,だるま,1837,○,○,だるま,○,,,,11,3
14,7,GPT-1,だるま,ま,まつり,1994,○,○,まつり,○,,,,11,3
14,8,GPT-1,まつり,り,りす,1490,○,○,りす,○,,,,11,3
14,9,GPT-1,りす,す,すいか,1431,○,○,すいか,○,,,,11,3
14,10,GPT-2,すいか,か,かさ,1409,○,○,かさ,○,,,,11,3
14,11,GPT-2,かさ,さ,さくら,1477,○,○,さくら,○,,,,11,3
14,12,GPT-2,さくら,ら,らくだ,1480,○,○,らくだ,○,,,,11,3
14,13,GPT-1,らくだ,だ,だんご,1762,○,○,だんご,○,,,,11,3
14,14,GPT-1,だんご,ご,ごりら,1982,○,○,ごりら,○,,,,11,3
14,15,GPT-1,ごりら,ら,ラジオ,1816,○,○,らじお,○,,,,11,3
14,16,GPT-2,ラジオ,お,おにぎり,1328,○,○,おにぎり,○,,,,11,3
14,17,GPT-2,おにぎり,り,料理,1667,○,○,りょうり,○,,,,11,3
14,18,GPT-2,料理,り,理科,1594,○,○,りか,○,,,,11,3
14,19,GPT-1,理科,か,カメラ,2622,○,○,かめら,○,,,,11,3
