ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
3,3,GPT-1,ごま,ま,まくら,1620,○,○,まくら,○,,,,11,1
3,4,GPT-2,まくら,ら,ラジオ,1171,○,○,らじお,○,,,,11,1
3,5,GPT-1,ラジオ,お,おにぎり,1939,○,○,おにぎり,○,,,,11,1
3,6,GPT-2,おにぎり,り,りす,1234,○,○,りす,○,,,,11,1
3,7,GPT-1,りす,す,すいか,1741,○,○,すいか,○,,,,11,1
3,8,GPT-2,すいか,か,かめ,1879,○,○,かめ,○,,,,11,1
3,9,GPT-1,かめ,め,めがね,2072,○,○,めがね,○,,,,11,1
3,10,GPT-2,めがね,ね,ねこ,2075,○,○,ねこ,○,,,,11,1
3,11,GPT-1,ねこ,こ,こたつ,1545,○,○,こたつ,○,,,,11,1
3,12,GPT-2,こたつ,つ,つくえ,1698,○,○,つくえ,○,,,,11,1
3,13,GPT-1,つくえ,え,えんぴつ,1683,○,○,えんぴつ,○,,,,11,1
3,14,GPT-2,えんぴつ,つ,つみき,1687,○,×,,×,辞書外,GPT-1,GPT-2,11,1
4,1,GPT-1,しりとり,り,りんご,1279,○,○,りんご,○,,,,11,1
4,2,GPT-2,りんご,ご,ゴリラ,1648,○,○,ごりら,○,,,,11,1
4,3,GPT-1,ゴリラ,ら,ラッパ,1418,○,○,らっぱ,○,,,,11,1
4,4,GPT-2,ラッパ,ぱ,パンダ,1686,○,○,ぱんだ,○,,,,11,1
4,5,GPT-1,パンダ,だ,大学,2060,○,○,だいがく,○,,,,11,1
4,6,GPT-2,大学,く,くじら,1573,○,○,くじら,○,,,,11,1
4,7,GPT-1,くじら,ら,ラジオ,3691,○,○,らじお,○,,,,11,1
4,8,GPT-2,ラジオ,お,温泉,1078,○,○,おんせん,×,「ん」で終了,GPT-1,GPT-2,11,1
5,1,GPT-1,しりとり,り,りんご,1077,○,○,りんご,○,,,,11,1
5,2,GPT-2,りんご,ご,ごま,1805,○,○,ごま,○,,,,11,1
5,3,GPT-1,ごま,ま,まくら,1985,○,○,まくら,○,,,,11,1
5,4,GPT-2,まくら,ら,ラッパ,1438,○,○,らっぱ,○,,,,11,1
5,5,GPT-1,ラッパ,ぱ,パンダ,3412,○,○,ぱんだ,○,,,,11,1
5,6,GPT-2,パンダ,だ,だるま,1692,○,○,だるま,○,,,,11,1
5,7,GPT-1,だるま,ま,まつり,1118,○,○,まつり,○,,,,11,1
5,8,GPT-2,まつり,り,りす,1228,○,○,りす,○,,,,11,1
5,9,GPT-1,りす,す,スイカ,1100,○,○,すいか,○,,,,11,1
5,10,GPT-2,スイカ,か,カメラ,1085,○,○,かめら,○,,,,11,1
5,11,GPT-1,カメラ,ら,ラジオ,1274,○,○,らじお,○,,,,11,1
5,12,GPT-2,ラジオ,お,おにぎり,1626,○,○,おにぎり,○,,,,11,1
5,13,GPT-1,おにぎり,り,理科,2682,○,○,りか,○,,,,11,1
5,14,GPT-2,理科,か,カーテン,1576,○,○,かーてん,×,「ん」で終了,GPT-1,GPT-2,11,1
6,1,GPT-1,しりとり,り,リンゴ,1308,○,○,りんご,○,,,,11,1
6,2,GPT-2,リンゴ,ご,ゴリラ,1315,○,○,ごりら,○,,,,11,1
6,3,GPT-1,ゴリラ,ら,ラッパ,1200,○,○,らっぱ,○,,,,11,1
6,4,GPT-2,ラッパ,ぱ,パンダ,1484,○,○,ぱんだ,○,,,,11,1
6,5,GPT-1,パンダ,だ,だるま,1168,○,○,だるま,○,,,,11,1
6,6,GPT-2,だるま,ま,まくら,1079,○,○,まくら,○,,,,11,1
6,7,GPT-1,まくら,ら,ラジオ,1480,○,○,らじお,○,,,,11,1
6,8,GPT-2,ラジオ,お,おにぎり,1665,○,○,おにぎり,○,,,,11,1
6,9,GPT-1,おにぎり,り,リス,1556,○,○,りす,○,,,,11,1
6,10,GPT-2,リス,す,スイカ,1468,○,○,すいか,○,,,,11,1
6,11,GPT-1,スイカ,か,カメラ,1325,○,○,かめら,○,,,,11,1
6,12,GPT-2,カメラ,ら,ラクダ,1922,○,○,らくだ,○,,,,11,1
6,13,GPT-1,ラクダ,だ,台所,2389,○,○,だいどころ,○,,,,11,1
6,14,GPT-2,台所,ろ,ろうそく,1524,○,○,ろうそく,○,,,,11,1
6,15,GPT-1,ろうそく,く,くるま,1435,○,○,くるま,○,,,,11,1
6,16,GPT-2,くるま,ま,マグカップ,2144,○,×,,×,辞書外,GPT-1,GPT-2,11,1
7,1,GPT-1,しりとり,り,リンゴ,1231,○,○,りんご,○,,,,11,1
7,2,GPT-2,リンゴ,ご,ゴリラ,1482,○,○,ごりら,○,,,,11,1
7,3,GPT-1,ゴリラ,ら,ラクダ,1593,○,○,らくだ,○,,,,11,1
7,4,GPT-2,ラクダ,だ,だるま,1681,○,○,だるま,○,,,,11,1
7,5,GPT-1,だるま,ま,まくら,3063,○,○,まくら,○,,,,11,1
7,6,GPT-2,まくら,ら,ラッパ,1641,○,○,らっぱ,○,,,,11,1
7,7,GPT-1,ラッパ,ぱ,パンダ,2059,○,○,ぱんだ,○,,,,11,1
7,8,GPT-2,パンダ,だ,大学,1858,○,○,だいがく,○,,,,11,1
7,9,GPT-1,大学,く,くじら,3494,○,○,くじら,○,,,,11,1
7,10,GPT-2,くじら,ら,ラジオ,1036,○,○,らじお,○,,,,11,1
7,11,GPT-1,ラジオ,お,おにぎり,1117,○,○,おにぎり,○,,,,11,1
7,12,GPT-2,おにぎり,り,リス,4819,○,○,りす,○,,,,11,1
7,13,GPT-1,リス,す,すいか,1358,○,○,すいか,○,,,,11,1
7,14,GPT-2,すいか,か,かさ,1429,○,○,かさ,○,,,,11,1
7,15,GPT-1,かさ,さ,さくら,1810,○,○,さくら,○,,,,11,1
7,16,GPT-2,さくら,ら,ラケット,2447,○,○,らけっと,○,,,,11,1
7,17,GPT-1,ラケット,と,トマト,1480,○,○,とまと,○,,,,11,1
7,18,GPT-2,トマト,と,時計,1812,○,○,とけい,○,,,,11,1
7,19,GPT-1,時計,い,椅子,1478,○,○,いす,○,,,,11,1
7,20,GPT-2,椅子,す,すずめ,1575,○,○,すずめ,○,,,,11,1
7,21,GPT-1,すずめ,め,めがね,1554,○,○,めがね,○,,,,11,1
7,22,GPT-2,めがね,ね,ねこ,1503,○,○,ねこ,○,,,,11,1
7,23,GPT-1,ねこ,こ,こたつ,1833,○,○,こたつ,○,,,,11,1
7,24,GPT-2,こたつ,つ,つくえ,1561,○,○,つくえ,○,,,,11,1
7,25,GPT-1,つくえ,え,鉛筆,1077,○,○,えんぴつ,○,,,,11,1
7,26,GPT-2,鉛筆,つ,つみき,1458,○,×,,×,辞書外,GPT-1,GPT-2,11,1
8,1,GPT-1,しりとり,り,りんご,1102,○,○,りんご,○,,,,11,1
8,2,GPT-2,りんご,ご,ゴリラ,1561,○,○,ごりら,○,,,,11,1
8,3,GPT-1,ゴリラ,ら,ラッパ,1222,○,○,らっぱ,○,,,,11,1
8,4,GPT-2,ラッパ,ぱ,パンダ,1515,○,○,ぱんだ,○,,,,11,1
8,5,GPT-1,パンダ,だ,だるま,1403,○,○,だるま,○,,,,11,1
8,6,GPT-2,だるま,ま,まくら,1591,○,○,まくら,○,,,,11,1
8,7,GPT-1,まくら,ら,ラジオ,1849,○,○,らじお,○,,,,11,1
8,8,GPT-2,ラジオ,お,おにぎり,1364,○,○,おにぎり,○,,,,11,1
8,9,GPT-1,おにぎり,り,りす,1787,○,○,りす,○,,,,11,1
8,10,GPT-2,りす,す,スイカ,1532,○,○,すいか,○,,,,11,1
8,11,GPT-1,スイカ,か,カメラ,5371,○,○,かめら,○,,,,11,1
8,12,GPT-2,カメラ,ら,らくだ,2053,○,○,らくだ,○,,,,11,1
8,13,GPT-1,らくだ,だ,大地,2299,○,○,だいち,○,,,,11,1
8,14,GPT-2,大地,ち,地図,2569,○,○,ちず,○,,,,11,1
8,15,GPT-1,地図,ず,頭蓋,1474,○,○,ずがい,○,,,,11,1
8,16,GPT-2,頭蓋,い,椅子,1233,○,○,いす,○,,,,11,1
8,17,GPT-1,椅子,す,すずめ,1134,○,○,すずめ,○,,,,11,1
8,18,GPT-2,すずめ,め,めがね,1421,○,○,めがね,○,,,,11,1
8,19,GPT-1,めがね,ね,ねこ,1494,○,○,ねこ,○,,,,11,1
8,20,GPT-2,ねこ,こ,こたつ,1208,○,○,こたつ,○,,,,11,1
8,21,GPT-1,こたつ,つ,つみき,918,○,×,,×,辞書外,GPT-2,GPT-1,11,1
9,1,GPT-1,しりとり,り,リンゴ,2705,○,○,りんご,○,,,,11,1
9,2,GPT-2,リンゴ,ご,ごま,1486,○,○,ごま,○,,,,11,1
9,3,GPT-1,ごま,ま,まくら,1231,○,○,まくら,○,,,,11,1
9,4,GPT-2,まくら,ら,ラジオ,1499,○,○,らじお,○,,,,11,1
9,5,GPT-1,ラジオ,お,おにぎり,1414,○,○,おにぎり,○,,,,11,1
9,6,GPT-2,おにぎり,り,りす,1283,○,○,りす,○,,,,11,1
9,7,GPT-1,りす,す,スイカ,1748,○,○,すいか,○,,,,11,1
9,8,GPT-2,スイカ,か,かめ,1322,○,○,かめ,○,,,,11,1
9,9,GPT-1,かめ,め,めがね,1227,○,○,めがね,○,,,,11,1
9,10,GPT-2,めがね,ね,ねこ,1722,○,○,ねこ,○,,,,11,1
9,11,GPT-1,ねこ,こ,こたつ,1475,○,○,こたつ,○,,,,11,1
9,12,GPT-2,こたつ,つ,つみき,1507,○,×,,×,辞書外,GPT-1,GPT-2,11,1
10,1,GPT-1,しりとり,り,りんご,1838,○,○,りんご,○,,,,11,1
10,2,GPT-2,りんご,ご,ごま,1293,○,○,ごま,○,,,,11,1
10,3,GPT-1,ごま,ま,マスク,1070,○,○,ますく,○,,,,11,1
10,4,GPT-2,マスク,く,クジラ,1303,○,○,くじら,○,,,,11,1
10,5,GPT-1,クジラ,ら,ラジオ,1551,○,○,らじお,○,,,,11,1
10,6,GPT-2,ラジオ,お,おにぎり,1275,○,○,おにぎり,○,,,,11,1
10,7,GPT-1,おにぎり,り,リボン,1094,○,○,りぼん,×,「ん」で終了,GPT-2,GPT-1,11,1
11,1,GPT-1,しりとり,り,りんご,1477,○,○,りんご,○,,,,11,1
11,2,GPT-2,りんご,ご,ごま,1280,○,○,ごま,○,,,,11,1
11,3,GPT-1,ごま,ま,まくら,1190,○,○,まくら,○,,,,11,1
11,4,GPT-2,まくら,ら,ラッパ,1726,○,○,らっぱ,○,,,,11,1
11,5,GPT-1,ラッパ,ぱ,パンダ,1235,○,○,ぱんだ,○,,,,11,1
11,6,GPT-2,パンダ,だ,台所,1975,○,○,だいどころ,○,,,,11,1
11,7,GPT-1,台所,ろ,ろうそく,1217,○,○,ろうそく,○,,,,11,1
11,8,GPT-2,ろうそく,く,くるま,1219,○,○,くるま,○,,,,11,1
11,9,GPT-1,くるま,ま,まつり,1503,○,○,まつり,○,,,,11,1
11,10,GPT-2,まつり,り,りす,1678,○,○,りす,○,,,,11,1
11,11,GPT-1,りす,す,すいか,1448,○,○,すいか,○,,,,11,1
11,12,GPT-2,すいか,か,鏡,1316,○,○,かがみ,○,,,,11,1
11,13,GPT-1,鏡,み,水,1803,○,○,みず,○,,,,11,1
11,14,GPT-2,水,ず,随筆,2282,○,○,ずいひつ,○,,,,11,1
11,15,GPT-1,随筆,つ,机,1573,○,○,つくえ,○,,,,11,1
11,16,GPT-2,机,え,鉛筆,1829,○,○,えんぴつ,○,,,,11,1
11,17,GPT-1,鉛筆,つ,椿,1699,○,○,つばき,○,,,,11,1
11,18,GPT-2,椿,き,きのこ,1096,○,○,きのこ,○,,,,11,1
11,19,GPT-1,きのこ,こ,こたつ,1080,○,○,こたつ,○,,,,11,1
11,20,GPT-2,こたつ,つ,つくえ,2302,○,○,つくえ,○,,,,11,1
11,21,GPT-1,つくえ,え,絵本,1260,○,○,えほん,×,「ん」で終了,GPT-2,GPT-1,11,1
12,1,GPT-1,しりとり,り,りんご,2075,○,○,りんご,○,,,,11,1
12,2,GPT-2,りんご,ご,ごま,1431,○,○,ごま,○,,,,11,1
12,3,GPT-1,ごま,ま,まくら,1324,○,○,まくら,○,,,,11,1
12,4,GPT-2,まくら,ら,ラッパ,2451,○,○,らっぱ,○,,,,11,1
12,5,GPT-1,ラッパ,ぱ,パンダ,1749,○,○,ぱんだ,○,,,,11,1
12,6,GPT-2,パンダ,だ,だるま,4610,○,○,だるま,○,,,,11,1
12,7,GPT-1,だるま,ま,マスク,1038,○,○,ますく,○,,,,11,1
12,8,GPT-2,マスク,く,くじら,1314,○,○,くじら,○,,,,11,1
12,9,GPT-1,くじら,ら,らくだ,1337,○,○,らくだ,○,,,,11,1
12,10,GPT-2,らくだ,だ,だんご,2300,○,○,だんご,○,,,,11,1
12,11,GPT-1,だんご,ご,ごぼう,2207,○,○,ごぼう,○,,,,11,1
12,12,GPT-2,ごぼう,う,うさぎ,1478,○,○,うさぎ,○,,,,11,1
12,13,GPT-1,うさぎ,ぎ,銀河,1817,○,○,ぎんが,○,,,,11,1
12,14,GPT-2,銀河,が,がく,1325,○,○,がく,○,,,,11,1
12,15,GPT-1,がく,く,くるま,2489,○,○,くるま,○,,,,11,1
12,16,GPT-2,くるま,ま,まくら,800,○,○,まくら,×,既出単語,GPT-1,GPT-2,11,1
13,1,GPT-1,しりとり,り,りんご,1341,○,○,りんご,○,,,,11,1
13,2,GPT-2,りんご,ご,ごま,1379,○,○,ごま,○,,,,11,1
13,3,GPT-1,ごま,ま,まくら,891,○,○,まくら,○,,,,11,1
13,4,GPT-2,まくら,ら,らっぱ,1701,○,○,らっぱ,○,,,,11,1
13,5,GPT-1,らっぱ,ぱ,パンダ,1556,○,○,ぱんだ,○,,,,11,1
13,6,GPT-2,パンダ,だ,台所,1268,○,○,だいどころ,○,,,,11,1
13,7,GPT-1,台所,ろ,ろうそく,1331,○,○,ろうそく,○,,,,11,1
13,8,GPT-2,ろうそく,く,くじら,1124,○,○,くじら,○,,,,11,1
13,9,GPT-1,くじら,ら,ラジオ,1345,○,○,らじお,○,,,,11,1
13,10,GPT-2,ラジオ,お,おにぎり,1135,○,○,おにぎり,○,,,,11,1
13,11,GPT-1,おにぎり,り,りす,1341,○,○,りす,○,,,,11,1
13,12,GPT-2,りす,す,すずめ,1416,○,○,すずめ,○,,,,11,1
13,13,GPT-1,すずめ,め,めだか,1334,○,○,めだか,○,,,,11,1
13,14,GPT-2,めだか,か,かさ,1107,○,○,かさ,○,,,,11,1
13,15,GPT-1,かさ,さ,さくら,2304,○,○,さくら,○,,,,11,1
13,16,GPT-2,さくら,ら,らくだ,1461,○,○,らくだ,○,,,,11,1
13,17,GPT-1,らくだ,だ,だるま,1602,○,○,だるま,○,,,,11,1
13,18,GPT-2,だるま,ま,まつり,1483,○,○,まつり,○,,,,11,1
13,19,GPT-1,まつり,り,りんご,1085,○,○,りんご,×,既出単語,GPT-2,GPT-1,11,1
14,1,GPT-1,しりとり,り,りんご,1335,○,○,りんご,○,,,,11,1
14,2,GPT-2,りんご,ご,ごま,1199,○,○,ごま,○,,,,11,1
14,3,GPT-1,ごま,ま,まくら,1135,○,○,まくら,○,,,,11,1
14,4,GPT-2,まくら,ら,ラジオ,2784,○,○,らじお,○,,,,11,1
14,5,GPT-1,ラジオ,お,おにぎり,1257,○,○,おにぎり,○,,,,11,1
14,6,GPT-2,おにぎり,り,リス,1325,○,○,りす,○,,,,11,1
14,7,GPT-1,リス,す,すずめ,1685,○,○,すずめ,○,,,,11,1
14,8,GPT-2,すずめ,め,めがね,1148,○,○,めがね,○,,,,11,1
14,9,GPT-1,めがね,ね,ねこ,1590,○,○,ねこ,○,,,,11,1
14,10,GPT-2,ねこ,こ,こたつ,1108,○,○,こたつ,○,,,,11,1
14,11,GPT-1,こたつ,つ,つくえ,1030,○,○,つくえ,○,,,,11,1
14,12,GPT-2,つくえ,え,えんぴつ,1317,○,○,えんぴつ,○,,,,11,1
14,13,GPT-1,えんぴつ,つ,つばめ,1404,○,○,つばめ,○,,,,11,1
14,14,GPT-2,つばめ,め,めだか,995,○,○,めだか,○,,,,11,1
14,15,GPT-1,めだか,か,かばん,1253,○,○,かばん,×,「ん」で終了,GPT-2,GPT-1,11,1
15,1,GPT-1,しりとり,り,りんご,1484,○,○,りんご,○,,,,11,1
15,2,GPT-2,りんご,ご,ごま,1417,○,○,ごま,○,,,,11,1
15,3,GPT-1,ごま,ま,まくら,1122,○,○,まくら,○,,,,11,1
15,4,GPT-2,まくら,ら,ラッパ,1127,○,○,らっぱ,○,,,,11,1
15,5,GPT-1,ラッパ,ぱ,パンダ,1539,○,○,ぱんだ,○,,,,11,1
15,6,GPT-2,パンダ,だ,だるま,2036,○,○,だるま,○,,,,11,1
15,7,GPT-1,だるま,ま,まつり,1015,○,○,まつり,○,,,,11,1
15,8,GPT-2,まつり,り,りす,1376,○,○,りす,○,,,,11,1
15,9,GPT-1,りす,す,すいか,1912,○,○,すいか,○,,,,11,1
15,10,GPT-2,すいか,か,かさ,919,○,○,かさ,○,,,,11,1
15,11,GPT-1,かさ,さ,さくら,1496,○,○,さくら,○,,,,11,1
15,12,GPT-2,さくら,ら,ラジオ,1268,○,○,らじお,○,,,,11,1
15,13,GPT-1,ラジオ,お,おにぎり,1227,○,○,おにぎり,○,,,,11,1
15,14,GPT-2,おにぎり,り,料理,2507,○,○,りょうり,○,,,,11,1
15,15,GPT-1,料理,り,理科,2656,○,○,りか,○,,,,11,1
15,16,GPT-2,理科,か,鏡 qq的天天中彩票娱乐登陆,1282,×,×,,×,辞書外,GPT-1,GPT-2,11,1
16,1,GPT-1,しりとり,り,りんご,1123,○,○,りんご,○,,,,11,1
16,2,GPT-2,りんご,ご,ごま,1227,○,○,ごま,○,,,,11,1
16,3,GPT-1,ごま,ま,まくら,1386,○,○,まくら,○,,,,11,1
16,4,GPT-2,まくら,ら,ラジオ,1258,○,○,らじお,○,,,,11,1
16,5,GPT-1,ラジオ,お,おにぎり,1321,○,○,おにぎり,○,,,,11,1
16,6,GPT-2,おにぎり,り,りす,1347,○,○,りす,○,,,,11,1
16,7,GPT-1,りす,す,すいか,976,○,○,すいか,○,,,,11,1
16,8,GPT-2,すいか,か,かめ,1452,○,○,かめ,○,,,,11,1
16,9,GPT-1,かめ,め,めがね,1368,○,○,めがね,○,,,,11,1
16,10,GPT-2,めがね,ね,ねこ,1055,○,○,ねこ,○,,,,11,1
16,11,GPT-1,ねこ,こ,こま,3644,○,○,こま,○,,,,11,1
16,12,GPT-2,こま,ま,まくら,1085,○,○,まくら,×,既出単語,GPT-1,GPT-2,11,1
17,1,GPT-1,しりとり,り,りんご,1472,○,○,りんご,○,,,,11,1
17,2,GPT-2,りんご,ご,ごま,1331,○,○,ごま,○,,,,11,1
17,3,GPT-1,ごま,ま,まくら,917,○,○,まくら,○,,,,11,1
17,4,GPT-2,まくら,ら,ラッパ,1197,○,○,らっぱ,○,,,,11,1
17,5,GPT-1,ラッパ,ぱ,パンダ,1488,○,○,ぱんだ,○,,,,11,1
17,6,GPT-2,パンダ,だ,台所,3353,○,○,だいどころ,○,,,,11,1
17,7,GPT-1,台所,ろ,ろうそく,1741,○,○,ろうそく,○,,,,11,1
17,8,GPT-2,ろうそく,く,くじら,2765,○,○,くじら,○,,,,11,1
17,9,GPT-1,くじら,ら,らくだ,4053,○,○,らくだ,○,,,,11,1
17,10,GPT-2,らくだ,だ,だるま,3505,○,○,だるま,○,,,,11,1
17,11,GPT-1,だるま,ま,まつり,3923,○,○,まつり,○,,,,11,1
17,12,GPT-2,まつり,り,リス,1789,○,○,りす,○,,,,11,1
17,13,GPT-1,リス,す,すいか,1272,○,○,すいか,○,,,,11,1
17,14,GPT-2,すいか,か,かえる,2853,○,○,かえる,○,,,,11,1
17,15,GPT-1,かえる,る,留守,2461,○,○,るす,○,,,,11,1
17,16,GPT-2,留守,す,すずめ,1667,○,○,すずめ,○,,,,11,1
17,17,GPT-1,すずめ,め,めだか,1708,○,○,めだか,○,,,,11,1
17,18,GPT-2,めだか,か,カメラ,2052,○,○,かめら,○,,,,11,1
17,19,GPT-1,カメラ,ら,ラジオ,1150,○,○,らじお,○,,,,11,1
17,20,GPT-2,ラジオ,お,おにぎり,1835,○,○,おにぎり,○,,,,11,1
17,21,GPT-1,おにぎり,り,料理,1962,○,○,りょうり,○,,,,11,1
17,22,GPT-2,料理,り,理科,2074,○,○,りか,○,,,,11,1
17,23,GPT-1,理科,か,カーテン,1256,○,○,かーてん,×,「ん」で終了,GPT-2,GPT-1,11,1
18,1,GPT-1,しりとり,り,りんご,993,○,○,りんご,○,,,,11,1
18,2,GPT-2,りんご,ご,ゴリラ,1989,○,○,ごりら,○,,,,11,1
18,3,GPT-1,ゴリラ,ら,ラジオ,1488,○,○,らじお,○,,,,11,1
18,4,GPT-2,ラジオ,お,おにぎり,1733,○,○,おにぎり,○,,,,11,1
18,5,GPT-1,おにぎり,り,リス,1693,○,○,りす,○,,,,11,1
18,6,GPT-2,リス,す,スイカ,3678,○,○,すいか,○,,,,11,1
18,7,GPT-1,スイカ,か,カメラ,2297,○,○,かめら,○,,,,11,1
18,8,GPT-2,カメラ,ら,ラッパ,3126,○,○,らっぱ,○,,,,11,1
18,9,GPT-1,ラッパ,ぱ,パンダ,1331,○,○,ぱんだ,○,,,,11,1
18,10,GPT-2,パンダ,だ,だるま,3307,○,○,だるま,○,,,,11,1
18,11,GPT-1,だるま,ま,まくら,886,○,○,まくら,○,,,,11,1
18,12,GPT-2,まくら,ら,らくだ,1898,○,○,らくだ,○,,,,11,1
18,13,GPT-1,らくだ,だ,大学,2573,○,○,だいがく,○,,,,11,1
18,14,GPT-2,大学,く,車,1421,○,○,くるま,○,,,,11,1
18,15,GPT-1,車,ま,まつり,1780,○,○,まつり,○,,,,11,1
18,16,GPT-2,まつり,り,料理,3376,○,○,りょうり,○,,,,11,1
18,17,GPT-1,料理,り,理科,3072,○,○,りか,○,,,,11,1
18,18,GPT-2,理科,か,鏡,1199,○,○,かがみ,○,,,,11,1
18,19,GPT-1,鏡,み,水,1461,○,○,みず,○,,,,11,1
18,20,GPT-2,水,ず,ずこう,1944,○,○,ずこう,○,,,,11,1
18,21,GPT-1,ずこう,う,うさぎ,1318,○,○,うさぎ,○,,,,11,1
18,22,GPT-2,うさぎ,ぎ,銀河,1390,○,○,ぎんが,○,,,,11,1
18,23,GPT-1,銀河,が,学校,1587,○,○,がっこう,○,,,,11,1
18,24,GPT-2,学校,う,海,1374,○,○,うみ,○,,,,11,1
18,25,GPT-1,海,み,水,2520,○,○,みず,×,既出単語,GPT-2,GPT-1,11,1
19,1,GPT-1,しりとり,り,りんご,1589,○,○,りんご,○,,,,11,1
19,2,GPT-2,りんご,ご,ごま,1068,○,○,ごま,○,,,,11,1
19,3,GPT-1,ごま,ま,まくら,1185,○,○,まくら,○,,,,11,1
19,4,GPT-2,まくら,ら,ラッパ,3724,○,○,らっぱ,○,,,,11,1
19,5,GPT-1,ラッパ,ぱ,パンダ,1374,○,○,ぱんだ,○,,,,11,1
19,6,GPT-2,パンダ,だ,だるま,1342,○,○,だるま,○,,,,11,1
19,7,GPT-1,だるま,ま,マスク,1433,○,○,ますく,○,,,,11,1
19,8,GPT-2,マスク,く,くじら,872,○,○,くじら,○,,,,11,1
19,9,GPT-1,くじら,ら,ラクダ,1527,○,○,らくだ,○,,,,11,1
19,10,GPT-2,ラクダ,だ,大学,1842,○,○,だいがく,○,,,,11,1
19,11,GPT-1,大学,く,クジラ,1433,○,○,くじら,○,,,,11,1
19,12,GPT-2,クジラ,ら,ラジオ,1278,○,○,らじお,○,,,,11,1
19,13,GPT-1,ラジオ,お,おにぎり,1280,○,○,おにぎり,○,,,,11,1
19,14,GPT-2,おにぎり,り,りす,1488,○,○,りす,○,,,,11,1
19,15,GPT-1,りす,す,スイカ,1245,○,○,すいか,○,,,,11,1
19,16,GPT-2,スイカ,か,カメラ,1151,○,○,かめら,○,,,,11,1
19,17,GPT-1,カメラ,ら,落花生,2353,×,×,,×,辞書外,GPT-2,GPT-1,11,1
20,1,GPT-1,しりとり,り,りんご,1134,○,○,りんご,○,,,,11,1
20,2,GPT-2,りんご,ご,ごま,1141,○,○,ごま,○,,,,11,1
20,3,GPT-1,ごま,ま,まくら,1273,○,○,まくら,○,,,,11,1
20,4,GPT-2,まくら,ら,ラッパ,1236,○,○,らっぱ,○,,,,11,1
20,5,GPT-1,ラッパ,ぱ,パンダ,1354,○,○,ぱんだ,○,,,,11,1
20,6,GPT-2,パンダ,だ,だるま,2349,○,○,だるま,○,,,,11,1
20,7,GPT-1,だるま,ま,マスク,1330,○,○,ますく,○,,,,11,1
20,8,GPT-2,マスク,く,くるま,1447,○,○,くるま,○,,,,11,1
20,9,GPT-1,くるま,ま,まつり,2041,○,○,まつり,○,,,,11,1
20,10,GPT-2,まつり,り,りす,1498,○,○,りす,○,,,,11,1
20,11,GPT-1,りす,す,スイカ,1558,○,○,すいか,○,,,,11,1
20,12,GPT-2,スイカ,か,カメラ,1045,○,○,かめら,○,,,,11,1
