ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
2,27,GPT-1,ラジオ,お,おにぎり,2220,○,○,おにぎり,○,,,,30,1
2,28,GPT-2,おにぎり,り,リス,3194,○,○,りす,○,,,,30,1
2,29,GPT-1,リス,す,スズメ,2300,○,○,すずめ,○,,,,30,1
2,30,GPT-2,スズメ,め,めかぶ,3174,○,○,めかぶ,○,,,,30,1
2,31,GPT-1,めかぶ,ぶ,ぶどう,1452,○,○,ぶどう,○,,,,30,1
2,32,GPT-2,ぶどう,う,うさぎ,2524,○,○,うさぎ,○,,,,30,1
2,33,GPT-1,うさぎ,ぎ,銀行,1532,○,○,ぎんこう,○,,,,30,1
2,34,GPT-2,銀行,う,宇宙,2082,○,○,うちゅう,○,,,,30,1
2,35,GPT-1,宇宙,う,うちわ,1375,○,○,うちわ,○,,,,30,1
2,36,GPT-2,うちわ,わ,ワニ,2021,○,○,わに,○,,,,30,1
2,37,GPT-1,ワニ,に,庭,2232,○,○,にわ,○,,,,30,1
2,38,GPT-2,庭,わ,わさび,1777,○,○,わさび,○,,,,30,1
2,39,GPT-1,わさび,び,ビール,2147,○,○,びーる,○,,,,30,1
2,40,GPT-2,ビール,る,ルビー,1893,○,○,るびー,○,,,,30,1
2,41,GPT-1,ルビー,い,いちご,6872,○,○,いちご,○,,,,30,1
2,42,GPT-2,いちご,ご,ゴリラ,1889,○,○,ごりら,○,,,,30,1
2,43,GPT-1,ゴリラ,ら,ラクダ,4164,○,○,らくだ,○,,,,30,1
2,44,GPT-2,ラクダ,だ,大地,2741,○,○,だいち,○,,,,30,1
2,45,GPT-1,大地,ち,地図,1949,○,○,ちず,○,,,,30,1
2,46,GPT-2,地図,ず,ズッキーニ,2058,○,○,ずっきーに,○,,,,30,1
2,47,GPT-1,ズッキーニ,に,虹,4130,○,○,にじ,○,,,,30,1
2,48,GPT-2,虹,じ,磁石,2161,○,○,じしゃく,○,,,,30,1
2,49,GPT-1,磁石,く,クジラ,1634,○,○,くじら,○,,,,30,1
2,50,GPT-2,クジラ,ら,ラッコ,3316,○,○,らっこ,○,,,,30,1
2,51,GPT-1,ラッコ,こ,こたつ,2600,○,○,こたつ,○,,,,30,1
2,52,GPT-2,こたつ,つ,つみき,2978,○,×,,×,辞書外,GPT-1,GPT-2,30,1
3,1,GPT-1,しりとり,り,りんご,1489,○,○,りんご,○,,,,30,1
3,2,GPT-2,りんご,ご,ごま,1581,○,○,ごま,○,,,,30,1
3,3,GPT-1,ごま,ま,まくら,2639,○,○,まくら,○,,,,30,1
3,4,GPT-2,まくら,ら,らっぱ,1887,○,○,らっぱ,○,,,,30,1
3,5,GPT-1,らっぱ,ぱ,パンダ,1619,○,○,ぱんだ,○,,,,30,1
3,6,GPT-2,パンダ,だ,だるま,1919,○,○,だるま,○,,,,30,1
3,7,GPT-1,だるま,ま,まぐろ,3911,○,○,まぐろ,○,,,,30,1
3,8,GPT-2,まぐろ,ろ,ろうそく,1913,○,○,ろうそく,○,,,,30,1
3,9,GPT-1,ろうそく,く,くも,3463,○,○,くも,○,,,,30,1
3,10,GPT-2,くも,も,もぐら,3237,○,○,もぐら,○,,,,30,1
3,11,GPT-1,もぐら,ら,らくだ,2726,○,○,らくだ,○,,,,30,1
3,12,GPT-2,らくだ,だ,だんご,2900,○,○,だんご,○,,,,30,1
3,13,GPT-1,だんご,ご,ごりら,2088,○,○,ごりら,○,,,,30,1
3,14,GPT-2,ごりら,ら,ランプ,2526,○,○,らんぷ,○,,,,30,1
3,15,GPT-1,ランプ,ぷ,プール,1567,○,○,ぷーる,○,,,,30,1
3,16,GPT-2,プール,る,るり,1843,○,○,るり,○,,,,30,1
3,17,GPT-1,るり,り,りす,1481,○,○,りす,○,,,,30,1
3,18,GPT-2,りす,す,すいか,2818,○,○,すいか,○,,,,30,1
3,19,GPT-1,すいか,か,かさ,2297,○,○,かさ,○,,,,30,1
3,20,GPT-2,かさ,さ,さくら,2573,○,○,さくら,○,,,,30,1
3,21,GPT-1,さくら,ら,ラジオ,2632,○,○,らじお,○,,,,30,1
3,22,GPT-2,ラジオ,お,おにぎり,1776,○,○,おにぎり,○,,,,30,1
3,23,GPT-1,おにぎり,り,りか,2246,○,○,りか,○,,,,30,1
3,24,GPT-2,りか,か,かき,1738,○,○,かき,○,,,,30,1
3,25,GPT-1,かき,き,きつね,2392,○,○,きつね,○,,,,30,1
3,26,GPT-2,きつね,ね,ねこ,1623,○,○,ねこ,○,,,,30,1
3,27,GPT-1,ねこ,こ,こいぬ,3825,○,○,こいぬ,○,,,,30,1
3,28,GPT-2,こいぬ,ぬ,ぬいぐるみ,1491,○,○,ぬいぐるみ,○,,,,30,1
3,29,GPT-1,ぬいぐるみ,み,みず,3519,○,○,みず,○,,,,30,1
3,30,GPT-2,みず,ず,ずこう,1637,○,○,ずこう,○,,,,30,1
3,31,GPT-1,ずこう,う,うさぎ,1785,○,○,うさぎ,○,,,,30,1
3,32,GPT-2,うさぎ,ぎ,銀行,1791,○,○,ぎんこう,○,,,,30,1
3,33,GPT-1,銀行,う,うみ,1840,○,○,うみ,○,,,,30,1
3,34,GPT-2,うみ,み,ミサイル,5142,○,○,みさいる,○,,,,30,1
3,35,GPT-1,ミサイル,る,留守,1883,○,○,るす,○,,,,30,1
3,36,GPT-2,留守,す,すずめ,1366,○,○,すずめ,○,,,,30,1
3,37,GPT-1,すずめ,め,めだか,2082,○,○,めだか,○,,,,30,1
3,38,GPT-2,めだか,か,かめ,1828,○,○,かめ,○,,,,30,1
3,39,GPT-1,かめ,め,めがね,1837,○,○,めがね,○,,,,30,1
3,40,GPT-2,めがね,ね,ねずみ,5410,○,○,ねずみ,○,,,,30,1
3,41,GPT-1,ねずみ,み,みそ,2079,○,○,みそ,○,,,,30,1
3,42,GPT-2,みそ,そ,そら,1990,○,○,そら,○,,,,30,1
3,43,GPT-1,そら,ら,らっきょう,2349,○,○,らっきょう,○,,,,30,1
3,44,GPT-2,らっきょう,う,うし,2456,○,○,うし,○,,,,30,1
3,45,GPT-1,うし,し,しお,2754,○,○,しお,○,,,,30,1
3,46,GPT-2,しお,お,おゆ,4691,○,×,,×,辞書外,GPT-1,GPT-2,30,1
4,1,GPT-1,しりとり,り,りんご,1954,○,○,りんご,○,,,,30,1
4,2,GPT-2,りんご,ご,ごま,1641,○,○,ごま,○,,,,30,1
4,3,GPT-1,ごま,ま,まくら,2710,○,○,まくら,○,,,,30,1
4,4,GPT-2,まくら,ら,ラッパ,1826,○,○,らっぱ,○,,,,30,1
4,5,GPT-1,ラッパ,ぱ,パンダ,1699,○,○,ぱんだ,○,,,,30,1
4,6,GPT-2,パンダ,だ,台,2042,○,○,だい,○,,,,30,1
4,7,GPT-1,台,い,犬,1946,○,○,いぬ,○,,,,30,1
4,8,GPT-2,犬,ぬ,沼,2446,○,○,ぬま,○,,,,30,1
4,9,GPT-1,沼,ま,窓,3147,○,○,まど,○,,,,30,1
4,10,GPT-2,窓,ど,道路,2205,○,○,どうろ,○,,,,30,1
4,11,GPT-1,道路,ろ,ろうそく,1939,○,○,ろうそく,○,,,,30,1
4,12,GPT-2,ろうそく,く,くま,3785,○,○,くま,○,,,,30,1
4,13,GPT-1,くま,ま,まつり,1889,○,○,まつり,○,,,,30,1
4,14,GPT-2,まつり,り,りす,1625,○,○,りす,○,,,,30,1
4,15,GPT-1,りす,す,すずめ,2666,○,○,すずめ,○,,,,30,1
4,16,GPT-2,すずめ,め,めだか,1675,○,○,めだか,○,,,,30,1
4,17,GPT-1,めだか,か,カメラ,2203,○,○,かめら,○,,,,30,1
4,18,GPT-2,カメラ,ら,ラジオ,1548,○,○,らじお,○,,,,30,1
4,19,GPT-1,ラジオ,お,おにぎり,1634,○,○,おにぎり,○,,,,30,1
4,20,GPT-2,おにぎり,り,料理,3756,○,○,りょうり,○,,,,30,1
4,21,GPT-1,料理,り,理科,2470,○,○,りか,○,,,,30,1
4,22,GPT-2,理科,か,かさ,1554,○,○,かさ,○,,,,30,1
4,23,GPT-1,かさ,さ,さくら,1844,○,○,さくら,○,,,,30,1
4,24,GPT-2,さくら,ら,ラケット,2917,○,○,らけっと,○,,,,30,1
4,25,GPT-1,ラケット,と,時計,1635,○,○,とけい,○,,,,30,1
4,26,GPT-2,時計,い,いす,3123,○,○,いす,○,,,,30,1
4,27,GPT-1,いす,す,すみれ,4306,○,○,すみれ,○,,,,30,1
4,28,GPT-2,すみれ,れ,れんが,1733,○,○,れんが,○,,,,30,1
4,29,GPT-1,れんが,が,ガラス,1766,○,○,がらす,○,,,,30,1
4,30,GPT-2,ガラス,す,すいか,1815,○,○,すいか,○,,,,30,1
4,31,GPT-1,すいか,か,かき,2458,○,○,かき,○,,,,30,1
4,32,GPT-2,かき,き,きつね,2459,○,○,きつね,○,,,,30,1
4,33,GPT-1,きつね,ね,ねこ,1327,○,○,ねこ,○,,,,30,1
4,34,GPT-2,ねこ,こ,コアラ,1915,○,○,こあら,○,,,,30,1
4,35,GPT-1,コアラ,ら,らくだ,1977,○,○,らくだ,○,,,,30,1
4,36,GPT-2,らくだ,だ,だるま,1534,○,○,だるま,○,,,,30,1
4,37,GPT-1,だるま,ま,まぐろ,1637,○,○,まぐろ,○,,,,30,1
4,38,GPT-2,まぐろ,ろ,ろば,1962,○,○,ろば,○,,,,30,1
4,39,GPT-1,ろば,ば,バナナ,2199,○,○,ばなな,○,,,,30,1
4,40,GPT-2,バナナ,な,なす,2151,○,○,なす,○,,,,30,1
4,41,GPT-1,なす,す,すずり,4619,○,○,すずり,○,,,,30,1
4,42,GPT-2,すずり,り,輪郭,2786,○,○,りんかく,○,,,,30,1
4,43,GPT-1,輪郭,く,孔雀,4990,○,○,くじゃく,○,,,,30,1
4,44,GPT-2,孔雀,く,くじら,1821,○,○,くじら,○,,,,30,1
4,45,GPT-1,くじら,ら,ランプ,3257,○,○,らんぷ,○,,,,30,1
4,46,GPT-2,ランプ,ぷ,プール,1534,○,○,ぷーる,○,,,,30,1
4,47,GPT-1,プール,る,ルビー,3224,○,○,るびー,○,,,,30,1
4,48,GPT-2,ルビー,い,いちご,2831,○,○,いちご,○,,,,30,1
4,49,GPT-1,いちご,ご,ごりら,3347,○,○,ごりら,○,,,,30,1
4,50,GPT-2,ごりら,ら,らっきょう,2038,○,○,らっきょう,○,,,,30,1
4,51,GPT-1,らっきょう,う,うさぎ,1519,○,○,うさぎ,○,,,,30,1
4,52,GPT-2,うさぎ,ぎ,銀河,1704,○,○,ぎんが,○,,,,30,1
4,53,GPT-1,銀河,が,がく,2492,○,○,がく,○,,,,30,1
4,54,GPT-2,がく,く,くつ,2563,○,○,くつ,○,,,,30,1
4,55,GPT-1,くつ,つ,つみき,1942,○,×,,×,辞書外,GPT-2,GPT-1,30,1
5,1,GPT-1,しりとり,り,りんご,1493,○,○,りんご,○,,,,30,1
5,2,GPT-2,りんご,ご,ごま,1752,○,○,ごま,○,,,,30,1
5,3,GPT-1,ごま,ま,まくら,1805,○,○,まくら,○,,,,30,1
5,4,GPT-2,まくら,ら,らっぱ,1706,○,○,らっぱ,○,,,,30,1
5,5,GPT-1,らっぱ,ぱ,パンダ,1901,○,○,ぱんだ,○,,,,30,1
5,6,GPT-2,パンダ,だ,台所,3039,○,○,だいどころ,○,,,,30,1
5,7,GPT-1,台所,ろ,ろうそく,1719,○,○,ろうそく,○,,,,30,1
5,8,GPT-2,ろうそく,く,くじら,3182,○,○,くじら,○,,,,30,1
5,9,GPT-1,くじら,ら,らくだ,1825,○,○,らくだ,○,,,,30,1
5,10,GPT-2,らくだ,だ,だるま,1716,○,○,だるま,○,,,,30,1
5,11,GPT-1,だるま,ま,まつり,1313,○,○,まつり,○,,,,30,1
5,12,GPT-2,まつり,り,りす,1601,○,○,りす,○,,,,30,1
5,13,GPT-1,りす,す,すいか,1714,○,○,すいか,○,,,,30,1
5,14,GPT-2,すいか,か,かき,2382,○,○,かき,○,,,,30,1
5,15,GPT-1,かき,き,きつね,2312,○,○,きつね,○,,,,30,1
5,16,GPT-2,きつね,ね,ねこ,1446,○,○,ねこ,○,,,,30,1
5,17,GPT-1,ねこ,こ,こま,1582,○,○,こま,○,,,,30,1
5,18,GPT-2,こま,ま,まぐろ,1837,○,○,まぐろ,○,,,,30,1
5,19,GPT-1,まぐろ,ろ,ろば,2066,○,○,ろば,○,,,,30,1
5,20,GPT-2,ろば,ば,ばら,1634,○,○,ばら,○,,,,30,1
5,21,GPT-1,ばら,ら,らんぷ,1834,○,○,らんぷ,○,,,,30,1
5,22,GPT-2,らんぷ,ぷ,プール,1340,○,○,ぷーる,○,,,,30,1
5,23,GPT-1,プール,る,るす,1835,○,○,るす,○,,,,30,1
5,24,GPT-2,るす,す,すずめ,2306,○,○,すずめ,○,,,,30,1
5,25,GPT-1,すずめ,め,めだか,2075,○,○,めだか,○,,,,30,1
5,26,GPT-2,めだか,か,かえる,1751,○,○,かえる,○,,,,30,1
5,27,GPT-1,かえる,る,るつぼ,1903,○,○,るつぼ,○,,,,30,1
5,28,GPT-2,るつぼ,ぼ,ぼうし,1553,○,○,ぼうし,○,,,,30,1
5,29,GPT-1,ぼうし,し,しか,1523,○,○,しか,○,,,,30,1
5,30,GPT-2,しか,か,かさ,1994,○,○,かさ,○,,,,30,1
5,31,GPT-1,かさ,さ,さくら,1579,○,○,さくら,○,,,,30,1
5,32,GPT-2,さくら,ら,ラジオ,2265,○,○,らじお,○,,,,30,1
5,33,GPT-1,ラジオ,お,おにぎり,2242,○,○,おにぎり,○,,,,30,1
5,34,GPT-2,おにぎり,り,料理,2495,○,○,りょうり,○,,,,30,1
5,35,GPT-1,料理,り,理科,2632,○,○,りか,○,,,,30,1
5,36,GPT-2,理科,か,かも,2534,○,○,かも,○,,,,30,1
5,37,GPT-1,かも,も,もぐら,1793,○,○,もぐら,○,,,,30,1
5,38,GPT-2,もぐら,ら,らっきょう,2016,○,○,らっきょう,○,,,,30,1
5,39,GPT-1,らっきょう,う,うさぎ,1688,○,○,うさぎ,○,,,,30,1
5,40,GPT-2,うさぎ,ぎ,ぎんこう,2172,○,○,ぎんこう,○,,,,30,1
5,41,GPT-1,ぎんこう,う,うちわ,4127,○,○,うちわ,○,,,,30,1
5,42,GPT-2,うちわ,わ,わに,2245,○,○,わに,○,,,,30,1
5,43,GPT-1,わに,に,にじ,1993,○,○,にじ,○,,,,30,1
5,44,GPT-2,にじ,じ,じてんしゃ,1942,○,×,,×,辞書外,GPT-1,GPT-2,30,1
6,1,GPT-1,しりとり,り,リス,3378,○,○,りす,○,,,,30,1
6,2,GPT-2,リス,す,スイカ,1881,○,○,すいか,○,,,,30,1
6,3,GPT-1,スイカ,か,カメラ,1297,○,○,かめら,○,,,,30,1
6,4,GPT-2,カメラ,ら,ラッパ,1751,○,○,らっぱ,○,,,,30,1
6,5,GPT-1,ラッパ,ぱ,パンダ,1536,○,○,ぱんだ,○,,,,30,1
6,6,GPT-2,パンダ,だ,大学,2699,○,○,だいがく,○,,,,30,1
6,7,GPT-1,大学,く,クジラ,2730,○,○,くじら,○,,,,30,1
6,8,GPT-2,クジラ,ら,ラジオ,1784,○,○,らじお,○,,,,30,1
6,9,GPT-1,ラジオ,お,おにぎり,1723,○,○,おにぎり,○,,,,30,1
6,10,GPT-2,おにぎり,り,りんご,1846,○,○,りんご,○,,,,30,1
6,11,GPT-1,りんご,ご,ごま,2549,○,○,ごま,○,,,,30,1
6,12,GPT-2,ごま,ま,まくら,1748,○,○,まくら,○,,,,30,1
6,13,GPT-1,まくら,ら,らくだ,2047,○,○,らくだ,○,,,,30,1
6,14,GPT-2,らくだ,だ,だるま,2078,○,○,だるま,○,,,,30,1
6,15,GPT-1,だるま,ま,まつり,1434,○,○,まつり,○,,,,30,1
6,16,GPT-2,まつり,り,料理,2373,○,○,りょうり,○,,,,30,1
6,17,GPT-1,料理,り,理科,3918,○,○,りか,○,,,,30,1
6,18,GPT-2,理科,か,かさ,1667,○,○,かさ,○,,,,30,1
6,19,GPT-1,かさ,さ,さくら,1833,○,○,さくら,○,,,,30,1
6,20,GPT-2,さくら,ら,ランプ,2421,○,○,らんぷ,○,,,,30,1
6,21,GPT-1,ランプ,ぷ,プール,1556,○,○,ぷーる,○,,,,30,1
6,22,GPT-2,プール,る,ルビー,2142,○,○,るびー,○,,,,30,1
6,23,GPT-1,ルビー,い,いちご,1970,○,○,いちご,○,,,,30,1
6,24,GPT-2,いちご,ご,ごりら,2760,○,○,ごりら,○,,,,30,1
6,25,GPT-1,ごりら,ら,ラベル,2788,○,○,らべる,○,,,,30,1
6,26,GPT-2,ラベル,る,ルーム,2899,○,○,るーむ,○,,,,30,1
6,27,GPT-1,ルーム,む,むし,1682,○,○,むし,○,,,,30,1
6,28,GPT-2,むし,し,塩,1999,○,○,しお,○,,,,30,1
6,29,GPT-1,塩,お,お菓子,2443,○,×,,×,辞書外,GPT-2,GPT-1,30,1
7,1,GPT-1,しりとり,り,りんご,1502,○,○,りんご,○,,,,30,1
7,2,GPT-2,りんご,ご,ごま,1632,○,○,ごま,○,,,,30,1
7,3,GPT-1,ごま,ま,まくら,2625,○,○,まくら,○,,,,30,1
7,4,GPT-2,まくら,ら,ラッパ,1933,○,○,らっぱ,○,,,,30,1
7,5,GPT-1,ラッパ,ぱ,パンダ,2055,○,○,ぱんだ,○,,,,30,1
7,6,GPT-2,パンダ,だ,だるま,3008,○,○,だるま,○,,,,30,1
7,7,GPT-1,だるま,ま,まぐろ,1646,○,○,まぐろ,○,,,,30,1
7,8,GPT-2,まぐろ,ろ,ろうそく,1791,○,○,ろうそく,○,,,,30,1
7,9,GPT-1,ろうそく,く,くじら,1711,○,○,くじら,○,,,,30,1
7,10,GPT-2,くじら,ら,ラジオ,2016,○,○,らじお,○,,,,30,1
7,11,GPT-1,ラジオ,お,おにぎり,2047,○,○,おにぎり,○,,,,30,1
7,12,GPT-2,おにぎり,り,りす,1739,○,○,りす,○,,,,30,1
7,13,GPT-1,りす,す,すいか,1401,○,○,すいか,○,,,,30,1
7,14,GPT-2,すいか,か,かさ,2339,○,○,かさ,○,,,,30,1
7,15,GPT-1,かさ,さ,さくら,2000,○,○,さくら,○,,,,30,1
7,16,GPT-2,さくら,ら,らくだ,1964,○,○,らくだ,○,,,,30,1
7,17,GPT-1,らくだ,だ,だちょう,2363,○,○,だちょう,○,,,,30,1
7,18,GPT-2,だちょう,う,うさぎ,1823,○,○,うさぎ,○,,,,30,1
7,19,GPT-1,うさぎ,ぎ,銀河,2212,○,○,ぎんが,○,,,,30,1
7,20,GPT-2,銀河,が,学校,1866,○,○,がっこう,○,,,,30,1
7,21,GPT-1,学校,う,海,1922,○,○,うみ,○,,,,30,1
7,22,GPT-2,海,み,水,2053,○,○,みず,○,,,,30,1
7,23,GPT-1,水,ず,頭痛,1960,○,○,ずつう,○,,,,30,1
7,24,GPT-2,頭痛,う,宇宙,2719,○,○,うちゅう,○,,,,30,1
7,25,GPT-1,宇宙,う,うちわ,1936,○,○,うちわ,○,,,,30,1
7,26,GPT-2,うちわ,わ,わに,1718,○,○,わに,○,,,,30,1
7,27,GPT-1,わに,に,にわとり,1714,○,○,にわとり,○,,,,30,1
7,28,GPT-2,にわとり,り,理科,3304,○,○,りか,○,,,,30,1
7,29,GPT-1,理科,か,かぶと,5295,○,○,かぶと,○,,,,30,1
7,30,GPT-2,かぶと,と,時計,1986,○,○,とけい,○,,,,30,1
7,31,GPT-1,時計,い,いす,1665,○,○,いす,○,,,,30,1
7,32,GPT-2,いす,す,スープ,5120,○,○,すーぷ,○,,,,30,1
7,33,GPT-1,スープ,ぷ,プール,1806,○,○,ぷーる,○,,,,30,1
7,34,GPT-2,プール,る,ルビー,2160,○,○,るびー,○,,,,30,1
7,35,GPT-1,ルビー,い,いぬ,4012,○,○,いぬ,○,,,,30,1
7,36,GPT-2,いぬ,ぬ,ぬいぐるみ,1838,○,○,ぬいぐるみ,○,,,,30,1
7,37,GPT-1,ぬいぐるみ,み,みどり,2298,○,○,みどり,○,,,,30,1
7,38,GPT-2,みどり,り,料理,1688,○,○,りょうり,○,,,,30,1
7,39,GPT-1,料理,り,リズム,3995,○,○,りずむ,○,,,,30,1
7,40,GPT-2,リズム,む,むし,2503,○,○,むし,○,,,,30,1
7,41,GPT-1,むし,し,しお,2717,○,○,しお,○,,,,30,1
7,42,GPT-2,しお,お,おおかみ,3654,○,○,おおかみ,○,,,,30,1
7,43,GPT-1,おおかみ,み,みず,1965,○,○,みず,○,,,,30,1
7,44,GPT-2,みず,ず,図工,1672,○,○,ずこう,○,,,,30,1
7,45,GPT-1,図工,う,馬,2428,○,○,うま,○,,,,30,1
7,46,GPT-2,馬,ま,まつり,2243,○,○,まつり,○,,,,30,1
7,47,GPT-1,まつり,り,理想,3116,○,○,りそう,○,,,,30,1
7,48,GPT-2,理想,う,うぐいす,1702,○,○,うぐいす,○,,,,30,1
7,49,GPT-1,うぐいす,す,すずめ,2871,○,○,すずめ,○,,,,30,1
7,50,GPT-2,すずめ,め,めがね,2193,○,○,めがね,○,,,,30,1
7,51,GPT-1,めがね,ね,ねこ,1946,○,○,ねこ,○,,,,30,1
7,52,GPT-2,ねこ,こ,こま,1290,○,○,こま,○,,,,30,1
7,53,GPT-1,こま,ま,まど,2909,○,○,まど,○,,,,30,1
7,54,GPT-2,まど,ど,ドア,2351,○,○,どあ,○,,,,30,1
7,55,GPT-1,ドア,あ,あさ,1849,○,○,あさ,○,,,,30,1
7,56,GPT-2,あさ,さ,さかな,1721,○,○,さかな,○,,,,30,1
7,57,GPT-1,さかな,な,なす,2465,○,○,なす,○,,,,30,1
7,58,GPT-2,なす,す,すみれ,2089,○,○,すみれ,○,,,,30,1
7,59,GPT-1,すみれ,れ,歴史,2270,○,○,れきし,○,,,,30,1
7,60,GPT-2,歴史,し,しおり,1835,○,○,しおり,○,,,,30,1
7,61,GPT-1,しおり,り,竜,3838,○,○,りゅう,○,,,,30,1
7,62,GPT-2,竜,う,うろこ,3278,○,○,うろこ,○,,,,30,1
7,63,GPT-1,うろこ,こ,こけし,2868,○,○,こけし,○,,,,30,1
7,64,GPT-2,こけし,し,しまうま,2673,○,○,しまうま,○,,,,30,1
7,65,GPT-1,しまうま,ま,まめ,2341,○,○,まめ,○,,,,30,1
7,66,GPT-2,まめ,め,めだか,2145,○,○,めだか,○,,,,30,1
7,67,GPT-1,めだか,か,かき,1754,○,○,かき,○,,,,30,1
7,68,GPT-2,かき,き,きつね,1880,○,○,きつね,○,,,,30,1
7,69,GPT-1,きつね,ね,ねずみ,1779,○,○,ねずみ,○,,,,30,1
7,70,GPT-2,ねずみ,み,みみず,4883,○,○,みみず,○,,,,30,1
7,71,GPT-1,みみず,ず,図形,2167,○,○,ずけい,○,,,,30,1
7,72,GPT-2,図形,い,いちご,1693,○,○,いちご,○,,,,30,1
7,73,GPT-1,いちご,ご,ごりら,2519,○,○,ごりら,○,,,,30,1
7,74,GPT-2,ごりら,ら,落花生,2179,×,×,,×,辞書外,GPT-1,GPT-2,30,1
8,1,GPT-1,しりとり,り,りんご,1675,○,○,りんご,○,,,,30,1
8,2,GPT-2,りんご,ご,ごま,2095,○,○,ごま,○,,,,30,1
8,3,GPT-1,ごま,ま,まくら,1806,○,○,まくら,○,,,,30,1
8,4,GPT-2,まくら,ら,ラッパ,1984,○,○,らっぱ,○,,,,30,1
8,5,GPT-1,ラッパ,ぱ,パンダ,2392,○,○,ぱんだ,○,,,,30,1
8,6,GPT-2,パンダ,だ,だるま,2077,○,○,だるま,○,,,,30,1
8,7,GPT-1,だるま,ま,まつげ,4440,○,○,まつげ,○,,,,30,1
8,8,GPT-2,まつげ,げ,下駄,2448,○,○,げた,○,,,,30,1
