ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数,禁止語尾,情報開示強度,得点,累計得点,推測・理由
1,27,GPT-1-3,way,y,yes,17836,○,○,yes,○,,,,221,1,x,3,7,91,得点は各文字に固有の点数を割り当てて合計する式だと仮定します。3文字の単語で得点が5～8点に分布し、単語ごとに変化しているためです。
1,28,GPT-2-2,yes,s,sit,3961,○,○,sit,○,,,,221,1,x,2,7,88,
1,29,GPT-1-3,sit,t,two,5121,○,○,two,○,,,,221,1,x,3,8,99,各文字に固有の点数が設定され、語の構成文字から合計点が算出されると推測します。履歴では同じ文字を含む語でも点数が異なるため、単純な文字数ではなく文字ごとの点数の合計と考えられます。
1,30,GPT-2-2,two,o,old,5939,○,○,old,○,,,,221,1,x,2,6,94,文字ごとの点数を合計する方式と仮定したが、sitが7点、twoが8点であるため、単純なアルファベット順ではなく別の補正があると推測します。
1,31,GPT-1-3,old,d,den,7885,○,○,den,○,,,,221,1,x,3,5,104,得点は各文字に固有の点数を割り当てて合計する方式と仮定しました。3文字語の得点が語ごとに変化しているためです。
1,32,GPT-2-2,den,n,nod,2918,○,○,nod,○,,,,221,1,x,2,6,100,語の得点は各文字の位置や構成に基づく式と仮定できるが、現時点ではoldが6点、denが5点という情報だけでは特定できない。
1,33,GPT-1-3,nod,d,dip,9704,○,○,dip,○,,,,221,1,x,3,6,110,得点は各文字の固有点の合計に近いと推測します。未使用でdから始まり、禁止語尾xでもありません。
1,34,GPT-2-2,dip,p,pin,2484,○,○,pin,○,,,,221,1,x,2,7,107,
1,35,GPT-1-3,pin,n,nap,4443,○,○,nap,○,,,,221,1,x,3,6,116,各文字の出現位置や組み合わせに基づく独自の点数式と推測されるが、既存語との重複を避けて未使用語を選択した。
1,36,GPT-2-2,nap,p,pad,6346,○,○,pad,○,,,,221,1,x,2,5,112,各文字の点数を合計し、一定の規則で換算した値が得点になると推測します。pinが7点、napが6点であることから、単純な文字数やアルファベット順の合計ではなく、文字ごとの固有点数に基づく計算と考えました。
1,37,GPT-1-3,pad,d,dot,15606,○,○,dot,○,,,,221,1,x,3,7,123,得点は各文字に対応する点数の合計と仮定すると、既出語の得点範囲と整合する。dotは未使用で、dから始まり禁止語尾xでもない。
1,38,GPT-2-2,dot,t,tag,6901,○,○,tag,○,,,,221,1,x,2,6,118,文字ごとの点数を合計する数式と仮定したが、padが5点、dotが7点という情報だけでは各文字の点数までは特定できない。
1,39,GPT-1-3,tag,g,gum,23535,○,○,gum,○,,,,221,1,x,3,7,130,文字ごとの固有点に位置補正を加える数式と仮説。履歴では同じ文字を含む語でも得点が異なるため、単純な文字点の合計ではないと推測した。
1,40,GPT-2-2,gum,m,man,3963,○,○,man,○,,,,221,1,x,2,6,124,得点は各文字に対応する点数の合計と仮定しました。tagが6点、gumが7点で、語ごとに点数が異なるためです。
1,41,GPT-1-3,man,n,nor,8880,○,○,nor,○,,,,221,1,x,3,7,137,得点は各文字に固有の点数を割り当てて合算する方式と推測します。複数の語で同じ文字を含む場合の得点差が、文字ごとの点数差と整合するためです。
1,42,GPT-2-2,nor,r,run,11406,○,○,run,○,,,,221,1,x,2,8,132,得点は先頭文字のアルファベット順から7を引いた値と推測します。manはmが13番目で6点、norはnが14番目で7点になるためです。
1,43,GPT-1-3,run,n,nut,6698,○,○,nut,○,,,,221,1,x,3,8,145,得点は各文字に対応する値の合計と推測します。過去の語でも同じ文字を含む語の得点に一定の傾向があるためです。
1,44,GPT-2-2,nut,t,tin,2864,○,○,tin,○,,,,221,1,x,2,7,139,
1,45,GPT-1-3,tin,n,nab,11996,○,○,nab,○,,,,221,1,x,3,5,150,得点は各文字の位置や組み合わせに基づく加算法と推測しますが、履歴だけでは一意に特定できません。
1,46,GPT-2-2,nab,b,bed,10940,○,○,bed,○,,,,221,1,x,2,4,143,文字をアルファベット順の数値に置き、合計を12で割った余りを得点とする仮説です。tinは43で余り7、nabは17で余り5となり、得点情報と一致します。
1,47,GPT-1-3,bed,d,dim,7695,○,○,dim,○,,,,221,1,x,3,6,156,各文字に固有点を割り当てて単純加算する方式では説明しにくいため、文字位置や組み合わせを含む別の数式と推測します。
1,48,GPT-2-2,dim,m,met,5890,○,○,met,○,,,,221,1,x,2,7,150,dimは6点でbedは4点なので、各文字の固有点を合計する方式と仮説。
1,49,GPT-1-3,met,t,ten,22115,○,○,ten,○,,,,221,1,x,3,7,163,得点は各文字の組み合わせで決まり、netと同じ文字構成のため7点程度と推測します。
1,50,GPT-2-2,ten,n,nil,6953,○,○,nil,○,,,,221,1,x,2,6,156,metとtenがともに7点のため、得点は単純な文字数やアルファベット順の合計ではなく、各位置の文字点を組み合わせた数式による可能性が高い。
1,51,GPT-1-3,nil,l,lip,14338,○,○,lip,○,,,,221,1,x,3,7,170,点数は各文字に固有の値を割り当て、その合計で算出されるという仮説です。複数の語の得点を比較すると、文字ごとの寄与が概ね推定できるためです。
1,52,GPT-2-2,lip,p,pay,4552,○,○,pay,○,,,,221,1,x,2,7,163,点数は各文字の位置に基づく単純な合計ではなく、文字の組み合わせや位置に応じた別の式と推測します。nilは6点、lipは7点で、同じ文字を含む語でも語順により点数が変化しているためです。
1,53,GPT-1-3,pay,y,yam,13921,○,○,yam,○,,,,221,1,x,3,7,177,各語の得点は、含まれる3文字それぞれの固定点を合計した値と考えられます。既出語の連立から、y=1、a=2、m=2と推定できるため、yamは5点です。
1,54,GPT-2-2,yam,m,men,6146,○,○,men,○,,,,221,1,x,2,6,169,各文字に固有の点数があり、語の点数は3文字分の合計と推測します。payとyamがともに7点ですが、情報不足のため各文字の点数は特定できません。
1,55,GPT-1-3,men,n,nib,4514,○,○,nib,○,,,,221,1,x,3,5,182,各文字に固有の点数を割り当て、3文字の合計で得点が決まる仮説。過去の語では同じ文字を含む語の得点に一定の傾向があるため。
1,56,GPT-2-2,nib,b,bat,4897,○,○,bat,○,,,,221,1,x,2,5,174,各文字の点数を合計した値と考えられるが、menが6点、nibが5点となる具体的な規則はまだ特定できない。
1,57,GPT-1-3,bat,t,tie,11266,○,○,tie,○,,,,221,1,x,3,6,188,得点は各文字に対応する固有点を加算する方式と仮定しましたが、履歴だけでは一意に特定できません。
1,58,GPT-2-2,tie,e,eat,4175,○,○,eat,○,,,,221,1,x,2,6,180,文字ごとの点数を加算する数式と推測。batが5点、tieが6点であり、各文字の点数の合計と考えられるため。
1,59,GPT-1-3,eat,t,toe,7576,○,○,toe,○,,,,221,1,x,3,7,195,各文字に固有点を割り当てて合計する方式と推測します。過去の3文字語の得点が概ね5〜8点に収まっているためです。
1,60,GPT-2-2,toe,e,era,4720,○,○,era,○,,,,221,1,x,2,5,185,文字ごとの点数を合計する数式と推測したが、eatが6点、toeが7点という2例だけでは特定できない。
1,61,GPT-1-3,era,a,air,7194,○,○,air,○,,,,221,1,x,3,6,201,文字ごとの固有点を合算する式と仮定。既出語の得点が各文字の組み合わせで概ね説明できるため。
1,62,GPT-2-2,air,r,rag,6329,○,○,rag,○,,,,221,1,x,2,6,191,文字の点数は各文字の位置や種類に基づく加算法と仮定する。eraが5点、airが6点で異なるため、語全体の文字構成が得点に影響すると考えた。
1,63,GPT-1-3,rag,g,gap,5214,○,○,gap,○,,,,221,1,x,3,5,206,各文字に固有点があり、3文字の合計で得点が決まる仮説。履歴では同じ文字を含む語でも得点が異なるため、単純な文字数や母音数ではないと推測。
1,64,GPT-2-2,gap,p,pub,9554,○,○,pub,○,,,,221,1,x,2,7,198,ragが6点、gapが5点であることから、単純なアルファベット順の合計ではなく、文字ごとの固有点を合算する方式と推測します。
1,65,GPT-1-3,pub,b,bar,27511,○,○,bar,○,,,,221,1,x,3,5,211,得点は各文字のアルファベット上の位置の合計を基礎に、一定の範囲ごとに丸めて算出している可能性が高い。履歴では合計位置が大きい語ほど得点も高い傾向がある。
1,66,GPT-2-2,bar,r,rat,5334,○,○,rat,○,,,,221,1,x,2,7,205,得点はScrabbleの文字点の合計と考えられます。pubは3+1+3で7点、barは3+1+1で5点です。
1,67,GPT-1-3,rat,t,tow,23481,○,○,tow,○,,,,221,1,x,3,8,219,得点は各文字に固有の点数を割り当てて合計し、語ごとの補正を加える方式と推測します。複数の語で文字の組み合わせと得点に一定の対応が見られるためです。
1,68,GPT-2-2,tow,w,web,5083,○,○,web,○,,,,221,1,x,2,6,211,得点は各文字の位置や語の特徴を組み合わせた数式によるものと推測されるが、ratが7点、towが8点という情報だけでは一意に特定できない。
1,69,GPT-1-3,web,b,bus,16223,○,○,bus,○,,,,221,1,x,3,7,226,得点は各文字のアルファベット上の位置を基礎にし、文字の組み合わせによる補正を加える数式と仮説します。同じ語尾でも得点が異なるため、語尾だけでは決まらないと考えました。
1,70,GPT-2-2,bus,s,say,3549,○,○,say,○,,,,221,1,x,2,7,218,文字の出現位置や種類に基づく加点式と推測しますが、webが6点、busが7点という情報だけでは特定できません。
1,71,GPT-1-3,say,y,yen,20665,○,○,yen,○,,,,221,1,x,3,7,233,得点は各文字に固有の点数を割り当てて合算する方式と推測します。同じ文字構成の語やアナグラムで得点が一致する例が多いためです。
1,72,GPT-2-2,yen,n,nag,6485,○,○,nag,○,,,,221,1,x,2,5,223,sayとyenがともに7点のため、文字の単純なアルファベット順合計ではなく、各文字の点数を合算する別の規則だと推測します。
1,73,GPT-1-3,nag,g,gin,8495,○,○,gin,○,,,,221,1,x,3,6,239,gで始まり、未使用かつ禁止語尾xを避けられる語を選択しました。得点は各文字の固有点の合計と推測されますが、規則は特定できません。
1,74,GPT-2-2,gin,n,nun,7613,○,○,nun,○,,,,221,1,x,2,7,230,得点は各文字の位置や組み合わせに基づく数式と推測されるが、現情報だけでは特定できない。
1,75,GPT-1-3,nun,n,nip,5354,○,○,nip,○,,,,221,1,x,3,7,246,各文字に固有の点数を割り当て、その合計または補正値で語の得点が決まると推測します。既出語の得点が同じ語長でも異なるためです。
1,76,GPT-2-2,nip,p,pod,4092,○,○,pod,○,,,,221,1,x,2,6,236,得点は語の文字構成に基づく可能性があるが、nunとnipがともに7点のため、現時点では特定できない。
1,77,GPT-1-3,pod,d,dew,6772,○,○,dew,○,,,,221,1,x,3,6,252,得点は各文字に対応する点数の合計と推測します。語ごとに文字構成が異なると得点も変化し、同じ語尾でも得点が一定ではないためです。
1,78,GPT-2-2,dew,w,win,8225,○,○,win,○,,,,221,1,x,2,7,243,得点は各文字の固有点の合計ではなく、語全体に基づく別の数式で算出されると推測します。podとdewがともに6点ですが、文字構成や文字位置が異なるためです。
1,79,GPT-1-3,win,n,nob,20203,○,○,nob,○,,,,221,1,x,3,6,258,得点は各文字に固有の点数を割り当て、語中の文字構成に応じて合算する方式と推測します。語ごとに4～8点へ変動しているためです。
1,80,GPT-2-2,nob,b,buy,7005,○,○,buy,○,,,,221,1,x,2,7,250,文字ごとの固有点を合計する方式と推測します。winが7点、nobが6点で、単純な文字数や英字順の合計とは一致しないためです。
1,81,GPT-1-3,buy,y,yet,15491,○,○,yet,○,,,,221,1,x,3,8,266,得点は各文字の点数の合計と推測します。既知の得点からy=3、e=1、t=3と導けるため、yetは7点です。
1,82,GPT-2-2,yet,t,toy,3938,○,○,toy,○,,,,221,1,x,2,8,258,buyが7点、yetが8点であるため、各文字の位置や構成に基づく加算法と推測します。
1,83,GPT-1-3,toy,y,yew,7570,○,○,yew,○,,,,221,1,x,3,8,274,得点は各文字に対応する点数の合計と推測します。同じ文字構成の語で得点が一致し、語順による影響が見られないためです。
1,84,GPT-2-2,yew,w,wet,7428,○,○,wet,○,,,,221,1,x,2,7,265,toyとyewがともに8点であるため、得点は単純な文字位置の合計ではなく、各文字の特徴を組み合わせた数式だと推測します。
1,85,GPT-1-3,wet,t,tab,7636,○,○,tab,○,,,,221,1,x,3,5,279,得点は各文字に固有の点数を割り当てて合計する数式と推測します。類似する文字構成の語で得点に一定の傾向があるためです。
1,86,GPT-2-2,tab,b,bow,8653,○,○,bow,○,,,,221,1,x,2,7,272,各文字の筆画数の合計と考えられる。wetはw4＋e1＋t2で7、tabはt2＋a1＋b2で5となる。
1,87,GPT-1-3,bow,w,war,15570,○,○,war,○,,,,221,1,x,3,7,286,文字ごとの固有点ではなく、語中の文字の組み合わせや位置に基づく加点式と推測します。類似した語でも得点が異なるためです。
1,88,GPT-2-2,war,r,row,3579,○,○,row,○,,,,221,1,x,2,8,280,bowとwarがともに7点のため、各文字の合計に基づく得点式と推測します。
1,89,GPT-1-3,row,w,wit,8585,○,○,wit,○,,,,221,1,x,3,8,294,得点は各文字に対応する点数の合計と推測します。過去の語では、共通する文字を含む語の得点差が文字ごとの差に対応しているためです。
1,90,GPT-2-2,wit,t,tap,5581,○,○,tap,○,,,,221,1,x,2,7,287,文字の位置や形状などに基づく加点式と仮説。rowとwitがともに8点のため、単純な文字の合計ではなく、各文字の特徴を組み合わせた数式と考えられる。
1,91,GPT-1-3,tap,p,pet,11464,○,○,pet,○,,,,221,1,x,3,7,301,得点は各文字に固有の値を割り当てて合算する式と推測されるが、既存データだけでは一意に特定できない。
1,92,GPT-2-2,pet,t,tan,7058,○,○,tan,○,,,,221,1,x,2,6,293,文字ごとの点数を合計する方式と推測。tapとpetがともに7点のため、各文字に固有の点数があると考えた。
1,93,GPT-1-3,tan,n,not,11043,○,○,not,○,,,,221,1,x,3,7,308,得点は各文字の固有点の合計と推測します。antとtanが同じ6点で、net・teaなどの結果からn=2、o=3、t=3と考えられるため、notは8点と予測します。
1,94,GPT-2-2,not,t,tip,3497,○,○,tip,○,,,,221,1,x,2,7,300,各文字の点数は文字ごとの固定値の合計と仮定した。履歴上未使用で、tから始まり禁止語尾xを避けられるため。
1,95,GPT-1-3,tip,p,pea,4038,○,○,pea,○,,,,221,1,x,3,5,313,
1,96,GPT-2-2,pea,a,ace,3739,○,○,ace,○,,,,221,1,x,2,3,303,英字の得点をスクラブル式に合計すると、tipは3+1+3で7点、peaは3+1+1で5点となるため。
1,97,GPT-1-3,ace,e,elm,10136,○,○,elm,○,,,,221,1,x,3,6,319,得点は各文字に対応する点数の合計を基本とする仮説です。同じ文字構成の語で同得点となる例が複数あるためです。
1,98,GPT-2-2,elm,m,mob,3235,○,○,mob,○,,,,221,1,x,2,6,309,文字ごとの点数の合計が得点になる仮説。aceは各文字の合計が3点、elmは合計が6点だと考えられる。
1,99,GPT-1-3,mob,b,bad,21042,○,○,bad,○,,,,221,1,x,3,3,322,各文字に固有点があり、語の3文字の組み合わせで合計点が決まる仮説。既出語の得点差から、単純な文字数や末尾文字だけでは説明できないため。
1,100,GPT-2-2,bad,d,dig,4543,○,○,dig,○,,,,221,1,x,2,5,314,
1,101,GPT-1-3,dig,g,god,17355,○,○,god,○,,,,221,1,x,3,6,328,得点は各文字に固有の値を割り当てて合算する方式と推測します。類似した文字構成の語で得点が近く、dogと同じ文字を含むgodも6点前後と考えました。
1,102,GPT-2-2,god,d,dry,4354,○,○,dry,○,,,,221,1,x,2,7,321,文字ごとの固有点の合計と仮定すると、digが5点、godが6点となるが、現情報だけでは数式の特定は困難。
1,103,GPT-1-3,dry,y,yak,6807,○,○,yak,○,,,,221,1,x,3,7,335,得点は各文字に固有の点数を割り当てて合計する方式と仮説。過去の語で共通する文字の組み合わせに応じて得点が変化しているため。
1,104,GPT-2-2,yak,k,key,6956,○,○,key,○,,,,221,1,x,2,7,328,得点は各文字に割り当てられた点数の合計と推測します。dryとyakがともに7点ですが、現情報だけでは各文字の点数は特定できません。
1,105,GPT-1-3,key,y,yip,12184,○,○,yip,○,,,,221,1,x,3,8,343,得点は各文字に固有の点数を割り当てて合計する数式と仮定しました。同じ文字を含む複数の語で得点が変化するため、文字位置ではなく文字ごとの点数が基礎と考えられます。
1,106,GPT-2-2,yip,p,pig,3546,○,○,pig,○,,,,221,1,x,2,6,334,得点は各文字に固有の点数を割り当てて合算する方式と仮定しました。keyが7点、yipが8点ですが、現時点では数式の特定には情報が不足しています。
1,107,GPT-1-3,pig,g,gag,9008,○,○,gag,○,,,,221,1,x,3,4,347,得点は各文字に固有の点数を割り当てて合計する加算式と仮説する。同じ語尾でも得点が異なるため、位置ではなく文字ごとの値が影響していると考えられる。
1,108,GPT-2-2,gag,g,gel,3537,○,○,gel,○,,,,221,1,x,2,5,339,各文字のアルファベット順や母音・子音の組み合わせなど、語を構成する文字の特徴から点数が算出されている可能性がある。、】【
1,109,GPT-1-3,gel,l,log,14262,○,○,log,○,,,,221,1,x,3,6,353,得点は各文字に対応する点数の合計と仮定した。同じ文字を含む語の得点比較から、文字ごとの固定点数で計算される可能性が高い。
1,110,GPT-2-2,log,g,gun,3634,○,○,gun,○,,,,221,1,x,2,7,346,文字の点数はアルファベット順に基づく可能性があるが、gelが5点、logが6点 בלבדでは特定できない。
1,111,GPT-1-3,gun,n,nee,4505,○,○,nee,○,,,,221,1,x,3,5,358,各文字に固有の点数が設定され、語の3文字分を合計して得点化される仮説。同じ文字を含む語の得点比較から、単純なアルファベット順ではないと考えられる。
1,112,GPT-2-2,nee,e,eve,2965,○,○,eve,○,,,,221,1,x,2,6,352,文字点の合計と考えると、gunが7点、neeが5点であり、各文字に固有の点数を割り当てて合算している可能性がある。
1,113,GPT-1-3,eve,e,emu,14697,○,○,emu,○,,,,221,1,x,3,7,365,文字ごとの単純な合計ではなく、位置ごとに異なる重みを掛けた点数式だと仮説。earとteaは同じ文字構成なのに5点と6点で、順序により点数が変わる。
1,114,GPT-2-2,emu,u,use,7110,○,○,use,○,,,,221,1,x,2,7,359,各文字に固有の点数を割り当てて合計する方式と推測します。eveが6点、emuが7点で異なるため、単純な文字数ではなく文字ごとの配点が使われています。
1,115,GPT-1-3,use,e,eel,10133,○,○,eel,○,,,,221,1,x,3,5,370,得点は各文字の単純な合計ではなく、文字の位置や組み合わせに基づく規則と推測します。 eel は未使用で、eから始まりx以外で終わります。
1,116,GPT-2-2,eel,l,lab,5191,○,○,lab,○,,,,221,1,x,2,4,363,文字の出現位置や組み合わせに基づく点数式と推測したが、useが7点、eelが5点という情報だけでは特定できない。
1,117,GPT-1-3,lab,b,bit,12110,○,○,bit,○,,,,221,1,x,3,6,376,得点は各文字の固有値を基礎に、文字の位置や組み合わせによる補正を加えた数式と推測します。類似した文字構成でも得点が異なるためです。
1,118,GPT-2-2,bit,t,tug,4402,○,○,tug,○,,,,221,1,x,2,7,370,
1,119,GPT-1-3,tug,g,guy,13310,○,○,guy,○,,,,221,1,x,3,8,384,文字ごとの固有点を合算する方式と仮定した。既存語では母音や特定の子音を含む語の得点が高く、guyも高得点になると推測した。
1,120,GPT-2-2,guy,y,yap,5793,○,○,yap,○,,,,221,1,x,2,7,377,文字ごとの点数の合計ではなく、語の構成や位置に基づく別の数式と推測。tugが7点、guyが8点で単純な文字位置合計とは一致しないため。
1,121,GPT-1-3,yap,p,paw,35477,○,○,paw,○,,,,221,1,x,3,7,391,得点は各文字に対応する値を基礎にしつつ、文字の位置や組み合わせを反映する数式で算出されると推測します。同じ文字を含む語でも得点が異なるため、単純な文字数や一律加算ではないと考えます。
1,122,GPT-2-2,paw,w,wig,7006,○,○,wig,○,,,,221,1,x,2,7,384,得点は各文字の点数の合計で、w・yは同点、aは1点、pは2点、i・gは各1点と仮定しました。
1,123,GPT-1-3,wig,g,got,5465,○,○,got,○,,,,221,1,x,3,7,398,得点は各文字に対応する点数の合計と推測され、既出語との重複を避けてgから始まる未使用語を選択した。
1,124,GPT-2-2,got,t,try,5633,○,○,try,○,,,,221,1,x,2,8,392,得点は各文字のアルファベット順などを単純合計したものではなく、文字の形状や位置に基づく別の数式の可能性がある。wigとgotがともに7点のため、共通する文字数や画数だけでは説明できない。
1,125,GPT-1-3,try,y,yon,13824,○,○,yon,○,,,,221,1,x,3,8,406,得点は各文字に固有の点数を割り当て、その合計で算出される可能性が高いと推測します。複数の語で共通文字を含む場合に得点差が一定傾向を示すためです。
1,126,GPT-2-2,yon,n,nit,6506,○,○,nit,○,,,,221,1,x,2,7,399,得点は各文字に対応する点数の合計と仮定しました。tryとyonがともに8点のため、nitも同じ規則で算出されると推測します。
1,127,GPT-1-3,nit,t,tar,12038,○,○,tar,○,,,,221,1,x,3,7,413,各文字に固有点があり、その合計で得点が決まる仮説。履歴では同じ文字を含む語の得点差が一定傾向を示すため。
1,128,GPT-2-2,tar,r,rib,6923,○,○,rib,○,,,,221,1,x,2,6,405,
1,129,GPT-1-3,rib,b,bun,15526,○,○,bun,○,,,,221,1,x,3,7,420,得点は各文字の固有値の単純合計ではなく、文字の組み合わせによって決まると推測します。同じ3文字でも得点に幅があるためです。
1,130,GPT-2-2,bun,n,oak,2931,×,○,oak,×,語頭不一致,GPT-1-3,GPT-2-2,221,1,x,2,0,405,
